scorer,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen
25,6.752391741108477,1.0,6.914306143199387,1.0,6.848968378842481,1.0,5.494527316025588,1.0,7.523122773623636,1.0,6.050419661714375,1.0,3.4003368681388135,1.0,7.306235445574328,1.0,6.799888099695669,1.0,4.840719549901692,1.0,7.1401345709218855,1.0
26,8.437574545002946,1.0,8.344640283481905,1.0,5.9038685002107085,1.0,7.387620631945154,1.0,7.529816999582216,1.0,8.79776113305024,1.0,3.7620022397620865,1.0,7.555469445588707,1.0,7.285524980111033,1.0,5.080133378980744,1.0,4.333456798675159,1.0
27,6.885428764220701,1.0,8.673901439864682,1.0,5.831805175467282,1.0,5.92714873797837,1.0,5.2988854511027546,1.0,7.8081564700397665,1.0,8.318730360672925,1.0,5.884218698035245,1.0,7.5285232168958975,1.0,4.613718731237235,1.0,7.051132606115403,1.0
28,6.427559138188782,1.0,8.595691458736582,1.0,6.756630361019615,1.0,5.73199392795944,1.0,6.550168108999335,1.0,6.601960135857504,1.0,3.5944496519050007,1.0,6.622891493582231,1.0,7.749858199764736,1.0,5.82692754565105,1.0,5.007603782831064,1.0
29,9.054821408238906,1.0,9.206842371290518,1.0,6.68402013495116,1.0,8.591441613505815,1.0,4.22941046472688,1.0,5.044475790597977,1.0,7.340191411010111,1.0,7.751694792987661,1.0,6.300632151504494,1.0,6.119970129729526,1.0,7.143536424785423,1.0
30,6.996111327065536,1.0,6.362926612078471,1.0,6.62385677124422,1.0,6.308681088520221,1.0,3.6666237306372684,1.0,10.25795019380608,1.0,8.937206175262242,1.0,8.055260746044919,1.0,9.328269019147662,1.0,7.6841142961038384,1.0,5.6155694922045365,1.0
31,4.744774665620189,1.0,10.208984040407302,1.0,4.9359759594543045,1.0,8.383692596656793,1.0,4.065586608837999,1.0,7.580381316666445,1.0,7.567851535885386,1.0,4.619845755973571,1.0,8.66551234079065,1.0,7.274144533635739,1.0,4.257203299914818,1.0
32,6.255781753059695,1.0,6.864976637074691,1.0,6.525104507348697,1.0,6.078547567992401,1.0,4.160319998021547,1.0,9.052745816758618,1.0,8.226080716095376,1.0,4.9109823151086776,1.0,7.415924557307669,1.0,3.9184142331408127,1.0,4.376025489287926,1.0
33,5.170861428521436,1.0,6.2325189606878295,1.0,6.207861582660699,1.0,6.921598587284568,1.0,6.187429797420813,1.0,8.264503247064713,1.0,3.879209486081234,1.0,4.383423838580243,1.0,11.777092554533558,1.0,5.401502876192125,1.0,4.512430451797472,1.0
34,6.543527861888642,1.0,6.653823209968883,1.0,5.808565121937796,1.0,5.559865567046475,1.0,4.151259191091348,1.0,7.871555055311527,1.0,3.8501352870070438,1.0,6.684728627952943,1.0,9.980299189704198,1.0,7.165688029333021,1.0,8.9473720460355,1.0
35,5.21519474528825,1.0,7.957105880309838,1.0,5.751050989663382,1.0,6.176137355162487,1.0,3.479632766168215,1.0,8.603253757332688,1.0,8.416421466727519,1.0,7.2166327618033765,1.0,10.704486723786474,1.0,5.65573243077864,1.0,4.502537161650895,1.0
36,8.120303948801414,1.0,6.693394526514549,1.0,7.1587819437952716,1.0,7.624137177672083,1.0,9.187129122286274,1.0,8.173206441472257,1.0,3.5508363532673095,1.0,7.494447638719556,1.0,8.061596316617118,1.0,7.566772291517573,1.0,8.004232389059668,1.0
37,10.121594791098753,1.0,6.1334039367807165,1.0,7.8511860092306005,1.0,5.511126679121103,1.0,5.994434504420728,1.0,7.3684105493897025,1.0,3.744598268209479,1.0,4.465208946698647,1.0,6.298340684534589,1.0,9.507643206052578,1.0,5.9702766156863625,1.0
38,5.992391056210747,1.0,5.701410883733447,1.0,6.1297387188954,1.0,6.269115926584063,1.0,5.017713466392577,1.0,7.177907778835031,1.0,4.069784689526955,1.0,8.746469120004551,1.0,8.347008463813497,1.0,6.244600820478103,1.0,4.137448024175633,1.0
39,7.611452358557862,1.0,4.3303721059338125,1.0,6.623992145397976,1.0,6.780205055894056,1.0,9.249710777647135,1.0,10.103308517387434,1.0,3.9927648800061903,1.0,7.258708922511696,1.0,9.074858316726528,1.0,7.172016794916951,1.0,4.549186296903736,1.0
40,5.346762343033004,1.0,7.086023330557464,1.0,8.968415673303385,1.0,5.698956000237011,1.0,6.615120316634805,1.0,8.631046995128349,1.0,2.590777976712915,1.0,8.112458200572416,1.0,5.681208589560742,1.0,10.31522415919094,1.0,6.361290888079652,1.0
41,9.194697606834591,1.0,5.248539096847708,1.0,6.200652809116997,1.0,7.771489432085768,1.0,7.500551726842206,1.0,6.098118517589595,1.0,4.321485129397035,1.0,7.340669201719827,1.0,8.179667201462085,1.0,7.353853982017205,1.0,5.906374872511572,1.0
42,8.944538561422872,1.0,5.096777421278473,1.0,5.6250141595977645,1.0,7.562666432952004,1.0,6.7028628692324,1.0,3.9659201253289837,1.0,4.023357795465952,1.0,7.767474467185439,1.0,6.059704886086593,1.0,7.280068880243499,1.0,6.38363555898252,1.0
43,8.245237071450195,1.0,4.712566030462693,1.0,6.520003545555368,1.0,7.002952702605527,1.0,7.368721761713696,1.0,9.78099873867913,1.0,7.526995500865675,1.0,8.122280822895686,1.0,5.461830019195997,1.0,6.853105782896599,1.0,4.435589031743474,1.0
44,,,20.396917479878997,1.0,18.78038364403545,1.0,12.974415777938123,1.0,10.790526343559423,1.0,27.733425427447536,1.0,6.408868732756213,1.0,10.797665656010759,1.0,6.815655421406246,1.0,8.367689688845338,1.0,9.04242855448124,1.0
45,5.469831193095614,1.0,6.482618904310184,1.0,7.389182774038792,1.0,7.709944348176338,1.0,5.538097561813941,1.0,7.474322309531678,1.0,4.879763264022104,1.0,7.936134877656848,1.0,9.300646241612057,1.0,9.227798914395155,1.0,5.568494559557618,1.0
46,11.107512649234597,1.0,23.57830347443816,1.0,14.652932259422897,1.0,18.445095446170686,0.7570000290870667,13.435027618025984,0.47099998593330383,28.766619469268964,0.9900000095367432,12.2068603828566,0.028999999165534973,14.174496089761558,0.9990000128746033,20.023505113081743,0.38600000739097595,56.40417714874491,0.8259999752044678,39.81351129656698,1.0
47,6.164261183046637,1.0,7.120748783406843,1.0,6.624367540201111,1.0,5.491177043724736,1.0,4.254845526606491,1.0,8.518918163398721,1.0,2.262328513647069,1.0,7.725133820210597,1.0,6.610910897861275,1.0,8.518157321340107,1.0,5.21442155767005,1.0
48,8.25372228104435,1.0,7.559393798353109,1.0,6.422740697965776,1.0,5.722053627170326,1.0,7.954206561813304,1.0,9.284105521448936,1.0,7.48597197015366,1.0,7.223446223355227,1.0,10.923786735068202,1.0,8.757994206194375,1.0,6.626550015448345,1.0
49,5.999603044011091,1.0,5.536354973946466,1.0,6.871281418724848,1.0,7.042081004765426,1.0,6.974109685546252,1.0,5.565161819191973,1.0,7.747001706186277,1.0,6.0422887146956645,1.0,7.3326273752861635,1.0,8.77589306411854,1.0,6.2302917178439285,1.0
50,10.211347938015166,1.0,6.843649414117758,1.0,7.522421542195718,1.0,7.283305099596284,1.0,8.689909541394156,1.0,9.588130341748803,1.0,6.655745094035057,1.0,5.540981886927092,1.0,7.773927536932122,1.0,8.040732780620354,1.0,6.860054461890392,1.0
