scorer,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna
7,6.208638584349909,0.9919999837875366,5.379525182798757,1.0,8.611949499817053,0.9860000014305115,10.445623309549894,0.996999979019165,2.8658934705534334,1.0,8.203789718568585,1.0,3.3798342070964917,0.9990000128746033,7.726741302434396,0.9990000128746033,7.180356657827796,1.0,7.128657957671068,1.0,6.802033113243189,0.9990000128746033,3.047614351162811,0.9990000128746033,2.9828895086726464,0.9909999966621399,11.689336694111779,0.9990000128746033,7.914470400461984,0.9980000257492065,12.33508493697795,1.0,7.006521807480479,1.0,6.72752846797166,0.9990000128746033,4.79956400122155,1.0,9.874479848340053,0.9980000257492065,7.972247596139911,0.9990000128746033
8,5.197537649476923,0.9919999837875366,2.1384174103559084,1.0,5.935769221426917,1.0,7.307115370339793,1.0,8.721819462424257,1.0,7.112529610557241,1.0,4.193014921645878,0.9990000128746033,6.7067177802724345,0.9980000257492065,9.711434444969717,0.9990000128746033,7.934506094499626,0.9990000128746033,4.018555894753277,0.9959999918937683,7.045233105986813,1.0,7.897712969393142,0.9980000257492065,8.755600602895846,1.0,6.346052861420338,0.9990000128746033,6.66368190148255,1.0,3.8394609093042154,0.9990000128746033,12.373243458313649,0.9980000257492065,5.1799734229252,1.0,4.177999317113442,1.0,8.459225005907438,0.9980000257492065
9,7.930290784150332,0.9990000128746033,2.890571845150777,0.9980000257492065,2.5756993226860887,0.9890000224113464,8.629973812110347,1.0,8.850732388953752,0.9959999918937683,8.72632093017634,0.996999979019165,5.706209608778949,0.9929999709129333,4.115064357314163,0.9980000257492065,8.246367232082786,0.9990000128746033,8.870354963593464,0.9990000128746033,5.942289865613394,0.9959999918937683,6.171584970980803,0.9860000014305115,8.345080114119058,0.9980000257492065,5.741530039025938,1.0,5.925947745629507,0.9990000128746033,5.087478040636063,1.0,11.10116172439252,0.9959999918937683,8.30484721239337,0.9980000257492065,6.667780789418089,0.996999979019165,7.089003072649069,1.0,8.781063678036542,1.0
10,7.227165806893872,0.9890000224113464,6.475425407736082,0.9990000128746033,11.257920934414154,0.9860000014305115,9.119706039360864,1.0,4.980946548615789,0.9980000257492065,7.2091303384615415,1.0,9.638870459162236,0.9990000128746033,9.474143047090495,0.9980000257492065,7.756851433719987,1.0,3.714075212241139,0.996999979019165,6.50322819790564,0.9940000176429749,7.22325667443361,0.9990000128746033,8.115935519400136,0.9980000257492065,2.915527325594989,1.0,6.154532222131272,0.9909999966621399,8.359622149979888,1.0,3.8472697205749324,0.9940000176429749,8.775067154948703,0.9990000128746033,14.595543516838216,0.996999979019165,5.068470546070087,1.0,11.653032148528805,1.0
11,8.114616843407003,1.0,9.860464685801606,0.9990000128746033,11.977293898142046,0.9890000224113464,6.0692464601456315,1.0,4.767200513338729,0.9990000128746033,9.221248354212614,1.0,2.27030510714519,0.9879999756813049,8.3981465015986,1.0,2.320979401552909,1.0,9.544015345972845,0.9990000128746033,1.8142306690127143,1.0,3.8716478560709815,0.9990000128746033,7.601666701045084,1.0,11.99361147624624,1.0,6.891769659646573,1.0,4.445519673897479,1.0,6.909288666914505,0.9959999918937683,10.554422401881748,1.0,3.9879749782133187,0.9990000128746033,9.148874183226495,1.0,4.770767271114741,0.9980000257492065
12,8.605196109008837,1.0,6.223833061783736,0.9990000128746033,7.190646759814521,0.9959999918937683,8.316762971282166,1.0,5.893586214627561,0.9990000128746033,13.527948551923979,1.0,6.5817187020316315,0.996999979019165,8.550168890538478,0.9990000128746033,1.2512460482330907,0.996999979019165,7.162462834020331,1.0,7.454842802395289,1.0,9.47697687962239,0.9990000128746033,6.898857501863405,0.9990000128746033,9.29393328389011,0.9990000128746033,2.913153626425673,1.0,7.451969890566777,1.0,5.603045161868349,0.996999979019165,4.171813543874474,1.0,1.9629274300003434,0.9990000128746033,8.327715297343817,1.0,5.844595670416334,1.0
13,7.167962494021438,0.9879999756813049,5.394424613631008,0.996999979019165,10.702608156434593,0.9959999918937683,6.107691548025716,0.996999979019165,10.94094773350628,0.9990000128746033,10.107546618725406,0.996999979019165,7.748829715243706,0.9909999966621399,5.851329023572972,0.9980000257492065,10.016818305672977,0.9390000104904175,9.70104344190848,0.9990000128746033,1.7776320037548146,0.9990000128746033,8.719278353211967,0.9990000128746033,9.213421640263215,0.9990000128746033,12.553759480310092,0.9990000128746033,2.2571433573667967,0.9990000128746033,6.956104074183315,0.9990000128746033,10.099286143123914,1.0,9.400090283539559,0.9980000257492065,4.117281546611109,0.996999979019165,7.780965344895637,1.0,4.785348881678961,0.9940000176429749
14,8.278523371826527,0.9990000128746033,4.97184785430115,0.9990000128746033,10.14614245776882,0.9900000095367432,10.262281758388784,1.0,3.5968214441372157,0.996999979019165,6.340514511596658,1.0,8.87631333295271,0.9860000014305115,6.497302395074372,0.9980000257492065,16.01201638626192,0.5699999928474426,8.434642711518002,0.9990000128746033,3.449315166445905,0.9990000128746033,10.242451677821801,0.9980000257492065,8.101928495130924,0.9919999837875366,11.901020310646967,1.0,2.989562918715573,0.9990000128746033,4.768909076763355,1.0,4.749085018300043,1.0,3.5323854870277485,1.0,8.527966277666868,1.0,8.666354370720846,0.9980000257492065,5.848114396072134,0.9940000176429749
15,1.7955981723702634,0.9990000128746033,8.747426223902151,1.0,8.537644806668268,0.9940000176429749,5.23840932056028,1.0,8.187218153260773,0.9990000128746033,11.324228207287058,1.0,3.5112496885425655,0.9980000257492065,5.213502744970033,0.9990000128746033,10.537477723002802,0.9909999966621399,8.822925931072373,1.0,8.675494922380873,1.0,6.718381787205756,0.996999979019165,6.438791660166896,0.9990000128746033,9.64501949703789,0.9990000128746033,4.234051216557318,0.996999979019165,4.543052448034541,0.9990000128746033,6.164589758797173,0.9990000128746033,4.3606662459863905,1.0,5.890634386116652,0.9990000128746033,9.612476433671343,1.0,1.7860369062404766,0.9990000128746033
16,11.354461045917207,0.9990000128746033,4.918512705177575,1.0,10.179814238830842,0.9929999709129333,10.561573091425554,0.9980000257492065,7.3945894191227115,0.9990000128746033,8.770925265415636,0.9959999918937683,7.796893442228231,0.9990000128746033,5.526536918388766,1.0,4.235361785555427,0.9959999918937683,7.527286890200176,1.0,3.069731115125367,0.996999979019165,9.030661717430712,0.9980000257492065,6.64874970281763,0.9990000128746033,7.489808437184839,0.9990000128746033,5.896850286053479,0.9990000128746033,6.099437201619487,0.9980000257492065,2.7140490882506776,0.9990000128746033,4.589485641808704,1.0,9.637686216427996,0.9990000128746033,8.308007425440996,1.0,4.31108307109881,1.0
17,7.4157898480687034,1.0,3.89238214699503,0.9990000128746033,6.198998838943605,1.0,8.775914289131178,1.0,9.785220663622841,0.9990000128746033,9.131975759024247,1.0,3.7376861260543452,0.9990000128746033,8.307141917315466,0.9990000128746033,2.53340388285851,0.9990000128746033,6.123370170102989,1.0,8.19543182339319,1.0,9.536168002382365,0.9990000128746033,7.492639929793495,0.9940000176429749,9.628579805352745,0.9959999918937683,9.799549814664472,1.0,7.092588760522287,1.0,10.621127303352866,0.9990000128746033,11.62454634367574,0.9990000128746033,5.575224961283759,1.0,9.377273334537792,1.0,4.950404266129126,1.0
18,4.905467305022362,0.9990000128746033,7.39757518793448,1.0,6.60468074670381,0.9990000128746033,7.884754686785899,0.9980000257492065,10.991674504019496,0.9990000128746033,9.514839151507292,1.0,7.332349713607021,0.9990000128746033,4.589394479316415,0.9990000128746033,9.434335873943313,0.9990000128746033,7.497138474173913,0.9990000128746033,5.411905563973853,1.0,3.7073979575167795,0.9980000257492065,6.06847166319723,0.9919999837875366,9.822226123415415,0.9959999918937683,12.368219966594344,0.9990000128746033,9.106572084711551,1.0,4.499435699778079,0.9950000047683716,8.851940626387856,1.0,5.9997114187097145,0.996999979019165,10.178812995544058,0.996999979019165,14.406503618165678,1.0
19,10.547947822521495,0.9900000095367432,8.225460615956665,0.9959999918937683,4.810799212526132,0.9980000257492065,3.301170160602599,1.0,5.729398705680145,0.996999979019165,8.024794378839868,1.0,7.743156307119247,0.9959999918937683,5.908180312345212,0.9990000128746033,6.127812097396351,0.9990000128746033,3.0974826358023404,0.996999979019165,10.272683849980774,0.9959999918937683,6.492540764187236,1.0,4.222530234133898,0.9909999966621399,5.545794093083791,0.9990000128746033,1.9524312455423893,0.9990000128746033,7.137763622992838,0.9980000257492065,10.792937547651633,0.9950000047683716,9.26251929344269,1.0,9.171114660096926,1.0,6.286769504984012,1.0,2.18570306945043,1.0
20,9.924785684399788,0.9990000128746033,3.571687728200564,0.12700000405311584,2.8992200033596918,0.07000000029802322,3.7092159264414395,0.8920000195503235,10.41958002354327,0.8970000147819519,8.060424371507855,0.9679999947547913,1.7446392205057855,0.9959999918937683,1.0836596830378569,0.996999979019165,3.61453737431466,0.2720000147819519,5.988835458754274,0.9599999785423279,6.3186171105892965,0.9990000128746033,20.926594625524228,0.8220000267028809,18.587974686017116,0.996999979019165,6.315385526548749,1.0,14.421676839843364,0.9610000252723694,1.3445880199778022,0.9950000047683716,6.42761002834543,1.0,17.85248592756539,0.9350000023841858,46.82263473938508,0.10199999809265137,61.465604187793446,0.04899999871850014,65.71317849468203,0.08100000023841858
21,5.031420642008649,0.9990000128746033,4.013227682252573,0.9990000128746033,10.28042850471269,0.9990000128746033,7.107713576811489,1.0,4.444297084689368,0.9990000128746033,7.745242792455979,1.0,5.988336398702809,1.0,5.048696757625745,0.9990000128746033,3.1874716557617337,0.9980000257492065,8.340416493672153,0.996999979019165,5.497212813007837,0.996999979019165,9.444798493654352,0.9900000095367432,6.659084566882507,0.9980000257492065,9.399083538547364,0.9990000128746033,6.474712914283885,0.9990000128746033,7.572073215760796,1.0,6.578455239040986,1.0,5.130539259626923,1.0,10.132243592205452,0.9990000128746033,6.497042391531493,1.0,7.796547307885265,0.9940000176429749
22,4.004077282091066,0.9929999709129333,7.790875307836966,0.9990000128746033,5.247098420162651,0.9929999709129333,8.575248629227987,1.0,5.502811467298226,0.9990000128746033,7.701967604651593,0.9990000128746033,6.795597230733684,1.0,4.600179227473408,0.9990000128746033,2.844412215183547,0.9990000128746033,7.49772055569554,0.996999979019165,5.167395201656124,0.9959999918937683,7.58955708733953,0.9990000128746033,7.456228514290268,0.9980000257492065,5.649997170062631,0.9959999918937683,5.390639994798072,0.9950000047683716,4.6490997230511155,1.0,7.4888407300649575,1.0,2.45656291851239,1.0,2.4472165918855446,0.996999979019165,7.313565026201878,0.9990000128746033,4.017807906355108,1.0
23,7.694968281151529,0.9909999966621399,4.15376787284887,0.9950000047683716,8.909023612647685,0.9940000176429749,10.381555291053852,1.0,6.330009852219726,0.9990000128746033,7.63985246563262,1.0,6.471234734373219,1.0,4.2396687802409145,0.9990000128746033,3.3514503605166412,0.9990000128746033,11.663889690328975,0.9990000128746033,6.857885719505275,0.9919999837875366,4.796616193317295,0.9990000128746033,8.53950857194599,0.9980000257492065,5.805196160855371,0.9959999918937683,4.833634673136412,0.9990000128746033,7.5354015282224465,1.0,7.7270028830267385,1.0,8.279465756918661,1.0,0.41511378621108386,1.0,5.735607618729395,0.9990000128746033,7.182540915326604,1.0
24,8.117892614093607,0.9900000095367432,5.688717656825383,0.9950000047683716,7.001413552832522,0.9980000257492065,10.961705117879614,1.0,6.582470620284184,0.9990000128746033,8.053493681521733,1.0,6.706948716007448,1.0,7.748669415088666,1.0,3.0938319809183974,0.9990000128746033,1.9539935943417581,0.9990000128746033,6.478269811650056,0.9950000047683716,6.30130216586715,0.9990000128746033,9.307741551968052,0.9980000257492065,5.483077714601874,0.9959999918937683,3.5493349255756934,0.9909999966621399,5.684060050993326,0.996999979019165,4.937116052150732,1.0,8.303545043814882,1.0,1.3553734910229878,1.0,6.133785980105973,1.0,1.427889851612563,0.9990000128746033
