scorer,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
535,212.81,292.496,1.0,183.071,395.735,0.9990000128746033,155.307,508.609,1.0,137.708,612.452,0.9990000128746033,107.842,868.127,0.40799999237060547,106.445,869.234,0.9380000233650208,96.877,981.101,0.9980000257492065,92.417,1115.337,0.9959999918937683,91.143,1236.852,1.0,98.288,1323.565,0.9990000128746033,106.696,1442.258,0.9990000128746033
536,203.778,301.078,0.9980000257492065,178.93,395.736,0.9990000128746033,155.345,507.881,1.0,131.963,635.941,0.9909999966621399,106.405,828.638,0.12399999797344208,107.037,827.196,0.9710000157356262,97.905,965.631,0.9959999918937683,92.24,1115.123,0.996999979019165,91.084,1235.054,1.0,98.624,1323.666,0.9990000128746033,106.57,1441.494,0.9990000128746033
537,203.871,289.7,1.0,171.355,395.657,0.9990000128746033,155.234,508.158,0.9980000257492065,132.683,620.435,0.9919999837875366,107.479,771.922,0.6859999895095825,107.854,827.768,0.859000027179718,98.766,964.359,0.9800000190734863,91.282,1124.684,0.9990000128746033,91.308,1234.931,0.9990000128746033,98.865,1323.639,0.9990000128746033,106.549,1442.83,0.9990000128746033
538,196.934,300.968,0.9980000257492065,171.728,401.217,1.0,154.349,500.953,1.0,132.248,619.575,0.9929999709129333,117.071,700.765,0.8790000081062317,106.383,825.514,0.9890000224113464,97.2,965.032,0.9990000128746033,90.646,1124.126,0.9990000128746033,90.413,1243.333,0.9950000047683716,98.903,1323.792,0.9990000128746033,106.942,1436.995,0.9990000128746033
539,188.487,307.555,1.0,168.229,402.025,1.0,149.017,506.652,1.0,130.401,629.846,0.9990000128746033,107.226,765.265,0.9509999752044678,107.116,874.631,0.8899999856948853,98.042,970.74,0.9909999966621399,90.748,1115.755,0.9940000176429749,91.91,1229.917,0.9890000224113464,98.952,1323.935,0.9990000128746033,107.639,1436.679,0.9990000128746033
540,188.609,306.839,1.0,168.789,395.647,1.0,148.533,497.589,1.0,131.633,603.639,1.0,117.32,714.856,1.0,105.985,833.396,1.0,97.574,957.31,0.9990000128746033,89.596,1084.547,0.996999979019165,91.156,1202.494,0.9990000128746033,98.012,1317.443,1.0,107.591,1436.262,0.9980000257492065
541,188.463,306.21,1.0,165.566,396.782,1.0,147.635,496.114,1.0,131.456,599.115,1.0,117.017,714.099,1.0,105.884,834.434,1.0,97.569,957.366,0.9990000128746033,89.664,1084.562,0.9929999709129333,91.005,1203.233,1.0,97.886,1316.825,1.0,108.021,1436.281,0.9959999918937683
542,184.806,309.13,1.0,163.171,397.714,1.0,146.723,499.546,1.0,130.597,598.741,1.0,116.405,713.377,1.0,106.049,834.986,0.9990000128746033,97.479,957.016,0.9990000128746033,89.97,1084.085,0.9980000257492065,91.33,1204.044,1.0,97.869,1318.034,1.0,107.897,1436.307,0.996999979019165
543,181.895,307.449,1.0,161.249,396.766,1.0,144.369,499.242,1.0,130.111,598.186,1.0,116.878,707.327,0.9990000128746033,100.858,857.949,0.953000009059906,97.605,964.179,0.9990000128746033,90.042,1084.189,0.996999979019165,91.336,1203.989,1.0,98.181,1317.326,1.0,108.201,1436.42,0.9959999918937683
544,179.721,309.373,1.0,155.927,396.117,1.0,139.529,502.754,1.0,130.411,596.04,1.0,117.152,706.057,0.9990000128746033,101.983,868.265,0.9800000190734863,97.277,963.73,0.9990000128746033,90.136,1084.491,0.9980000257492065,91.997,1204.186,0.9990000128746033,98.149,1317.449,1.0,108.26,1436.505,0.9959999918937683
545,177.042,308.221,1.0,155.712,396.294,1.0,139.044,507.775,0.9990000128746033,129.78,596.361,0.9990000128746033,116.312,717.445,0.9940000176429749,101.609,852.056,0.9829999804496765,97.089,962.566,0.9990000128746033,90.136,1084.647,0.996999979019165,91.674,1203.189,0.9990000128746033,98.275,1316.083,1.0,108.144,1436.438,0.9959999918937683
546,176.018,306.997,1.0,156.006,400.49,1.0,139.053,507.714,1.0,129.468,589.425,0.9850000143051147,117.117,707.807,0.9950000047683716,107.21,835.758,0.9779999852180481,97.07,956.495,0.9990000128746033,90.051,1084.666,0.996999979019165,91.764,1203.618,1.0,98.165,1316.552,1.0,108.226,1436.357,0.9959999918937683
547,172.773,308.29,1.0,155.388,402.683,1.0,138.983,507.768,1.0,130.838,581.06,0.996999979019165,106.638,762.69,0.9819999933242798,107.098,835.38,0.9800000190734863,97.295,961.756,0.9990000128746033,90.106,1084.728,0.996999979019165,91.362,1213.282,0.9959999918937683,98.483,1317.638,1.0,108.233,1436.336,0.9959999918937683
548,172.851,309.285,1.0,155.316,402.244,1.0,139.132,506.735,1.0,130.389,580.786,0.9959999918937683,106.654,761.699,0.9929999709129333,107.963,843.518,0.8769999742507935,96.968,962.014,0.9990000128746033,90.172,1084.69,0.996999979019165,91.43,1213.214,0.9959999918937683,99.613,1323.26,0.9990000128746033,108.286,1436.292,0.9950000047683716
549,173.139,308.087,1.0,155.213,403.645,1.0,138.519,506.927,0.9990000128746033,128.965,581.083,0.996999979019165,106.894,761.379,0.9980000257492065,101.556,868.115,0.9570000171661377,96.943,961.509,0.9990000128746033,90.975,1091.035,0.9990000128746033,91.54,1218.473,0.9990000128746033,99.576,1323.2,0.9990000128746033,108.23,1436.359,0.9950000047683716
550,172.93,307.847,1.0,154.873,405.294,1.0,137.86,502.37,1.0,124.026,589.961,0.9980000257492065,106.695,762.015,0.9919999837875366,107.549,835.304,0.9589999914169312,96.827,961.362,0.9990000128746033,90.793,1092.246,0.9990000128746033,91.849,1214.341,0.9950000047683716,99.957,1323.759,0.9990000128746033,107.943,1436.205,0.9959999918937683
551,172.316,304.756,1.0,154.74,404.567,0.9990000128746033,137.764,504.396,0.9990000128746033,124.068,589.79,0.996999979019165,105.612,758.037,0.9959999918937683,101.415,868.325,0.9459999799728394,96.793,957.599,0.9990000128746033,90.654,1092.471,0.9990000128746033,91.834,1218.456,0.9990000128746033,99.942,1323.887,0.9990000128746033,108.097,1436.317,0.9950000047683716
552,172.326,306.723,1.0,155.093,405.491,0.9990000128746033,138.332,506.807,0.9990000128746033,124.03,581.176,0.9909999966621399,105.256,757.488,0.9950000047683716,107.479,835.384,0.9670000076293945,96.811,957.593,0.9990000128746033,90.628,1092.988,0.9990000128746033,91.964,1219.188,0.9990000128746033,99.995,1324.27,0.9990000128746033,107.976,1436.286,0.9959999918937683
553,172.679,305.356,1.0,151.166,408.0,1.0,136.051,507.855,0.9980000257492065,123.677,581.158,0.9940000176429749,105.466,757.794,0.9950000047683716,100.906,843.078,0.7839999794960022,96.886,957.603,0.9990000128746033,90.951,1100.068,0.9980000257492065,92.147,1219.66,1.0,99.959,1324.185,1.0,108.005,1436.282,0.9959999918937683
554,172.721,307.456,0.9990000128746033,150.299,410.247,1.0,137.114,503.936,0.9980000257492065,123.899,580.71,0.9990000128746033,105.909,759.69,0.996999979019165,108.094,836.005,0.9340000152587891,96.791,957.665,0.9990000128746033,90.947,1100.096,0.9980000257492065,92.145,1219.73,1.0,100.303,1324.535,1.0,107.851,1436.291,0.9959999918937683
555,172.191,304.862,1.0,150.332,409.0,1.0,137.009,502.325,0.9990000128746033,123.67,582.177,0.9990000128746033,106.291,762.219,0.9919999837875366,107.996,836.078,0.9100000262260437,96.851,957.777,0.9990000128746033,91.082,1100.682,0.9980000257492065,92.259,1219.875,1.0,100.403,1324.705,0.9990000128746033,107.772,1436.254,0.996999979019165
556,172.383,306.539,1.0,150.681,410.314,1.0,136.044,507.955,0.9990000128746033,119.319,646.024,0.9950000047683716,106.202,762.246,0.9919999837875366,100.112,857.169,0.9049999713897705,95.741,964.273,1.0,91.581,1100.978,0.9980000257492065,92.43,1218.53,1.0,100.242,1324.442,1.0,107.798,1436.195,0.996999979019165
557,172.335,307.346,0.9990000128746033,149.76,411.111,1.0,135.967,507.173,0.9990000128746033,123.626,580.52,0.9919999837875366,106.195,761.987,0.9940000176429749,101.38,852.461,0.9440000057220459,95.861,963.879,1.0,91.571,1100.909,0.9980000257492065,92.479,1218.384,0.9990000128746033,100.155,1324.412,1.0,107.595,1436.168,0.996999979019165
558,167.733,309.779,1.0,148.237,412.592,1.0,135.694,507.985,0.9990000128746033,118.746,651.333,0.9959999918937683,105.528,759.321,0.996999979019165,101.212,868.41,0.9629999995231628,96.04,964.575,1.0,91.563,1100.958,0.9980000257492065,92.216,1218.813,0.9990000128746033,100.08,1324.673,1.0,107.567,1436.079,0.9980000257492065
559,166.325,309.971,0.9990000128746033,147.498,412.227,1.0,135.475,512.081,0.9990000128746033,118.698,644.742,0.9980000257492065,105.899,759.184,1.0,101.877,868.405,0.9940000176429749,96.604,966.119,0.9990000128746033,91.607,1100.911,0.9980000257492065,92.391,1218.757,0.9990000128746033,100.154,1324.567,1.0,107.524,1436.128,0.9980000257492065
560,167.184,315.1,0.9990000128746033,146.724,417.033,1.0,134.254,508.833,0.9980000257492065,118.721,644.244,0.9990000128746033,105.494,758.226,0.9990000128746033,102.101,869.386,0.9980000257492065,97.271,971.847,0.9980000257492065,91.573,1100.811,0.9980000257492065,92.419,1218.831,0.9990000128746033,100.289,1324.724,1.0,107.488,1436.143,0.9980000257492065
561,166.509,315.091,0.9980000257492065,146.106,416.853,1.0,134.298,508.808,0.9990000128746033,119.189,645.01,1.0,104.752,758.431,0.996999979019165,101.692,869.466,0.9940000176429749,97.295,971.728,0.9980000257492065,91.546,1100.734,0.9980000257492065,92.649,1218.484,0.9990000128746033,100.293,1324.76,1.0,107.486,1436.058,0.9980000257492065
562,166.019,316.306,0.9990000128746033,145.836,417.354,1.0,135.076,511.924,1.0,120.098,644.551,1.0,105.079,758.054,0.9990000128746033,101.724,870.959,0.9990000128746033,97.2,972.36,0.9980000257492065,91.686,1100.93,0.9980000257492065,92.571,1218.888,1.0,101.245,1329.667,1.0,107.467,1435.932,0.9980000257492065
563,166.27,314.815,0.9950000047683716,142.249,420.672,1.0,134.223,514.565,1.0,119.106,644.987,1.0,104.618,757.702,0.9980000257492065,101.291,870.49,0.996999979019165,97.175,972.751,0.9990000128746033,91.715,1100.906,0.9980000257492065,92.264,1219.792,1.0,101.238,1330.167,1.0,107.62,1436.051,0.9980000257492065
564,163.017,315.251,0.9990000128746033,141.893,419.816,1.0,133.809,514.712,1.0,118.352,645.7,1.0,104.659,758.36,0.996999979019165,101.613,870.657,0.996999979019165,96.806,977.913,0.9990000128746033,91.728,1100.936,0.9980000257492065,92.325,1219.182,0.9990000128746033,101.122,1329.55,1.0,107.42,1435.984,0.9980000257492065
565,159.581,319.55,0.9990000128746033,144.692,418.323,1.0,132.982,515.103,1.0,118.27,645.556,1.0,105.822,761.88,0.9950000047683716,101.138,869.87,0.9980000257492065,96.777,977.808,0.9990000128746033,91.751,1100.871,0.996999979019165,92.382,1218.782,0.9990000128746033,101.205,1330.111,1.0,107.463,1436.08,0.996999979019165
566,156.82,320.637,0.9990000128746033,141.3,417.602,1.0,132.38,515.473,1.0,118.354,646.515,1.0,105.403,759.466,0.9990000128746033,101.319,870.082,0.9980000257492065,97.09,972.656,0.9980000257492065,91.799,1100.873,0.996999979019165,92.308,1218.858,0.9990000128746033,101.193,1330.088,1.0,107.478,1436.121,0.996999979019165
567,161.861,315.641,0.9990000128746033,140.799,416.218,1.0,131.372,516.614,1.0,118.095,646.577,1.0,106.041,761.486,0.9990000128746033,101.028,869.92,0.996999979019165,97.123,972.524,0.9980000257492065,91.79,1100.811,0.996999979019165,92.029,1219.064,0.9990000128746033,100.283,1324.512,1.0,107.665,1436.272,0.996999979019165
568,161.543,315.619,0.9990000128746033,140.482,415.775,1.0,131.609,514.559,1.0,118.225,645.641,1.0,105.275,759.954,0.9990000128746033,100.846,870.069,0.996999979019165,92.97,972.682,0.9980000257492065,91.615,1100.498,0.996999979019165,92.776,1217.765,0.9990000128746033,100.606,1324.192,0.9990000128746033,107.606,1436.242,0.9959999918937683
569,160.786,316.816,1.0,140.65,415.682,1.0,130.755,514.767,1.0,117.965,645.662,1.0,106.003,761.573,0.9990000128746033,101.059,870.017,0.996999979019165,97.128,972.304,0.9980000257492065,91.295,1100.418,0.996999979019165,92.492,1218.617,1.0,100.725,1324.228,0.9990000128746033,107.599,1436.172,0.9959999918937683
570,155.791,317.231,0.9990000128746033,141.072,417.246,1.0,132.014,516.865,0.9990000128746033,118.376,644.274,1.0,105.194,759.156,0.9990000128746033,100.347,874.931,0.996999979019165,97.111,972.547,0.9980000257492065,91.462,1100.804,0.996999979019165,92.354,1219.957,1.0,100.8,1324.194,0.9990000128746033,107.488,1436.333,0.996999979019165
571,155.735,317.534,0.9990000128746033,139.489,411.395,0.9990000128746033,131.004,515.301,1.0,117.968,636.904,0.9990000128746033,105.166,759.579,0.9990000128746033,101.029,869.795,0.9990000128746033,97.077,972.63,0.9980000257492065,91.511,1100.749,0.996999979019165,92.35,1220.006,1.0,101.271,1329.946,0.9990000128746033,107.614,1436.336,0.996999979019165
572,155.711,317.499,0.9990000128746033,139.428,411.03,0.9980000257492065,131.907,513.685,0.9990000128746033,118.482,635.623,0.9990000128746033,106.171,761.06,0.9990000128746033,99.839,875.223,0.9990000128746033,96.792,978.04,0.9990000128746033,91.501,1100.712,0.996999979019165,92.387,1219.761,1.0,100.747,1324.203,0.9990000128746033,107.581,1436.386,0.9980000257492065
573,156.594,319.348,1.0,140.219,417.106,0.9990000128746033,130.492,513.235,1.0,118.381,635.905,0.9990000128746033,105.309,760.356,0.9990000128746033,100.626,871.558,0.9990000128746033,96.882,978.023,0.9990000128746033,91.502,1100.79,0.996999979019165,92.396,1219.951,1.0,101.183,1330.736,0.9990000128746033,107.467,1436.354,0.9980000257492065
574,155.59,317.211,0.9990000128746033,140.104,417.098,0.9990000128746033,130.555,514.299,1.0,118.588,636.364,0.9990000128746033,105.52,760.254,1.0,100.528,871.577,1.0,96.852,978.305,0.9990000128746033,91.508,1100.806,0.996999979019165,92.329,1220.362,1.0,101.255,1330.506,0.9990000128746033,107.453,1436.362,0.9980000257492065
575,156.845,320.598,1.0,140.183,418.52,0.9990000128746033,131.164,515.516,1.0,118.87,636.596,1.0,105.332,760.343,1.0,100.631,871.405,0.9990000128746033,96.508,978.67,0.9990000128746033,92.146,1106.885,0.9990000128746033,92.313,1220.095,1.0,101.263,1331.927,1.0,107.281,1436.307,0.9980000257492065
576,157.085,319.941,1.0,139.861,420.108,0.9990000128746033,130.509,514.301,1.0,118.342,636.204,0.9990000128746033,106.371,760.624,1.0,100.838,871.518,0.9990000128746033,93.528,979.044,1.0,92.179,1107.076,1.0,92.381,1220.591,1.0,101.146,1331.755,1.0,107.426,1436.521,0.9980000257492065
577,156.885,321.051,1.0,140.644,421.35,1.0,130.227,513.13,1.0,115.267,642.661,1.0,106.208,760.858,1.0,100.205,866.969,0.9990000128746033,93.471,973.875,0.9990000128746033,91.26,1100.786,0.9990000128746033,92.153,1220.391,1.0,100.824,1331.79,1.0,106.757,1441.039,0.9990000128746033
578,157.062,322.654,1.0,138.557,425.206,0.9990000128746033,129.347,522.925,0.9990000128746033,117.286,635.833,0.9990000128746033,106.275,760.792,1.0,98.925,875.888,1.0,93.344,980.867,0.9990000128746033,91.328,1101.131,0.9980000257492065,92.244,1220.782,1.0,101.06,1339.433,0.9990000128746033,106.688,1441.923,0.9990000128746033
579,157.074,323.573,0.9990000128746033,138.579,425.218,0.9990000128746033,128.522,523.013,1.0,117.061,636.379,0.9990000128746033,106.164,761.033,1.0,98.861,875.871,1.0,93.68,980.437,1.0,91.312,1101.146,0.9980000257492065,92.237,1220.349,1.0,100.784,1339.524,1.0,106.712,1441.946,0.9990000128746033
580,157.053,323.469,0.9990000128746033,138.139,425.781,1.0,128.572,522.928,1.0,116.837,636.622,0.9990000128746033,106.19,761.017,1.0,98.715,876.004,1.0,93.679,980.131,1.0,91.251,1101.095,0.9980000257492065,92.216,1220.432,1.0,100.79,1339.103,0.9990000128746033,106.603,1441.663,0.9990000128746033
581,157.033,322.5,1.0,138.467,425.473,0.9990000128746033,128.471,523.183,1.0,116.859,636.68,0.9990000128746033,106.14,761.091,1.0,98.693,876.043,1.0,93.671,980.025,1.0,91.228,1101.093,0.9980000257492065,92.288,1227.678,0.9980000257492065,100.89,1339.365,0.9990000128746033,106.625,1441.326,0.9990000128746033
582,156.933,322.764,0.9990000128746033,138.246,425.58,0.9990000128746033,128.594,524.545,1.0,116.903,637.169,1.0,106.205,761.114,1.0,98.588,875.874,1.0,93.716,980.079,1.0,92.175,1106.365,1.0,92.238,1227.719,0.9980000257492065,100.97,1339.354,0.9990000128746033,106.982,1436.454,0.996999979019165
583,156.804,321.766,0.9990000128746033,137.737,425.607,1.0,129.43,522.979,0.9990000128746033,117.382,635.979,1.0,106.272,760.609,1.0,98.84,876.036,1.0,93.544,980.539,0.9990000128746033,91.323,1100.944,0.9980000257492065,92.517,1228.35,0.9980000257492065,101.231,1334.149,1.0,107.019,1436.489,0.9980000257492065
584,156.739,321.986,1.0,137.755,425.426,1.0,129.839,518.098,1.0,117.039,635.774,1.0,106.138,760.978,1.0,99.195,875.66,1.0,93.767,981.076,1.0,92.507,1107.546,1.0,92.86,1228.763,0.9990000128746033,101.462,1339.906,0.9990000128746033,107.032,1436.49,0.9980000257492065
585,156.772,321.479,1.0,137.851,425.41,1.0,129.79,517.998,1.0,117.197,635.715,1.0,106.322,760.982,1.0,99.189,876.663,1.0,92.315,987.535,0.9980000257492065,92.305,1106.439,1.0,92.787,1228.546,0.9990000128746033,102.261,1333.925,1.0,106.923,1436.374,0.9980000257492065
586,156.724,321.816,1.0,140.097,421.922,1.0,128.165,523.292,1.0,117.184,635.759,1.0,106.415,760.564,1.0,99.45,876.761,1.0,92.323,987.623,0.9990000128746033,91.465,1100.962,0.9980000257492065,92.775,1228.236,0.9990000128746033,101.853,1340.155,0.9990000128746033,106.845,1436.426,0.9980000257492065
587,156.748,321.416,0.9990000128746033,137.576,424.815,1.0,124.187,524.759,0.9990000128746033,116.433,634.025,1.0,106.489,759.798,1.0,99.045,877.027,1.0,93.401,982.194,0.9990000128746033,92.142,1107.202,1.0,92.554,1228.529,0.9990000128746033,101.318,1340.093,1.0,106.561,1440.863,0.9990000128746033
588,156.61,322.844,1.0,137.513,424.804,1.0,124.306,524.542,0.9990000128746033,116.047,634.478,1.0,106.488,759.65,1.0,98.998,876.761,1.0,92.215,987.494,0.9980000257492065,92.448,1108.094,1.0,92.285,1228.807,0.9990000128746033,101.471,1339.827,0.9990000128746033,106.511,1440.844,0.9990000128746033
589,156.426,322.754,0.9990000128746033,137.45,425.23,1.0,123.881,525.295,0.9990000128746033,116.287,634.379,1.0,106.478,759.827,1.0,98.971,876.652,1.0,97.043,986.431,0.9990000128746033,92.855,1107.455,1.0,92.372,1228.318,0.9990000128746033,101.52,1339.841,0.9990000128746033,106.545,1440.872,0.9990000128746033
590,156.39,322.474,0.9990000128746033,137.398,424.983,1.0,123.835,525.099,0.996999979019165,116.259,634.572,1.0,106.521,759.791,1.0,98.831,876.601,1.0,97.043,986.434,0.9990000128746033,92.809,1107.494,1.0,92.609,1228.656,0.9990000128746033,101.692,1340.043,1.0,106.538,1440.738,0.9990000128746033
591,156.43,324.627,0.9990000128746033,137.597,424.901,1.0,123.784,524.679,0.9990000128746033,115.692,634.109,1.0,106.572,759.594,1.0,98.747,876.418,1.0,92.41,987.89,0.9990000128746033,92.999,1107.766,1.0,92.699,1229.151,0.9990000128746033,101.466,1339.901,0.9990000128746033,106.856,1436.458,0.9980000257492065
592,156.501,325.796,1.0,139.125,423.078,1.0,123.933,524.281,1.0,116.605,635.515,1.0,106.443,759.794,1.0,98.867,876.472,1.0,96.851,986.861,0.9990000128746033,92.908,1107.617,1.0,93.059,1229.401,0.9990000128746033,101.319,1340.057,1.0,106.792,1436.413,0.9980000257492065
593,156.394,324.004,1.0,137.333,424.435,1.0,123.987,524.289,0.9990000128746033,116.292,634.651,1.0,106.468,759.591,1.0,99.002,876.579,1.0,92.236,987.44,0.9980000257492065,92.786,1107.377,1.0,92.915,1229.064,0.9990000128746033,101.316,1340.007,1.0,106.905,1436.512,0.9980000257492065
594,156.345,324.287,1.0,137.298,424.752,1.0,123.892,524.23,1.0,116.18,634.723,1.0,106.412,759.899,1.0,98.98,876.733,1.0,92.212,987.444,0.9980000257492065,92.773,1107.293,1.0,92.956,1229.224,0.9990000128746033,101.158,1339.867,1.0,106.919,1436.493,0.9980000257492065
595,156.358,324.564,0.9990000128746033,137.307,424.683,1.0,123.798,523.484,0.9990000128746033,116.251,635.614,1.0,106.339,760.182,1.0,99.067,876.384,1.0,92.339,987.471,0.9980000257492065,92.747,1107.065,1.0,93.072,1229.293,0.9990000128746033,101.167,1339.779,1.0,106.496,1440.978,0.9990000128746033
596,156.406,325.11,0.9990000128746033,137.277,424.575,1.0,123.77,523.817,0.9990000128746033,116.242,635.666,1.0,106.276,760.176,1.0,99.013,876.283,1.0,93.64,983.174,0.9990000128746033,92.753,1107.08,1.0,93.084,1229.435,0.9990000128746033,101.067,1340.012,1.0,106.476,1440.929,0.9990000128746033
597,156.458,325.265,0.9990000128746033,137.323,424.748,1.0,123.778,523.784,0.9990000128746033,116.366,635.913,1.0,106.254,760.062,1.0,98.926,876.273,1.0,93.772,983.208,0.9990000128746033,92.733,1107.028,1.0,93.076,1229.553,0.9990000128746033,101.023,1340.079,1.0,106.472,1440.829,0.9990000128746033
598,156.458,324.421,1.0,137.212,424.674,1.0,123.636,524.323,0.9990000128746033,116.031,636.228,1.0,106.053,759.847,1.0,98.846,876.184,1.0,93.72,982.927,0.9990000128746033,92.676,1106.966,1.0,93.148,1229.412,0.9990000128746033,100.869,1339.889,1.0,106.536,1440.872,0.9990000128746033
599,152.494,327.681,1.0,137.278,425.17,1.0,123.315,525.358,1.0,115.389,633.735,0.9990000128746033,106.322,759.412,1.0,98.451,876.198,1.0,92.55,988.299,0.9990000128746033,92.645,1107.055,1.0,93.136,1229.574,0.9990000128746033,100.954,1339.783,1.0,106.564,1440.852,0.9990000128746033
600,155.779,314.851,0.9890000224113464,137.553,425.636,1.0,122.06,532.235,0.996999979019165,117.791,650.282,0.8820000290870667,106.162,760.056,1.0,99.782,876.648,0.9980000257492065,93.058,988.964,0.9980000257492065,90.604,1100.396,0.9959999918937683,92.638,1213.293,0.9959999918937683,101.232,1335.895,1.0,106.14,1434.838,0.9980000257492065
601,155.841,314.511,0.9869999885559082,137.434,426.279,1.0,122.059,533.264,0.996999979019165,117.999,651.133,0.5299999713897705,106.221,760.245,1.0,99.47,876.715,0.9959999918937683,93.063,988.942,0.996999979019165,90.504,1100.4,0.9959999918937683,92.621,1213.17,0.9959999918937683,101.317,1339.59,0.9990000128746033,106.237,1434.867,0.9980000257492065
602,156.006,314.215,0.9789999723434448,137.466,426.374,1.0,122.077,533.529,0.996999979019165,118.063,651.015,0.6100000143051147,106.244,760.245,1.0,99.794,876.563,0.9959999918937683,92.878,988.56,0.9980000257492065,90.487,1100.386,0.9959999918937683,92.761,1213.35,0.996999979019165,101.201,1339.699,0.9990000128746033,106.255,1435.061,0.9980000257492065
603,155.502,315.422,0.996999979019165,137.288,425.441,0.9990000128746033,121.857,531.6,0.9959999918937683,117.327,650.568,0.925000011920929,106.052,759.987,1.0,99.559,876.394,0.996999979019165,92.952,988.474,0.996999979019165,90.573,1100.167,0.9959999918937683,93.007,1213.564,0.996999979019165,101.375,1334.626,1.0,106.37,1435.105,0.9980000257492065
604,155.694,315.167,0.9950000047683716,137.32,426.004,0.9990000128746033,123.29,524.539,0.9959999918937683,117.803,649.929,0.7839999794960022,106.171,759.623,1.0,99.244,876.552,0.996999979019165,93.003,988.525,0.996999979019165,90.54,1100.411,0.9959999918937683,92.916,1213.418,0.996999979019165,101.147,1334.961,1.0,106.313,1435.163,0.9990000128746033
605,155.708,314.974,0.9950000047683716,137.361,425.979,0.9990000128746033,123.252,524.562,0.9959999918937683,117.657,649.881,0.8259999752044678,106.085,760.102,1.0,98.699,876.715,0.9959999918937683,93.108,988.41,0.996999979019165,90.424,1100.34,0.9959999918937683,92.946,1213.441,0.996999979019165,101.064,1335.178,1.0,106.154,1435.283,0.9990000128746033
606,155.72,315.079,0.9929999709129333,137.745,425.49,0.9990000128746033,123.185,523.746,0.996999979019165,117.918,650.39,0.6940000057220459,105.916,759.892,1.0,98.846,876.695,0.9959999918937683,93.304,982.519,0.9990000128746033,90.331,1100.177,0.9959999918937683,93.094,1213.561,0.9980000257492065,101.218,1335.011,1.0,106.182,1434.672,0.9980000257492065
607,155.421,315.784,0.9959999918937683,137.516,425.665,0.9990000128746033,123.119,523.788,0.9900000095367432,116.817,659.433,0.734000027179718,106.193,760.157,1.0,99.271,876.91,0.996999979019165,92.987,982.189,0.9980000257492065,90.308,1100.278,0.9959999918937683,93.096,1213.094,0.996999979019165,101.51,1339.674,0.9990000128746033,106.397,1434.846,0.9980000257492065
