scorer,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000,DLC_resnet50_PkPpEnetCh02Jun24shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
151,315.951,290.57,0.9990000128746033,260.266,403.84,0.05700000002980232,249.583,421.623,0.9929999709129333,212.29,486.26,0.9990000128746033,121.703,741.029,0.9980000257492065,90.781,873.655,0.9819999933242798,80.822,997.453,0.9990000128746033,75.24,1141.296,0.996999979019165,80.808,1266.31,0.9990000128746033,97.407,1397.843,1.0,106.635,1475.035,1.0
152,322.641,291.962,1.0,267.976,396.392,0.0820000022649765,261.579,411.578,0.9890000224113464,216.076,484.324,1.0,121.72,738.636,0.9990000128746033,91.949,869.477,1.0,78.151,997.939,0.9990000128746033,74.225,1141.489,0.9980000257492065,81.791,1267.928,1.0,97.197,1398.683,1.0,106.9,1473.333,1.0
153,331.564,289.849,1.0,276.484,394.664,0.5849999785423279,266.563,404.255,0.8650000095367432,165.853,604.082,0.996999979019165,121.994,737.509,1.0,91.419,865.268,0.9980000257492065,77.981,996.95,0.9990000128746033,73.485,1140.349,0.9980000257492065,81.679,1269.039,0.9990000128746033,97.212,1398.482,1.0,107.138,1473.569,1.0
154,336.299,293.76,1.0,279.184,396.101,0.9300000071525574,277.705,392.371,0.5120000243186951,218.309,485.563,0.9980000257492065,121.914,737.903,1.0,92.222,860.16,0.9980000257492065,77.65,996.131,0.9990000128746033,72.743,1140.504,0.9990000128746033,81.104,1267.863,1.0,97.122,1399.051,1.0,106.989,1473.729,1.0
155,347.649,292.344,0.9990000128746033,283.793,387.187,0.8899999856948853,282.503,389.781,0.6769999861717224,218.831,489.126,0.9959999918937683,122.477,736.929,1.0,92.016,859.451,0.9990000128746033,78.048,994.652,1.0,72.247,1139.513,0.9990000128746033,83.23,1276.365,0.9980000257492065,97.266,1398.303,1.0,106.91,1474.817,1.0
156,352.23,299.685,0.9990000128746033,293.114,388.756,0.3109999895095825,294.499,389.152,0.9789999723434448,170.578,602.642,0.9980000257492065,122.841,737.018,1.0,92.384,859.535,0.9990000128746033,77.676,995.68,0.9990000128746033,71.443,1140.544,0.9990000128746033,82.093,1275.6,0.9980000257492065,97.241,1398.318,1.0,106.71,1476.135,1.0
157,364.013,293.493,0.9990000128746033,299.406,388.839,0.9350000023841858,298.457,391.377,0.41600000858306885,171.88,603.612,0.9869999885559082,122.785,738.807,1.0,96.394,858.27,1.0,78.422,994.191,1.0,71.945,1140.222,0.9990000128746033,79.621,1267.344,0.9990000128746033,97.159,1398.419,1.0,106.774,1476.255,1.0
158,363.973,300.713,0.9990000128746033,307.891,388.487,0.8510000109672546,298.296,390.722,0.8690000176429749,178.307,603.093,0.9990000128746033,123.0,732.041,0.9990000128746033,96.594,857.769,1.0,77.164,988.554,0.9980000257492065,73.787,1130.19,0.9980000257492065,79.56,1267.721,0.9990000128746033,97.08,1399.812,1.0,106.706,1477.321,1.0
159,373.121,298.993,0.9990000128746033,316.003,387.207,0.6079999804496765,310.57,390.053,0.9290000200271606,180.744,597.593,1.0,129.518,730.668,1.0,97.302,857.017,1.0,77.229,988.592,0.9990000128746033,73.342,1129.942,0.9980000257492065,77.378,1267.289,1.0,97.339,1397.151,1.0,107.107,1476.197,1.0
160,389.144,287.693,1.0,325.244,379.503,0.6340000033378601,314.08,388.39,0.8410000205039978,183.1,601.209,1.0,135.629,722.017,1.0,96.113,854.777,1.0,77.902,981.313,0.9990000128746033,73.736,1130.462,0.9980000257492065,77.333,1267.121,1.0,99.158,1393.63,1.0,108.3,1469.078,0.9990000128746033
161,395.702,291.998,1.0,325.107,387.225,0.9919999837875366,252.054,469.557,0.460999995470047,185.382,599.016,1.0,135.733,721.592,1.0,96.052,855.969,1.0,76.459,987.247,0.9990000128746033,73.451,1130.97,0.9980000257492065,77.192,1265.874,1.0,98.55,1395.086,1.0,106.602,1474.518,1.0
162,405.738,291.605,1.0,331.733,378.609,0.9990000128746033,267.542,468.948,0.6800000071525574,186.189,600.242,1.0,137.772,721.231,1.0,97.263,856.114,1.0,76.643,987.673,0.9990000128746033,69.348,1130.32,0.9990000128746033,77.063,1266.841,1.0,98.01,1395.357,1.0,106.808,1474.657,1.0
163,411.731,299.44,0.9990000128746033,338.582,381.954,1.0,274.842,462.823,1.0,187.993,600.174,1.0,139.331,714.222,1.0,97.35,857.148,1.0,76.744,987.791,0.9990000128746033,68.932,1129.867,0.9990000128746033,77.548,1275.806,0.9990000128746033,98.103,1396.326,1.0,106.578,1474.95,1.0
164,422.839,299.352,1.0,347.204,377.999,1.0,277.021,465.25,1.0,193.899,594.799,1.0,138.848,714.26,1.0,97.698,855.617,1.0,76.929,987.756,0.9990000128746033,68.232,1130.423,0.9990000128746033,76.853,1269.467,1.0,98.186,1398.084,1.0,106.726,1474.291,1.0
165,434.081,299.496,1.0,351.542,380.684,1.0,277.949,472.444,1.0,198.448,593.988,1.0,139.763,714.158,1.0,98.687,855.034,1.0,78.718,982.361,1.0,67.916,1130.458,0.9990000128746033,76.48,1276.095,0.9990000128746033,98.103,1396.094,1.0,106.835,1474.228,1.0
166,443.248,299.605,1.0,361.259,381.075,1.0,279.668,475.025,1.0,201.361,588.721,1.0,139.708,714.876,0.9990000128746033,99.834,853.888,1.0,78.789,981.62,1.0,68.288,1130.005,0.9990000128746033,76.479,1269.255,1.0,98.378,1397.136,1.0,106.838,1473.983,1.0
167,443.626,301.313,1.0,363.466,380.659,1.0,284.338,476.183,1.0,203.649,586.433,1.0,143.977,714.615,1.0,101.608,851.229,1.0,78.693,979.907,1.0,67.449,1130.195,0.9990000128746033,76.82,1269.735,1.0,98.131,1394.891,1.0,106.755,1474.226,1.0
168,452.292,305.331,1.0,364.549,381.342,1.0,284.49,475.712,1.0,210.432,586.351,1.0,143.952,714.447,1.0,102.275,847.225,1.0,78.647,979.521,1.0,67.386,1129.724,0.9990000128746033,76.345,1268.139,1.0,97.877,1395.322,1.0,106.753,1473.794,1.0
169,459.81,307.089,0.9990000128746033,372.42,383.58,1.0,284.968,476.985,1.0,211.999,586.035,1.0,145.282,712.857,1.0,102.05,847.697,1.0,78.616,979.734,1.0,67.246,1129.69,0.9990000128746033,75.586,1266.32,1.0,97.951,1396.452,1.0,106.795,1473.895,1.0
170,475.169,306.538,1.0,379.971,382.748,1.0,290.311,478.202,1.0,216.475,585.349,0.9990000128746033,146.585,713.774,1.0,101.913,844.703,1.0,78.474,980.463,1.0,67.386,1129.53,0.9990000128746033,75.226,1267.932,1.0,98.146,1394.842,1.0,106.859,1475.817,1.0
171,481.973,315.521,1.0,388.13,386.266,1.0,293.472,482.265,1.0,218.172,584.7,0.9990000128746033,149.844,710.45,1.0,102.038,844.893,1.0,78.037,979.872,1.0,67.393,1129.161,0.9990000128746033,75.028,1267.764,1.0,98.148,1395.158,1.0,106.3,1476.927,1.0
172,484.436,320.042,0.9990000128746033,395.657,385.917,0.9980000257492065,298.21,486.593,0.9959999918937683,219.281,584.895,0.9990000128746033,149.547,711.194,0.9990000128746033,100.988,844.546,1.0,77.469,980.735,1.0,65.774,1129.96,0.9990000128746033,74.029,1270.111,1.0,96.253,1397.789,1.0,106.116,1477.56,1.0
173,499.796,314.827,0.9959999918937683,406.474,389.947,0.9309999942779541,306.695,483.62,0.9890000224113464,224.823,584.942,1.0,150.977,710.376,0.996999979019165,102.201,844.112,1.0,77.393,980.502,1.0,65.415,1129.47,0.9990000128746033,74.065,1276.467,0.9990000128746033,97.291,1403.356,1.0,106.872,1482.982,0.9990000128746033
174,508.573,330.118,0.9610000252723694,422.578,396.79,0.9890000224113464,323.123,481.586,0.9409999847412109,232.825,586.583,1.0,154.509,709.382,1.0,103.421,842.93,1.0,77.269,979.854,1.0,64.826,1129.45,0.9990000128746033,72.798,1274.884,0.9990000128746033,97.618,1404.351,1.0,105.847,1479.576,1.0
175,532.267,329.885,0.9950000047683716,437.597,396.496,0.9959999918937683,331.792,476.078,0.24199999868869781,240.107,581.6,1.0,162.2,706.565,1.0,106.037,841.993,0.9980000257492065,77.269,979.531,1.0,64.738,1129.605,0.9990000128746033,73.092,1275.194,0.9990000128746033,97.549,1404.146,1.0,106.84,1483.015,0.9990000128746033
176,549.743,339.171,0.9990000128746033,453.602,396.975,0.9959999918937683,458.143,392.41,0.2849999964237213,247.455,582.58,1.0,164.389,706.002,1.0,106.139,842.329,0.9990000128746033,77.539,979.882,1.0,59.942,1129.542,0.996999979019165,73.063,1276.839,0.9990000128746033,96.824,1403.481,1.0,107.311,1483.218,0.9990000128746033
177,555.702,347.077,0.9980000257492065,456.489,397.666,0.9929999709129333,355.697,476.255,0.26600000262260437,250.435,578.912,1.0,165.783,700.824,0.9990000128746033,106.222,842.179,0.9990000128746033,77.299,977.762,1.0,60.076,1125.857,0.9980000257492065,72.838,1277.6,0.9990000128746033,97.207,1403.928,0.9990000128746033,105.893,1479.329,0.9990000128746033
178,568.418,347.668,1.0,457.931,398.056,0.9950000047683716,363.721,476.39,0.3240000009536743,250.701,578.167,1.0,166.071,705.195,0.9990000128746033,106.853,837.512,1.0,76.458,973.063,0.9990000128746033,60.013,1124.991,0.9980000257492065,72.892,1277.408,0.9990000128746033,97.012,1403.391,0.9990000128746033,107.352,1483.692,0.9990000128746033
179,579.626,348.059,0.9990000128746033,472.628,398.042,0.9950000047683716,364.003,476.293,0.1080000028014183,251.673,571.848,0.9990000128746033,170.317,698.219,0.9990000128746033,106.466,835.889,1.0,76.258,973.211,0.9990000128746033,60.048,1125.204,0.996999979019165,71.983,1275.351,0.9990000128746033,93.431,1397.725,0.9990000128746033,107.858,1483.645,0.9990000128746033
180,587.757,358.129,0.996999979019165,484.744,402.54,0.9990000128746033,379.691,476.301,0.10899999737739563,261.053,571.316,1.0,170.258,699.152,0.9980000257492065,105.734,837.906,1.0,76.222,973.382,0.9990000128746033,59.835,1125.825,0.996999979019165,71.544,1275.327,1.0,92.952,1398.487,1.0,107.976,1484.726,1.0
181,603.057,364.419,0.9980000257492065,500.457,411.161,0.9980000257492065,393.872,468.995,0.9940000176429749,265.348,569.241,0.9990000128746033,171.485,696.224,0.996999979019165,106.09,837.366,1.0,76.084,973.069,0.9990000128746033,59.954,1125.414,0.996999979019165,71.589,1275.726,1.0,92.93,1399.132,1.0,107.709,1484.658,1.0
182,619.257,374.293,0.9990000128746033,514.99,413.049,0.9990000128746033,389.728,480.668,0.9990000128746033,273.557,569.856,1.0,181.602,691.908,1.0,106.85,835.499,1.0,76.116,972.888,1.0,59.378,1125.169,0.996999979019165,70.571,1275.887,1.0,93.154,1395.277,1.0,108.007,1484.973,1.0
183,631.543,379.991,0.9990000128746033,521.311,414.633,0.9990000128746033,403.771,476.916,0.5720000267028809,280.903,568.712,0.9980000257492065,183.3,684.534,0.9990000128746033,107.126,832.849,1.0,75.877,972.211,1.0,58.898,1126.064,0.996999979019165,70.609,1276.241,1.0,93.184,1395.078,1.0,108.051,1484.95,1.0
184,635.743,386.194,1.0,532.123,416.647,1.0,405.853,477.313,0.38100001215934753,282.969,563.864,1.0,185.477,681.692,0.9980000257492065,107.325,828.484,1.0,75.572,971.686,0.9990000128746033,58.274,1124.599,0.996999979019165,70.601,1276.37,1.0,93.157,1395.643,1.0,108.039,1484.869,1.0
185,650.577,391.028,0.9990000128746033,538.112,418.861,0.9990000128746033,418.837,476.039,0.9319999814033508,282.911,565.806,1.0,185.591,681.357,0.9980000257492065,107.345,828.027,1.0,75.39,971.53,0.9990000128746033,57.773,1125.34,0.9980000257492065,70.399,1275.905,1.0,93.001,1396.407,1.0,107.817,1484.776,1.0
186,651.132,396.549,1.0,549.031,427.222,0.9980000257492065,427.37,475.708,0.7009999752044678,290.856,564.645,1.0,186.307,680.929,0.9980000257492065,107.387,828.073,1.0,75.715,971.824,0.9990000128746033,57.775,1125.617,0.9980000257492065,67.599,1270.665,1.0,93.25,1394.774,1.0,108.022,1484.994,1.0
187,659.165,405.821,1.0,552.806,428.4,0.996999979019165,427.723,476.61,0.9940000176429749,297.619,563.342,0.9990000128746033,185.673,677.45,0.9990000128746033,107.038,828.006,1.0,70.698,972.328,1.0,57.8,1125.972,0.996999979019165,69.553,1276.18,1.0,92.793,1396.233,1.0,107.754,1484.869,1.0
188,662.309,411.93,1.0,554.628,430.549,0.9990000128746033,437.027,475.953,0.9850000143051147,298.243,561.875,0.9990000128746033,186.012,676.849,0.9990000128746033,107.249,827.025,1.0,70.387,972.427,1.0,57.653,1124.99,0.9980000257492065,69.546,1276.39,1.0,93.293,1394.299,1.0,107.682,1484.878,1.0
189,666.694,417.541,0.9990000128746033,567.652,433.894,1.0,443.688,476.86,0.9760000109672546,299.555,556.324,0.9990000128746033,186.161,677.088,0.9990000128746033,106.727,826.999,1.0,69.992,972.162,1.0,57.324,1125.684,0.9980000257492065,69.494,1277.109,1.0,93.248,1393.509,1.0,108.337,1485.008,0.9990000128746033
190,667.018,427.394,0.9660000205039978,571.868,436.934,0.9990000128746033,452.07,476.256,0.9980000257492065,306.637,556.921,1.0,192.628,674.984,1.0,106.62,826.694,1.0,69.892,971.532,1.0,56.316,1126.276,0.9990000128746033,69.046,1277.47,1.0,93.199,1393.131,1.0,108.846,1485.052,0.9990000128746033
191,707.309,436.221,0.906000018119812,585.63,442.769,0.9980000257492065,459.679,476.429,0.996999979019165,312.821,553.059,0.9990000128746033,192.75,666.909,1.0,106.327,825.733,1.0,69.806,971.603,1.0,56.073,1125.687,0.9990000128746033,69.181,1277.114,1.0,93.085,1389.394,0.9990000128746033,108.685,1484.759,0.9990000128746033
192,715.133,443.176,0.9890000224113464,602.191,444.456,1.0,471.98,481.583,1.0,315.148,553.964,0.9990000128746033,194.231,666.61,1.0,106.522,824.529,1.0,69.699,967.456,1.0,56.481,1124.754,0.9990000128746033,68.483,1277.477,1.0,93.615,1392.231,1.0,108.527,1484.858,0.9990000128746033
193,724.136,452.332,0.9990000128746033,612.863,458.75,1.0,475.37,486.829,1.0,328.641,554.668,1.0,197.803,667.121,1.0,106.793,826.198,0.9990000128746033,69.919,967.708,1.0,56.071,1125.14,0.9980000257492065,68.573,1278.72,1.0,93.073,1393.443,1.0,108.257,1485.124,0.9990000128746033
194,730.971,460.621,0.996999979019165,617.628,460.338,1.0,487.154,490.669,1.0,329.846,554.121,1.0,202.565,664.661,1.0,106.51,823.753,1.0,68.431,967.621,1.0,53.174,1124.713,0.9990000128746033,67.209,1278.307,1.0,92.35,1396.197,1.0,108.233,1485.082,0.9990000128746033
195,739.131,468.796,0.9990000128746033,625.299,467.255,1.0,496.255,490.964,1.0,336.668,555.608,1.0,202.569,664.167,1.0,106.286,822.422,1.0,67.699,966.354,1.0,52.786,1123.942,1.0,65.825,1280.37,1.0,92.509,1395.722,1.0,108.69,1488.438,0.9990000128746033
196,747.142,475.976,0.9990000128746033,633.181,473.378,1.0,503.569,492.601,1.0,344.343,554.122,1.0,202.99,664.842,1.0,106.982,820.187,1.0,67.358,966.557,1.0,52.432,1124.288,1.0,66.407,1279.0,1.0,92.136,1396.401,1.0,113.196,1487.545,0.9990000128746033
197,763.031,476.366,0.996999979019165,635.871,476.393,1.0,507.127,492.138,1.0,346.574,552.732,0.9990000128746033,203.41,662.414,1.0,107.72,815.973,1.0,67.051,964.907,1.0,52.743,1123.037,1.0,66.521,1278.525,1.0,93.274,1393.688,1.0,108.663,1484.903,0.9990000128746033
198,763.588,498.452,0.9909999966621399,651.714,485.481,1.0,516.871,497.909,1.0,356.603,553.119,1.0,211.873,660.341,1.0,108.698,812.537,1.0,66.849,964.867,1.0,53.247,1121.695,1.0,66.25,1278.249,1.0,92.995,1394.356,1.0,108.233,1484.748,0.9990000128746033
199,778.998,500.963,1.0,655.512,491.737,1.0,522.989,501.811,1.0,359.596,552.463,1.0,215.108,657.901,1.0,108.192,812.366,0.9990000128746033,66.43,963.948,1.0,52.402,1122.185,1.0,65.179,1276.443,1.0,91.795,1397.068,1.0,108.679,1485.009,0.9990000128746033
200,778.626,510.262,0.9990000128746033,667.928,497.419,1.0,533.107,503.299,1.0,362.475,551.818,1.0,218.495,650.273,0.9990000128746033,108.433,811.114,1.0,65.477,964.719,1.0,52.397,1122.132,1.0,64.863,1275.942,1.0,91.678,1397.132,1.0,113.887,1490.104,0.9990000128746033
201,790.996,524.67,1.0,680.814,505.875,1.0,539.057,506.405,0.9990000128746033,372.724,553.193,1.0,219.585,649.868,0.9990000128746033,108.761,810.017,0.9990000128746033,65.133,963.719,1.0,50.806,1115.048,0.9990000128746033,65.073,1276.123,1.0,91.784,1397.517,1.0,113.977,1492.52,0.9990000128746033
202,803.383,539.63,0.9940000176429749,691.551,517.166,1.0,550.102,510.2,0.8600000143051147,378.964,551.666,0.9779999852180481,228.415,649.09,1.0,113.665,806.398,1.0,65.299,962.937,1.0,50.935,1115.416,0.9990000128746033,61.297,1276.03,0.9990000128746033,91.243,1397.615,1.0,113.767,1493.683,0.9990000128746033
203,823.636,556.142,0.996999979019165,704.412,524.47,1.0,563.484,513.544,0.21299999952316284,553.917,514.617,0.9940000176429749,234.893,646.655,0.9990000128746033,117.342,800.949,1.0,65.83,962.006,1.0,51.039,1115.504,0.9990000128746033,61.324,1276.126,0.9990000128746033,91.069,1397.746,1.0,114.438,1492.394,0.9990000128746033
204,826.838,560.698,1.0,715.184,531.518,1.0,570.511,518.347,1.0,395.056,550.645,0.9639999866485596,234.452,646.407,0.9990000128746033,119.603,797.39,0.9990000128746033,64.963,957.341,1.0,50.202,1114.942,0.9990000128746033,60.439,1275.975,0.9990000128746033,90.068,1398.15,1.0,113.695,1494.379,0.9990000128746033
205,826.646,573.738,0.9990000128746033,728.98,540.707,1.0,581.611,523.541,1.0,404.46,551.477,0.5979999899864197,242.646,642.867,1.0,123.686,796.676,0.9990000128746033,64.996,956.971,1.0,50.35,1115.095,0.9990000128746033,59.486,1268.439,1.0,89.95,1400.633,1.0,114.415,1494.368,0.9990000128746033
206,838.801,589.664,1.0,730.667,553.759,1.0,587.195,529.986,0.9990000128746033,410.014,552.094,0.718999981880188,246.534,643.006,1.0,123.31,791.91,0.9990000128746033,64.55,956.889,1.0,50.274,1114.911,0.9990000128746033,58.577,1267.583,1.0,89.674,1398.651,1.0,113.359,1492.074,0.9990000128746033
207,843.339,603.189,1.0,749.166,565.502,1.0,601.999,535.363,0.9990000128746033,421.494,554.274,0.9990000128746033,251.427,634.357,0.9990000128746033,124.525,788.485,1.0,64.656,956.74,1.0,50.305,1114.441,0.9990000128746033,59.321,1266.868,1.0,89.885,1397.21,1.0,114.446,1492.263,0.9990000128746033
208,858.579,620.862,1.0,761.893,571.413,1.0,609.995,538.094,1.0,426.185,553.156,0.9980000257492065,261.024,633.758,1.0,124.696,786.914,1.0,64.547,956.32,1.0,50.182,1110.812,0.9990000128746033,58.602,1266.321,1.0,89.599,1398.88,1.0,114.688,1495.624,0.9990000128746033
209,870.96,636.093,1.0,771.574,587.308,1.0,618.031,544.619,1.0,439.097,557.05,0.9990000128746033,266.602,633.419,1.0,129.478,784.67,1.0,64.899,956.155,1.0,50.23,1110.27,0.9990000128746033,58.56,1265.594,1.0,89.003,1398.867,1.0,114.355,1499.053,0.9990000128746033
210,875.368,650.145,0.9980000257492065,780.26,596.927,1.0,631.55,552.249,1.0,450.474,561.198,1.0,268.324,632.977,1.0,135.665,780.651,1.0,64.765,955.778,1.0,49.806,1109.669,0.9990000128746033,57.578,1265.143,1.0,88.976,1398.9,1.0,114.718,1499.219,0.9990000128746033
211,885.04,663.09,1.0,789.848,605.371,1.0,640.77,555.722,1.0,457.504,561.523,1.0,275.879,631.573,1.0,135.136,780.814,1.0,65.027,955.466,1.0,43.193,1109.174,0.9980000257492065,57.572,1265.359,1.0,88.826,1399.12,1.0,114.011,1496.729,0.9990000128746033
212,891.489,674.973,1.0,795.373,618.885,1.0,649.765,564.307,1.0,464.391,564.529,1.0,282.119,631.858,0.9990000128746033,139.846,779.49,1.0,65.359,950.138,1.0,43.114,1109.518,0.9990000128746033,57.259,1266.234,1.0,90.294,1402.811,0.9990000128746033,113.632,1499.009,0.9990000128746033
213,891.492,688.224,1.0,805.351,631.988,1.0,660.204,571.57,1.0,474.858,567.904,1.0,288.445,631.233,1.0,140.12,779.099,1.0,65.709,949.495,1.0,42.862,1109.162,0.9990000128746033,56.941,1265.172,1.0,88.671,1400.216,1.0,114.114,1499.536,0.9990000128746033
214,902.623,702.412,1.0,813.084,637.002,1.0,666.34,579.452,1.0,484.042,569.417,1.0,298.282,631.515,1.0,140.472,776.556,1.0,65.787,947.495,1.0,43.069,1109.425,0.9990000128746033,57.504,1265.272,1.0,88.773,1400.205,1.0,114.326,1499.648,0.9990000128746033
215,906.725,717.0,1.0,821.553,650.747,1.0,677.168,584.218,1.0,490.473,569.739,0.9990000128746033,299.92,631.912,1.0,141.297,775.32,1.0,66.349,941.85,1.0,43.035,1108.385,0.9990000128746033,57.194,1267.024,1.0,90.107,1402.762,0.9990000128746033,114.579,1499.816,1.0
216,913.47,732.31,1.0,827.073,657.101,1.0,683.014,588.824,1.0,492.506,571.812,0.9990000128746033,306.87,630.36,1.0,146.313,771.233,1.0,66.024,941.585,1.0,42.838,1108.35,0.9990000128746033,56.68,1264.884,1.0,88.823,1400.179,1.0,114.459,1499.685,0.9990000128746033
217,917.119,739.791,1.0,831.77,669.662,1.0,696.631,596.839,1.0,506.133,570.849,0.9990000128746033,315.233,627.537,0.9990000128746033,154.793,764.475,0.9980000257492065,66.201,941.342,1.0,42.145,1107.592,0.9990000128746033,56.617,1263.771,1.0,88.543,1398.583,1.0,115.152,1500.081,0.9990000128746033
218,923.125,752.874,1.0,841.434,681.67,1.0,699.269,602.884,0.9990000128746033,513.321,578.099,1.0,315.542,629.585,1.0,155.538,763.569,0.9990000128746033,65.936,941.331,1.0,42.039,1107.033,0.9990000128746033,56.866,1262.049,0.9990000128746033,88.621,1398.953,1.0,115.223,1500.253,0.9990000128746033
219,923.246,769.517,1.0,848.493,694.56,1.0,713.742,613.26,1.0,521.488,580.921,1.0,322.433,630.675,1.0,156.517,763.877,0.9980000257492065,67.143,940.557,1.0,41.066,1108.736,0.9990000128746033,56.338,1264.069,1.0,86.821,1402.775,0.9990000128746033,115.459,1500.459,0.9990000128746033
220,922.76,781.718,1.0,859.601,705.291,1.0,721.66,618.537,1.0,524.184,583.882,0.9990000128746033,326.752,631.776,1.0,163.644,757.385,1.0,68.704,939.708,1.0,40.419,1115.386,0.996999979019165,55.825,1262.467,0.9990000128746033,87.204,1398.787,1.0,119.386,1507.264,0.9990000128746033
221,932.525,795.694,1.0,859.749,715.193,1.0,729.81,625.238,1.0,535.473,586.155,1.0,330.863,631.713,1.0,166.95,756.286,1.0,69.715,934.791,1.0,40.791,1114.722,0.9959999918937683,54.831,1265.074,1.0,87.16,1398.718,1.0,119.401,1507.54,0.9990000128746033
222,932.628,799.756,1.0,863.154,721.679,1.0,730.058,631.133,1.0,537.813,585.604,1.0,331.782,630.896,1.0,167.966,756.497,1.0,70.436,934.094,1.0,39.919,1110.162,0.9990000128746033,54.435,1268.82,1.0,86.164,1402.419,1.0,119.474,1508.783,0.9990000128746033
223,936.905,811.694,1.0,870.63,730.511,1.0,731.303,633.106,0.9990000128746033,544.694,588.664,1.0,340.099,630.401,1.0,169.922,754.364,1.0,70.084,933.508,1.0,39.992,1109.264,0.9990000128746033,54.194,1269.331,1.0,86.73,1400.166,1.0,119.202,1507.413,0.9990000128746033
224,939.181,820.434,1.0,873.533,734.559,1.0,739.082,636.529,1.0,548.042,595.678,1.0,343.286,631.038,1.0,170.517,753.269,1.0,69.728,933.637,1.0,40.185,1108.779,0.9990000128746033,54.198,1270.101,1.0,86.053,1402.685,0.9990000128746033,119.132,1507.054,0.9990000128746033
225,938.6,829.278,1.0,873.753,745.312,1.0,745.398,645.8,1.0,553.589,598.332,1.0,347.397,632.687,1.0,172.989,749.55,1.0,70.186,932.913,1.0,40.324,1108.979,0.9990000128746033,54.899,1274.972,1.0,85.918,1402.821,1.0,119.21,1508.441,0.9990000128746033
226,944.896,836.45,1.0,876.909,748.876,1.0,747.74,646.642,1.0,556.363,597.23,1.0,347.559,630.751,1.0,175.942,748.725,1.0,70.191,930.469,1.0,39.928,1108.28,0.9990000128746033,52.627,1269.59,1.0,86.03,1402.466,1.0,118.974,1505.978,0.9990000128746033
227,945.798,845.122,1.0,883.797,757.306,1.0,753.588,650.469,1.0,564.477,600.612,1.0,354.337,630.237,1.0,176.613,748.307,1.0,70.753,929.533,1.0,39.91,1108.388,0.9990000128746033,52.909,1267.886,1.0,86.585,1402.872,1.0,119.252,1506.606,0.9990000128746033
228,949.945,856.48,1.0,889.941,764.276,1.0,758.762,654.049,1.0,571.045,600.078,1.0,360.704,629.965,1.0,176.476,750.371,1.0,70.325,925.542,0.9990000128746033,40.274,1107.803,0.9980000257492065,51.488,1268.333,1.0,89.997,1403.236,0.9990000128746033,118.77,1504.533,0.9990000128746033
