scorer,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen,Chen
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart10,bodypart10,bodypart11,bodypart11,bodypart2,bodypart2,bodypart3,bodypart3,bodypart4,bodypart4,bodypart5,bodypart5,bodypart6,bodypart6,bodypart7,bodypart7,bodypart8,bodypart8,bodypart9,bodypart9
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
0,16.007485878735874,0.9940000176429749,7.730626120037808,0.996999979019165,22.844655260290104,0.9860000014305115,4.706735088564346,0.9959999918937683,13.891766572465295,0.9990000128746033,12.615913617891405,0.906000018119812,31.215607091833242,0.9980000257492065,24.373121562615985,0.9399999976158142,4.219307860313933,0.996999979019165,7.72257218246524,0.9950000047683716,10.172015162080378,0.9980000257492065
1,6.605507418735734,0.9959999918937683,13.137978737437203,0.9919999837875366,14.750010465074476,0.9959999918937683,3.2728347748966096,0.9879999756813049,7.394830697796053,0.9990000128746033,6.195444630406326,0.9929999709129333,4.622379935548147,0.9990000128746033,3.5882802064762513,0.9879999756813049,7.8862260485679965,0.9990000128746033,7.134472276543148,0.9990000128746033,2.367443870986855,0.9990000128746033
2,3.6534326002120405,0.9959999918937683,6.409792841209267,0.9869999885559082,10.883315307008653,0.9860000014305115,3.5093187848233436,0.9879999756813049,6.494393997995701,0.9980000257492065,7.9069820753209195,0.9860000014305115,3.2392614482268876,0.9990000128746033,6.056609769606956,0.996999979019165,7.716398173063827,0.9980000257492065,5.302824855595963,0.996999979019165,2.3177382586770428,0.996999979019165
3,22.72041208361718,0.9929999709129333,11.471377124923555,0.9670000076293945,22.50791761301723,0.9950000047683716,30.576508305160583,0.7409999966621399,34.641107904132184,0.2939999997615814,28.759604035657674,0.3540000021457672,15.596196656625697,1.0,9.599155075425202,0.996999979019165,11.363854504255183,0.9980000257492065,17.79355488174326,0.9810000061988831,16.62778175981853,0.9980000257492065
4,5.007464871395943,0.9950000047683716,8.564993889105581,0.9879999756813049,8.678141468839767,0.9959999918937683,6.116485825604165,0.9980000257492065,2.9012730686600388,0.9929999709129333,4.8404028688789085,0.9980000257492065,8.242400448782611,1.0,5.4038431993538945,0.996999979019165,4.6195070888941165,0.9990000128746033,11.35866785545631,0.996999979019165,5.997345167614596,0.9990000128746033
5,3.519438561267717,0.996999979019165,6.861422457568836,0.9990000128746033,4.111192748009799,0.9950000047683716,6.864692103043766,0.9829999804496765,4.891750520327104,0.9990000128746033,4.269293761200341,0.9919999837875366,9.461252177932723,0.9990000128746033,7.188951302083395,0.9980000257492065,4.592816353936719,0.9980000257492065,4.139314018573506,0.9959999918937683,9.094529098044157,0.9909999966621399
6,0.17689504232535885,0.9990000128746033,11.559713957970043,0.9959999918937683,5.444543038171777,0.9959999918937683,0.6643150535735538,0.9990000128746033,4.816198244114085,0.9980000257492065,1.0502333019567631,0.9980000257492065,2.191278363237239,0.9909999966621399,2.5763233512650654,0.996999979019165,3.0873984107617507,0.9980000257492065,4.193578926090462,0.9980000257492065,5.585739546230543,0.996999979019165
7,3.6502868273363047,0.9980000257492065,3.174503056629797,0.9980000257492065,10.368110510992814,0.996999979019165,4.729239326573805,0.9980000257492065,7.847428116641522,0.9990000128746033,9.33411520719145,0.9980000257492065,6.792211334849859,0.9909999966621399,2.90304051169859,0.9869999885559082,4.80021591647983,0.9980000257492065,2.6460418967871173,0.9990000128746033,6.80235993712173,0.9990000128746033
8,5.391001327661359,0.9900000095367432,3.336823180099315,0.9980000257492065,10.099009683520556,0.9850000143051147,9.034144892675034,0.9800000190734863,1.1219062556465307,0.9990000128746033,6.852104869289629,0.9990000128746033,6.3347237790226005,0.9990000128746033,10.067637381668295,0.996999979019165,5.121549981120373,0.9890000224113464,9.326647385858262,0.996999979019165,6.079356898384293,0.9900000095367432
9,8.1699341153103,0.9890000224113464,6.518015263932903,0.9980000257492065,5.093815370347021,0.996999979019165,11.328003440692422,0.9990000128746033,2.0488151694874617,0.9980000257492065,2.730674121651674,0.996999979019165,9.00653036003101,1.0,3.9959833478046063,0.9990000128746033,6.633190100778313,0.9980000257492065,2.841599327732296,0.996999979019165,6.272153883715861,0.996999979019165
10,5.1440148047106815,0.9950000047683716,5.943525896856172,0.9980000257492065,7.337850314672945,0.996999979019165,4.228379706223559,0.9980000257492065,7.1131561373472385,0.9990000128746033,5.64735697182381,0.9909999966621399,4.839290793747709,1.0,9.560584758646218,0.9860000014305115,4.325735597696422,0.9980000257492065,3.3719125809741377,0.996999979019165,9.047304353808164,0.9900000095367432
11,3.350176315780628,0.9959999918937683,5.54160502173499,0.9980000257492065,12.608828568004592,0.996999979019165,8.54345781303625,0.9980000257492065,3.7274706179432253,0.9980000257492065,4.7339584413186095,0.996999979019165,7.082665211936685,0.9990000128746033,7.152772748282406,0.9980000257492065,10.37933235039845,0.9990000128746033,5.922631002582263,0.996999979019165,9.758822056414855,0.9890000224113464
12,5.598412926255212,0.9980000257492065,4.031434680069408,0.9980000257492065,7.153496650633282,0.9829999804496765,7.30218814689671,0.9980000257492065,8.772141615638802,0.9990000128746033,2.805030783817425,0.9980000257492065,1.5976445708527505,0.9990000128746033,3.8459167881892067,0.996999979019165,6.407207601350631,0.9940000176429749,8.018041502333455,0.996999979019165,4.430261945339997,0.996999979019165
13,6.216747579771015,0.9639999866485596,5.671770885785313,0.9879999756813049,6.377434139739019,0.9829999804496765,8.286140248577547,0.996999979019165,5.6673895019236245,0.9990000128746033,6.502232500364604,0.9980000257492065,3.8169483082537146,0.9919999837875366,2.7338772525802852,0.9879999756813049,3.0098889771381683,0.9990000128746033,8.749673200414065,0.9890000224113464,7.891084216494571,0.9980000257492065
14,5.627711449738057,0.9950000047683716,1.4692399230894588,0.9959999918937683,7.507558707007393,0.996999979019165,2.2449108126667157,0.9990000128746033,5.020734160158668,0.9980000257492065,0.7673750136456301,0.996999979019165,8.194410662175205,0.9990000128746033,7.761315066691061,0.996999979019165,6.838418637702253,0.9890000224113464,8.828809069711797,0.9980000257492065,5.6856107141828085,0.9900000095367432
15,6.654521183846751,0.972000002861023,6.2428982067283165,0.9959999918937683,2.2879715783376904,0.996999979019165,7.826275026653077,0.9980000257492065,7.41405956706011,0.9980000257492065,0.9637297278210608,0.9980000257492065,3.2470180364013794,0.9990000128746033,6.089286907932785,0.9990000128746033,4.729393912394957,0.9869999885559082,10.506986108231889,0.996999979019165,6.60070029983787,0.9980000257492065
16,0.95885382053315,0.9990000128746033,3.0237393609782344,0.9990000128746033,3.806709723285626,0.984000027179718,3.7615755326988722,0.9829999804496765,7.442839251585209,0.9990000128746033,3.123497737047174,1.0,7.560843318945418,1.0,4.9600676020461085,0.9980000257492065,4.019044307857598,0.9890000224113464,9.731264362854628,0.996999979019165,5.313272999164628,0.9990000128746033
17,9.237328000716461,0.9980000257492065,2.24902030826411,0.9959999918937683,6.036327235442232,0.9929999709129333,5.5519525513591965,0.9990000128746033,7.568268952815244,0.9980000257492065,3.8263284191705074,0.9980000257492065,6.801951609868862,0.9990000128746033,5.567847607483736,0.9940000176429749,5.857054158767237,0.9860000014305115,7.306106753314048,0.996999979019165,8.872717739339814,0.9909999966621399
