scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
963,182.902,51.899,1.0,180.766,64.352,1.0,183.361,77.221,1.0,183.245,90.92,1.0,182.574,107.593,1.0,182.728,125.357,1.0,181.352,144.494,1.0,179.76,159.943,1.0,179.538,178.89,1.0,178.108,193.947,1.0,174.516,215.295,1.0,175.109,226.883,1.0
964,182.93,51.983,1.0,180.799,64.272,1.0,183.306,77.174,1.0,183.169,90.846,1.0,182.259,107.705,1.0,182.054,125.336,1.0,180.152,144.435,1.0,179.091,159.33,1.0,178.139,178.158,1.0,177.132,193.237,1.0,174.453,214.811,1.0,175.41,226.328,1.0
965,182.949,51.979,1.0,180.879,64.318,1.0,183.424,77.265,1.0,183.336,90.993,1.0,182.525,107.959,1.0,182.302,125.403,1.0,180.647,144.579,1.0,179.404,159.329,1.0,178.426,178.118,1.0,177.251,193.247,1.0,174.206,214.799,1.0,175.44,226.537,1.0
966,182.996,51.94,1.0,180.962,64.347,1.0,183.336,77.245,1.0,183.035,91.015,1.0,182.285,107.819,1.0,182.193,125.442,1.0,180.82,144.741,1.0,179.299,159.741,1.0,178.677,178.992,1.0,177.855,193.851,1.0,174.669,215.146,1.0,175.678,227.114,1.0
967,183.047,51.835,1.0,180.983,64.3,1.0,183.372,77.201,1.0,183.023,91.094,1.0,182.282,107.914,1.0,182.218,125.492,1.0,180.661,144.703,1.0,179.644,160.067,1.0,179.798,179.148,1.0,179.156,193.751,1.0,176.212,214.779,1.0,176.628,226.18,1.0
968,182.994,51.728,1.0,180.843,64.176,1.0,183.315,77.179,1.0,183.477,91.037,1.0,183.216,108.14,1.0,183.346,125.495,1.0,182.226,144.483,1.0,180.658,159.703,1.0,180.568,178.997,1.0,180.193,193.228,1.0,178.031,214.17,1.0,177.913,225.477,1.0
969,183.001,51.684,1.0,180.853,64.151,1.0,183.402,77.119,1.0,183.648,90.784,1.0,183.185,107.693,1.0,183.685,125.315,1.0,182.285,144.188,1.0,180.745,159.367,1.0,180.857,178.564,1.0,180.154,192.962,1.0,177.874,214.162,1.0,177.764,225.502,1.0
970,182.911,51.812,1.0,180.893,64.228,1.0,183.443,77.279,1.0,183.486,91.084,1.0,182.968,108.085,1.0,183.183,125.49,1.0,182.013,144.598,1.0,180.441,159.497,1.0,180.456,178.498,1.0,179.115,192.877,1.0,176.317,214.176,1.0,176.584,226.081,1.0
971,182.897,51.731,1.0,180.928,64.14,1.0,183.603,77.032,1.0,183.419,90.668,1.0,182.41,107.553,1.0,182.392,125.01,1.0,181.128,144.177,1.0,179.862,159.26,1.0,179.462,178.277,1.0,178.121,193.143,1.0,175.365,214.518,1.0,175.724,226.332,1.0
972,183.048,51.796,1.0,181.036,64.33,1.0,183.404,77.385,1.0,183.29,91.004,1.0,182.21,107.918,1.0,182.129,125.48,1.0,181.042,144.946,1.0,179.368,160.12,1.0,178.964,179.362,1.0,177.323,194.282,1.0,175.165,214.91,1.0,176.286,227.068,1.0
973,182.946,51.86,1.0,181.038,64.384,1.0,183.315,77.434,1.0,183.461,91.07,1.0,182.557,108.206,1.0,182.523,125.871,1.0,181.675,144.856,1.0,179.458,160.136,1.0,179.217,179.169,1.0,177.142,194.22,1.0,174.616,215.0,1.0,175.822,227.332,1.0
974,182.939,51.88,1.0,181.056,64.416,1.0,183.382,77.51,1.0,183.478,91.113,1.0,182.624,108.3,1.0,182.486,125.925,1.0,181.627,144.95,1.0,179.255,160.357,1.0,178.955,179.36,1.0,177.612,194.213,1.0,175.023,214.889,1.0,175.692,227.136,1.0
975,183.003,51.763,1.0,181.02,64.255,1.0,183.504,77.162,1.0,183.559,90.899,1.0,182.506,107.976,1.0,182.397,125.575,1.0,181.441,144.829,1.0,179.314,160.159,1.0,179.336,179.492,1.0,178.648,193.752,1.0,176.478,214.357,1.0,176.723,226.397,1.0
976,182.997,51.671,1.0,181.068,64.159,1.0,183.51,77.053,1.0,183.514,90.577,1.0,182.455,107.657,1.0,182.649,125.32,1.0,181.882,144.644,1.0,179.848,159.983,1.0,179.972,179.24,1.0,179.076,194.152,1.0,176.985,214.62,1.0,177.321,226.578,1.0
977,182.875,51.697,1.0,180.872,64.137,1.0,183.419,77.071,1.0,183.684,90.396,1.0,183.137,107.604,1.0,183.183,125.531,1.0,181.965,144.799,1.0,180.063,159.96,1.0,179.905,179.245,1.0,179.185,193.961,1.0,176.953,214.572,1.0,177.562,226.488,1.0
978,182.935,51.707,1.0,181.046,64.191,1.0,183.545,77.014,1.0,183.782,90.402,1.0,183.01,107.401,1.0,183.329,125.245,1.0,182.244,144.7,1.0,180.224,159.716,1.0,180.184,179.042,1.0,178.739,193.438,1.0,176.337,214.364,1.0,176.592,226.666,1.0
979,182.99,51.716,1.0,181.108,64.197,1.0,183.682,76.997,1.0,183.555,90.45,1.0,182.417,107.298,1.0,182.581,125.16,1.0,181.174,144.276,1.0,179.555,159.656,1.0,179.214,178.847,1.0,177.989,193.318,1.0,176.157,214.062,1.0,176.362,226.49,1.0
980,182.988,51.603,1.0,181.163,64.14,1.0,183.692,76.876,1.0,183.548,90.398,1.0,182.448,107.314,1.0,182.538,125.191,1.0,180.934,144.35,1.0,179.403,159.656,1.0,179.155,178.654,1.0,177.663,193.172,1.0,176.246,214.097,1.0,176.182,226.693,1.0
981,182.87,51.706,1.0,181.11,64.258,1.0,183.622,77.113,1.0,183.61,90.753,1.0,182.641,107.637,1.0,182.739,125.483,1.0,181.205,144.279,1.0,179.68,159.717,1.0,179.368,178.941,1.0,177.46,193.324,1.0,175.683,214.376,1.0,175.714,226.971,1.0
982,182.857,51.737,1.0,181.072,64.268,1.0,183.537,77.128,1.0,183.661,90.665,1.0,182.765,107.566,1.0,182.809,125.538,1.0,181.32,144.321,1.0,179.664,159.667,1.0,179.215,178.922,1.0,177.337,193.811,1.0,175.415,214.696,1.0,175.583,227.308,1.0
983,182.925,51.747,1.0,181.106,64.263,1.0,183.577,77.078,1.0,183.627,90.596,1.0,182.5,107.524,1.0,182.624,125.437,1.0,181.146,144.286,1.0,179.719,159.675,1.0,179.277,178.833,1.0,177.875,193.781,1.0,176.046,214.509,1.0,176.385,227.02,1.0
984,182.991,52.031,1.0,181.098,64.513,1.0,183.223,77.739,1.0,183.527,90.955,1.0,182.718,108.044,1.0,182.946,125.381,1.0,181.602,144.469,1.0,180.041,159.528,1.0,180.009,179.243,1.0,178.913,193.849,1.0,176.649,214.257,1.0,176.814,227.093,1.0
985,182.911,52.014,1.0,180.992,64.548,1.0,183.118,77.877,1.0,183.475,91.052,1.0,182.942,108.33,1.0,183.082,125.609,1.0,181.902,144.657,1.0,180.199,159.484,1.0,180.229,179.14,1.0,179.249,193.316,1.0,177.436,214.318,1.0,177.526,226.347,1.0
986,182.89,51.975,1.0,180.992,64.543,1.0,183.107,77.821,1.0,183.344,91.052,1.0,182.942,108.144,1.0,182.993,125.296,1.0,181.988,144.455,1.0,180.292,159.325,1.0,180.526,178.953,1.0,179.15,192.954,1.0,176.772,214.35,1.0,176.877,226.643,1.0
987,182.852,52.034,1.0,180.987,64.639,1.0,182.958,77.837,1.0,182.964,91.206,1.0,182.503,108.316,1.0,182.28,125.184,1.0,180.989,144.038,1.0,179.708,159.462,1.0,180.128,178.922,1.0,178.921,192.919,1.0,176.62,214.193,1.0,176.788,226.422,1.0
988,182.873,51.873,1.0,181.084,64.469,1.0,183.046,77.618,1.0,183.129,90.972,1.0,182.489,108.059,1.0,182.531,125.324,1.0,181.225,144.301,1.0,179.541,159.737,1.0,179.831,179.025,1.0,178.533,193.174,1.0,176.465,214.022,1.0,176.818,226.351,1.0
989,182.946,51.885,1.0,181.096,64.494,1.0,183.04,77.544,1.0,183.021,90.966,1.0,182.304,108.061,1.0,182.559,125.614,1.0,181.342,144.421,1.0,179.648,159.798,1.0,179.412,179.163,1.0,177.779,193.814,1.0,174.813,215.153,1.0,175.097,226.768,1.0
990,182.871,51.922,1.0,181.084,64.527,1.0,183.067,77.582,1.0,183.055,91.068,1.0,182.245,108.127,1.0,182.332,125.497,1.0,181.366,144.436,1.0,179.562,159.899,1.0,179.484,178.885,1.0,177.714,193.444,1.0,175.046,214.879,1.0,175.409,226.892,1.0
991,183.035,51.73,1.0,181.03,64.422,1.0,183.13,77.424,1.0,182.954,90.907,1.0,182.134,107.904,1.0,182.271,125.324,1.0,181.06,144.228,1.0,179.608,159.799,1.0,179.427,178.994,1.0,178.149,193.409,1.0,176.125,214.299,1.0,176.577,226.824,1.0
992,182.979,51.881,1.0,180.986,64.49,1.0,183.22,77.675,1.0,183.275,91.213,1.0,182.82,108.291,1.0,182.995,125.821,1.0,182.044,144.45,1.0,179.821,159.521,1.0,179.524,178.837,1.0,178.548,193.284,1.0,176.584,213.859,1.0,176.658,226.777,1.0
993,182.94,51.91,1.0,180.946,64.516,1.0,183.154,77.661,1.0,183.265,91.096,1.0,182.874,108.199,1.0,183.212,125.943,1.0,182.325,144.404,1.0,180.099,159.365,1.0,179.954,179.157,1.0,178.842,193.792,1.0,176.38,214.534,1.0,176.629,226.935,1.0
994,182.955,51.842,1.0,180.938,64.429,1.0,183.239,77.462,1.0,183.424,91.03,1.0,182.93,108.04,1.0,183.285,125.74,1.0,182.487,144.36,1.0,180.136,159.192,1.0,180.124,178.705,1.0,179.237,193.22,1.0,177.013,214.016,1.0,177.221,226.241,1.0
995,182.905,51.932,1.0,180.979,64.503,1.0,183.27,77.563,1.0,183.379,91.11,1.0,182.695,108.099,1.0,182.924,125.62,1.0,181.698,144.483,1.0,179.865,159.565,1.0,179.896,178.56,1.0,179.091,193.131,1.0,177.042,213.83,1.0,177.361,225.995,1.0
996,182.92,51.644,1.0,180.914,64.181,1.0,183.261,77.334,1.0,183.408,90.891,1.0,182.826,108.005,1.0,182.988,125.337,1.0,181.542,144.387,1.0,179.839,159.702,1.0,179.402,179.897,1.0,177.878,193.841,1.0,175.869,214.458,1.0,176.601,227.109,1.0
997,182.944,51.691,1.0,180.946,64.29,1.0,183.187,77.461,1.0,183.337,90.96,1.0,182.63,108.032,1.0,182.622,125.307,1.0,181.342,144.077,1.0,179.808,159.696,1.0,179.524,179.169,1.0,177.607,193.574,1.0,174.76,214.897,1.0,175.5,227.062,1.0
998,182.969,51.63,1.0,180.978,64.187,1.0,183.152,77.238,1.0,182.983,90.894,1.0,182.188,107.649,1.0,182.16,124.782,1.0,180.884,143.84,1.0,179.594,159.433,1.0,179.101,178.831,1.0,177.885,193.258,1.0,175.755,214.179,1.0,176.385,226.53,1.0
999,182.999,51.685,1.0,180.947,64.278,1.0,183.159,77.374,1.0,183.169,90.988,1.0,182.525,107.901,1.0,182.136,125.002,1.0,181.132,144.26,1.0,179.407,159.518,1.0,179.354,178.9,1.0,178.446,193.297,1.0,176.816,213.979,1.0,177.362,226.18,1.0
1000,183.01,51.706,1.0,181.038,64.347,1.0,183.309,77.461,1.0,183.435,91.098,1.0,183.062,108.049,1.0,183.031,125.558,1.0,182.04,144.577,1.0,180.421,159.431,1.0,180.561,178.791,1.0,178.961,193.192,1.0,176.733,214.368,1.0,177.071,226.187,1.0
1001,183.035,51.766,1.0,181.061,64.374,1.0,183.4,77.45,1.0,183.335,91.031,1.0,182.958,107.861,1.0,183.126,125.539,1.0,182.172,144.327,1.0,180.427,159.211,1.0,180.489,178.592,1.0,179.031,193.096,1.0,176.813,214.327,1.0,176.933,226.202,1.0
1002,183.025,51.819,1.0,181.042,64.346,1.0,183.293,77.339,1.0,183.044,91.109,1.0,182.476,107.966,1.0,182.594,125.49,1.0,181.493,144.44,1.0,179.845,159.412,1.0,179.998,178.8,1.0,178.734,193.481,1.0,177.159,214.199,1.0,177.196,226.121,1.0
1003,182.988,51.846,1.0,181.056,64.404,1.0,183.211,77.55,1.0,183.093,91.315,1.0,182.538,108.363,1.0,182.428,125.856,1.0,181.321,144.597,1.0,179.65,159.663,1.0,179.385,178.925,1.0,177.815,193.538,1.0,175.499,214.649,1.0,175.833,226.516,1.0
1004,183.012,51.822,1.0,181.212,64.433,1.0,183.292,77.541,1.0,183.048,91.264,1.0,182.487,108.282,1.0,182.441,125.652,1.0,181.431,144.352,1.0,179.794,159.338,1.0,179.461,178.735,1.0,177.928,193.013,1.0,175.797,214.289,1.0,175.966,226.113,1.0
1005,183.028,51.773,1.0,181.134,64.367,1.0,183.367,77.393,1.0,183.112,91.105,1.0,182.485,108.029,1.0,182.425,125.765,1.0,181.187,144.347,1.0,179.579,159.652,1.0,179.308,179.088,1.0,178.34,193.161,1.0,176.336,214.11,1.0,177.118,226.122,1.0
1006,183.05,51.753,1.0,181.053,64.321,1.0,183.325,77.268,1.0,183.023,91.11,1.0,182.413,107.888,1.0,182.426,125.405,1.0,181.609,144.178,1.0,179.325,159.598,1.0,179.028,179.119,1.0,178.51,193.358,1.0,176.693,214.017,1.0,177.456,226.347,1.0
1007,183.033,51.768,1.0,181.087,64.339,1.0,183.324,77.36,1.0,182.901,91.186,1.0,182.533,107.958,1.0,182.697,125.819,1.0,181.749,144.333,1.0,179.633,159.729,1.0,179.548,179.425,1.0,178.923,193.436,1.0,177.01,214.053,1.0,177.165,226.458,1.0
1008,183.012,52.039,1.0,181.187,64.446,1.0,183.69,77.298,1.0,183.72,90.81,1.0,182.759,107.652,1.0,182.828,125.045,1.0,181.973,144.203,1.0,180.158,159.991,1.0,179.965,179.432,1.0,178.816,194.007,1.0,176.508,214.256,1.0,176.898,227.283,1.0
1009,182.909,51.857,1.0,180.953,64.242,1.0,183.563,77.212,1.0,183.753,90.62,1.0,182.684,107.587,1.0,182.695,125.216,1.0,181.773,144.597,1.0,179.98,159.698,1.0,179.84,178.699,1.0,178.518,193.261,1.0,176.009,214.181,1.0,176.054,226.771,1.0
1010,182.9,51.759,1.0,180.936,64.166,1.0,183.53,76.948,1.0,183.261,90.563,1.0,182.138,107.421,1.0,182.077,124.78,1.0,180.7,144.074,1.0,179.342,159.669,1.0,179.358,179.08,1.0,178.609,193.071,1.0,176.201,214.137,1.0,176.193,226.556,1.0
1011,182.863,51.831,1.0,181.026,64.297,1.0,183.525,77.169,1.0,183.631,90.778,1.0,182.901,107.611,1.0,182.759,125.246,1.0,181.542,144.165,1.0,179.741,159.826,1.0,179.432,178.765,1.0,177.972,193.545,1.0,175.311,215.102,1.0,175.41,226.839,1.0
1012,182.806,51.877,1.0,180.977,64.353,1.0,183.433,77.285,1.0,183.628,91.015,1.0,182.936,107.801,1.0,182.8,125.455,1.0,181.413,144.096,1.0,179.901,159.879,1.0,179.675,178.692,1.0,178.188,193.574,1.0,175.393,214.94,1.0,175.702,226.989,1.0
1013,182.828,51.956,1.0,181.034,64.405,1.0,183.357,77.4,1.0,183.526,91.052,1.0,182.735,108.002,1.0,182.592,125.513,1.0,181.336,144.325,1.0,179.77,160.249,1.0,179.75,179.324,1.0,178.213,193.957,1.0,175.201,215.169,1.0,175.459,226.878,1.0
1014,182.849,51.899,1.0,181.028,64.334,1.0,183.453,77.242,1.0,183.539,90.982,1.0,182.683,107.876,1.0,182.544,125.328,1.0,181.304,144.394,1.0,179.612,160.143,1.0,179.766,179.337,1.0,178.398,193.731,1.0,175.956,214.608,1.0,176.631,226.529,1.0
1015,182.816,51.888,1.0,180.945,64.324,1.0,183.384,77.198,1.0,183.551,90.896,1.0,182.686,107.54,1.0,182.591,125.236,1.0,181.459,144.072,1.0,179.76,159.883,1.0,179.915,178.761,1.0,178.681,193.44,1.0,176.268,214.586,1.0,176.544,226.273,1.0
1016,182.812,51.848,1.0,180.949,64.344,1.0,183.358,77.174,1.0,183.491,90.904,1.0,182.726,107.617,1.0,182.748,125.328,1.0,181.492,144.272,1.0,179.945,159.82,1.0,180.001,178.817,1.0,178.821,193.367,1.0,176.638,214.058,1.0,176.656,226.301,1.0
1017,182.848,51.912,1.0,180.948,64.409,1.0,183.336,77.241,1.0,183.554,90.902,1.0,182.739,107.635,1.0,182.719,125.467,1.0,181.6,144.482,1.0,179.851,160.016,1.0,179.981,179.134,1.0,178.892,193.666,1.0,176.86,214.099,1.0,177.076,226.122,1.0
1018,182.823,51.911,1.0,180.977,64.38,1.0,183.413,77.318,1.0,183.617,90.995,1.0,182.837,108.011,1.0,182.718,125.59,1.0,181.548,144.519,1.0,179.776,159.737,1.0,179.93,178.697,1.0,178.918,193.165,1.0,176.624,213.743,1.0,176.515,226.337,1.0
1019,182.814,51.881,1.0,180.976,64.385,1.0,183.371,77.315,1.0,183.554,90.937,1.0,182.671,107.871,1.0,182.572,125.568,1.0,181.239,144.401,1.0,179.573,159.8,1.0,179.639,178.832,1.0,178.317,193.484,1.0,176.0,213.988,1.0,176.249,226.563,1.0
1020,183.0,51.824,1.0,181.035,64.377,1.0,183.244,77.386,1.0,183.202,91.137,1.0,182.46,107.878,1.0,182.748,125.432,1.0,181.653,144.348,1.0,179.877,159.751,1.0,179.953,179.362,1.0,178.261,193.903,1.0,175.507,215.104,1.0,176.041,226.729,1.0
1021,182.965,51.805,1.0,181.024,64.404,1.0,183.239,77.415,1.0,183.152,91.058,1.0,182.533,107.863,1.0,182.674,125.469,1.0,181.405,144.443,1.0,179.357,159.8,1.0,179.402,179.488,1.0,178.13,193.885,1.0,175.493,214.797,1.0,176.094,226.804,1.0
1022,182.98,51.778,1.0,181.084,64.459,1.0,183.302,77.49,1.0,183.513,90.996,1.0,182.944,107.868,1.0,183.182,125.717,1.0,181.81,144.239,1.0,179.401,159.737,1.0,179.357,179.132,1.0,178.084,193.744,1.0,175.5,215.231,1.0,175.965,226.737,1.0
1023,183.007,51.762,1.0,181.097,64.443,1.0,183.323,77.444,1.0,183.493,90.994,1.0,182.865,107.72,1.0,183.116,125.441,1.0,181.873,144.016,1.0,179.539,159.691,1.0,179.532,179.113,1.0,178.473,193.994,1.0,175.738,215.247,1.0,175.904,226.837,1.0
1024,182.961,51.806,1.0,181.094,64.456,1.0,183.218,77.386,1.0,183.109,90.999,1.0,182.4,107.786,1.0,182.511,125.235,1.0,181.723,144.458,1.0,179.718,159.836,1.0,179.997,179.575,1.0,179.204,193.88,1.0,177.023,214.581,1.0,177.391,226.499,1.0
1025,182.902,51.857,1.0,181.135,64.486,1.0,183.408,77.487,1.0,183.738,90.878,1.0,183.222,107.851,1.0,183.232,125.558,1.0,182.118,144.22,1.0,180.045,159.377,1.0,180.058,178.857,1.0,179.655,193.357,1.0,177.389,214.486,1.0,177.293,226.121,1.0
1026,182.973,51.807,1.0,181.081,64.396,1.0,183.39,77.295,1.0,183.525,90.73,1.0,183.004,107.581,1.0,183.33,125.477,1.0,182.251,143.896,1.0,180.15,159.055,1.0,180.247,178.244,1.0,179.465,193.072,1.0,176.76,214.492,1.0,176.382,226.468,1.0
1027,182.898,51.806,1.0,181.044,64.418,1.0,183.323,77.415,1.0,183.449,90.817,1.0,182.779,107.686,1.0,182.9,125.155,1.0,181.769,144.248,1.0,179.7,159.46,1.0,179.722,178.797,1.0,178.743,193.502,1.0,176.181,214.398,1.0,176.022,226.738,1.0
1028,183.001,51.603,1.0,181.162,64.302,1.0,183.258,77.276,1.0,183.208,90.758,1.0,182.57,107.807,1.0,182.646,125.443,1.0,181.299,144.373,1.0,179.602,159.819,1.0,179.76,179.08,1.0,178.312,193.327,1.0,175.953,214.35,1.0,175.993,226.856,1.0
1029,182.969,51.719,1.0,181.094,64.304,1.0,183.265,77.28,1.0,182.918,90.999,1.0,182.327,107.685,1.0,182.529,125.179,1.0,181.239,144.152,1.0,179.411,160.059,1.0,179.446,179.288,1.0,178.23,193.838,1.0,175.695,214.822,1.0,175.94,227.114,1.0
1030,182.961,51.635,1.0,181.012,64.253,1.0,183.309,77.258,1.0,183.317,90.923,1.0,182.898,107.74,1.0,183.25,125.774,1.0,182.464,144.669,1.0,179.525,159.919,1.0,179.554,179.27,1.0,178.37,193.832,1.0,175.804,214.747,1.0,175.88,227.015,1.0
1031,183.016,51.669,1.0,181.036,64.256,1.0,183.387,77.291,1.0,183.384,90.901,1.0,182.899,107.794,1.0,183.268,125.755,1.0,182.284,144.756,1.0,179.528,159.931,1.0,179.675,179.402,1.0,178.548,193.854,1.0,176.065,214.656,1.0,175.897,226.928,1.0
1032,183.029,51.76,1.0,181.197,64.51,1.0,183.361,77.454,1.0,183.218,91.225,1.0,182.498,108.094,1.0,182.779,125.283,1.0,181.837,144.416,1.0,179.81,159.713,1.0,179.837,179.19,1.0,178.527,193.391,1.0,176.438,214.318,1.0,176.662,226.746,1.0
1033,182.984,51.791,1.0,181.11,64.459,1.0,183.304,77.429,1.0,183.14,91.319,1.0,182.662,108.109,1.0,182.906,125.388,1.0,181.764,144.406,1.0,180.044,159.908,1.0,179.783,179.288,1.0,178.65,193.951,1.0,176.475,214.305,1.0,177.186,226.73,1.0
1034,182.963,51.728,1.0,181.095,64.377,1.0,183.265,77.378,1.0,183.179,91.241,1.0,182.607,107.954,1.0,182.807,125.266,1.0,181.845,144.23,1.0,179.995,159.849,1.0,179.815,179.058,1.0,178.739,193.618,1.0,176.56,214.175,1.0,177.097,226.659,1.0
1035,182.957,51.72,1.0,181.113,64.398,1.0,183.202,77.549,1.0,183.146,91.381,1.0,182.793,108.231,1.0,182.897,125.317,1.0,181.911,144.584,1.0,179.936,160.014,1.0,180.033,179.331,1.0,178.467,193.579,1.0,175.863,214.52,1.0,175.951,227.102,1.0
1036,182.989,51.723,1.0,181.012,64.281,1.0,183.284,77.325,1.0,183.163,91.151,1.0,182.587,108.113,1.0,182.918,125.5,1.0,181.899,144.611,1.0,179.986,160.111,1.0,179.941,179.3,1.0,178.258,193.509,1.0,175.624,214.556,1.0,175.727,227.173,1.0
1037,182.991,51.718,1.0,181.01,64.28,1.0,183.367,77.248,1.0,183.196,91.018,1.0,182.517,107.789,1.0,182.913,125.268,1.0,181.765,144.39,1.0,179.77,160.018,1.0,179.861,179.319,1.0,178.51,193.428,1.0,176.203,214.35,1.0,176.137,227.016,1.0
1038,182.983,51.668,1.0,181.017,64.213,1.0,183.365,77.237,1.0,183.238,91.06,1.0,182.695,107.886,1.0,182.688,125.262,1.0,181.402,144.344,1.0,179.676,159.951,1.0,179.546,179.123,1.0,178.015,193.317,1.0,176.032,214.295,1.0,176.28,226.805,1.0
1039,183.002,51.719,1.0,181.15,64.411,1.0,183.398,77.346,1.0,183.28,91.187,1.0,182.674,107.919,1.0,182.73,125.287,1.0,181.568,144.26,1.0,179.876,159.902,1.0,179.638,179.193,1.0,178.045,193.289,1.0,175.967,214.321,1.0,176.109,226.673,1.0
1040,183.061,51.613,1.0,181.216,64.339,1.0,183.394,77.199,1.0,183.271,91.025,1.0,182.619,107.889,1.0,182.802,125.472,1.0,181.633,144.397,1.0,179.938,159.857,1.0,179.639,179.093,1.0,178.071,193.488,1.0,175.687,214.416,1.0,175.608,226.854,1.0
1041,183.034,51.692,1.0,181.112,64.384,1.0,183.365,77.329,1.0,183.217,91.156,1.0,182.57,107.984,1.0,182.652,125.445,1.0,181.516,144.51,1.0,179.834,159.819,1.0,179.598,178.992,1.0,178.391,193.698,1.0,176.386,214.415,1.0,176.463,226.513,1.0
1042,183.066,51.645,1.0,181.116,64.34,1.0,183.323,77.154,1.0,183.355,90.964,1.0,182.549,107.78,1.0,182.666,125.431,1.0,181.537,144.504,1.0,179.79,159.926,1.0,179.776,179.32,1.0,178.745,193.582,1.0,177.149,214.149,1.0,177.135,226.131,1.0
1043,183.074,51.662,1.0,181.154,64.385,1.0,183.317,77.29,1.0,183.401,91.06,1.0,182.828,107.747,1.0,183.034,125.232,1.0,182.383,144.126,1.0,180.27,159.323,1.0,180.242,178.865,1.0,178.843,193.009,1.0,176.72,213.99,1.0,176.547,226.334,1.0
1044,182.921,52.113,1.0,181.063,64.523,1.0,183.486,77.616,1.0,183.472,91.291,1.0,183.024,108.121,1.0,182.764,125.489,1.0,182.073,144.683,1.0,179.936,159.637,1.0,180.128,179.014,1.0,178.839,193.939,1.0,176.669,214.313,1.0,176.865,226.827,1.0
1045,182.93,52.025,1.0,181.142,64.591,1.0,183.413,77.702,1.0,183.338,91.451,1.0,182.909,108.334,1.0,182.659,125.618,1.0,181.626,144.771,1.0,179.784,159.693,1.0,180.042,178.878,1.0,178.649,193.536,1.0,176.705,213.901,1.0,176.982,226.271,1.0
1046,183.1,51.803,1.0,181.186,64.42,1.0,183.588,77.345,1.0,183.484,91.094,1.0,182.64,107.93,1.0,182.606,125.256,1.0,181.209,144.575,1.0,179.459,159.817,1.0,179.346,179.197,1.0,177.955,193.678,1.0,175.951,214.173,1.0,176.533,226.449,1.0
