scorer,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000,DLC_mobnet_100_PkPpEnetCh02Jun24shuffle1_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
133,220.004,299.913,0.9729999899864197,187.874,395.939,0.8930000066757202,131.642,619.761,0.9419999718666077,131.62,635.673,0.9300000071525574,108.009,755.681,0.9980000257492065,99.57,883.421,0.9990000128746033,91.262,1019.656,0.9890000224113464,91.183,1131.987,0.9810000061988831,91.158,1251.791,0.9980000257492065,101.053,1355.887,0.9950000047683716,115.214,1459.945,0.9980000257492065
134,227.933,292.021,0.996999979019165,195.723,388.186,0.9879999756813049,172.177,451.94,0.9079999923706055,131.612,635.773,0.8199999928474426,107.981,755.682,0.996999979019165,99.899,883.465,0.9990000128746033,91.283,1019.689,0.9890000224113464,91.292,1132.004,0.9800000190734863,91.116,1251.783,0.9980000257492065,101.247,1363.332,0.9980000257492065,115.185,1459.952,0.9980000257492065
135,227.91,292.068,0.9940000176429749,163.582,516.21,0.9929999709129333,140.038,603.833,0.8889999985694885,756.038,563.779,0.5099999904632568,108.09,755.62,0.996999979019165,99.805,883.689,0.9990000128746033,91.224,1019.662,0.9890000224113464,91.206,1131.97,0.9789999723434448,91.055,1251.903,0.9980000257492065,100.796,1348.959,0.9980000257492065,115.215,1459.805,0.9980000257492065
136,235.981,283.96,0.9700000286102295,163.564,515.762,0.9779999852180481,179.938,436.484,0.9490000009536743,755.986,555.877,0.5989999771118164,108.157,755.605,0.996999979019165,99.825,883.699,0.9990000128746033,91.247,1019.69,0.9890000224113464,91.153,1132.023,0.9829999804496765,91.292,1251.903,0.9980000257492065,101.477,1363.716,0.996999979019165,115.208,1459.968,0.9980000257492065
137,235.971,284.019,0.9670000076293945,163.428,516.046,0.9919999837875366,188.171,419.809,0.9549999833106995,755.994,555.877,0.5320000052452087,108.018,755.468,0.9980000257492065,99.765,876.058,0.996999979019165,91.39,1019.708,0.9900000095367432,91.222,1132.039,0.9769999980926514,91.172,1251.812,0.9980000257492065,101.572,1356.008,0.9869999885559082,115.212,1452.344,0.9950000047683716
138,235.953,284.022,0.9319999814033508,211.651,363.875,0.9869999885559082,139.972,603.934,0.8289999961853027,755.899,555.886,0.5059999823570251,107.964,755.498,0.9980000257492065,99.784,876.06,0.996999979019165,91.38,1019.71,0.9900000095367432,84.078,1132.133,0.9800000190734863,91.187,1251.773,0.9980000257492065,101.511,1363.915,0.9950000047683716,115.207,1452.376,0.9950000047683716
139,235.926,292.139,0.9909999966621399,211.824,363.769,0.9829999804496765,139.95,603.9,0.8769999742507935,747.95,555.911,0.5130000114440918,115.153,739.633,1.0,99.93,876.21,0.996999979019165,91.416,1011.912,0.9980000257492065,83.422,1139.781,0.9819999933242798,90.955,1251.834,0.9980000257492065,101.507,1356.002,0.9879999756813049,115.312,1459.691,0.9980000257492065
140,244.001,284.033,0.9950000047683716,163.693,515.911,0.9779999852180481,139.99,603.773,0.9470000267028809,756.021,323.881,0.6980000138282776,115.421,747.843,0.9990000128746033,100.178,883.329,0.9990000128746033,91.462,1019.756,0.9890000224113464,83.988,1132.107,0.8880000114440918,91.154,1251.926,0.9980000257492065,107.83,1371.864,0.9860000014305115,115.375,1459.69,0.9980000257492065
141,243.91,291.799,0.9940000176429749,163.673,515.84,0.9860000014305115,179.769,468.06,0.9829999804496765,139.921,603.788,0.8889999985694885,115.446,748.062,0.9980000257492065,100.042,883.494,0.9990000128746033,91.56,1011.953,0.996999979019165,84.012,1132.098,0.9869999885559082,91.133,1252.123,0.9980000257492065,107.485,1371.852,0.9909999966621399,115.294,1459.839,0.9980000257492065
142,252.023,283.9,0.9800000190734863,219.867,355.643,0.9599999785423279,179.51,475.792,0.9819999933242798,139.858,611.696,0.9919999837875366,115.583,748.016,0.9990000128746033,100.349,876.212,0.9959999918937683,91.445,1011.553,0.9940000176429749,83.936,1132.085,0.8849999904632568,91.032,1259.906,0.9919999837875366,107.567,1371.873,0.9900000095367432,115.294,1459.591,0.9980000257492065
143,260.152,283.947,0.9869999885559082,171.794,500.135,0.9890000224113464,179.759,475.808,0.5830000042915344,139.952,603.753,0.9769999980926514,115.699,748.079,0.9990000128746033,100.24,876.189,0.9950000047683716,91.793,996.128,0.9980000257492065,83.296,1139.617,0.6830000281333923,91.025,1252.003,0.9980000257492065,108.238,1364.231,0.9940000176429749,115.233,1459.812,0.9980000257492065
144,267.862,276.139,0.9919999837875366,179.808,499.627,0.9959999918937683,179.884,468.478,0.7929999828338623,147.803,603.753,0.9940000176429749,115.23,755.081,1.0,100.347,876.185,0.9950000047683716,84.379,996.981,0.9980000257492065,76.156,1132.183,0.46399998664855957,83.697,1140.094,0.996999979019165,107.458,1387.836,0.9890000224113464,115.233,1460.55,0.996999979019165
145,276.039,275.961,0.996999979019165,227.836,371.756,0.9929999709129333,195.541,467.888,0.9819999933242798,147.629,611.103,0.9990000128746033,115.334,755.153,1.0,100.27,876.044,0.9959999918937683,84.485,996.922,0.9990000128746033,748.014,571.984,0.21899999678134918,82.655,1139.888,0.9980000257492065,101.031,1355.884,0.9940000176429749,115.16,1460.36,0.9980000257492065
146,276.305,284.02,0.9959999918937683,235.783,372.133,0.9890000224113464,195.755,475.631,0.9900000095367432,147.814,603.772,0.9909999966621399,115.225,755.041,1.0,100.432,876.042,0.9919999837875366,91.397,1003.635,0.9890000224113464,75.735,1132.093,0.906000018119812,82.93,1139.832,0.9810000061988831,107.932,1396.785,0.9940000176429749,115.163,1468.386,0.9959999918937683
147,283.978,283.932,0.9769999980926514,235.85,371.865,0.9940000176429749,195.889,475.807,0.9800000190734863,147.902,611.255,0.9950000047683716,115.752,748.167,0.9990000128746033,100.165,875.978,0.9879999756813049,91.146,1011.428,0.9950000047683716,75.849,1132.182,0.9290000200271606,92.068,1268.184,0.9929999709129333,107.465,1387.85,0.9900000095367432,115.465,1468.288,0.9929999709129333
148,292.22,276.053,0.9980000257492065,244.078,371.436,0.9980000257492065,203.949,475.756,0.49399998784065247,155.891,611.659,0.9800000190734863,115.586,747.711,0.9990000128746033,100.154,876.014,0.9950000047683716,84.399,1004.138,0.9929999709129333,75.651,1139.763,0.9649999737739563,91.191,1268.192,0.996999979019165,107.537,1387.852,0.9900000095367432,115.118,1468.328,0.9959999918937683
149,307.948,276.12,0.9980000257492065,251.799,372.09,0.9959999918937683,308.086,83.797,0.41600000858306885,155.827,611.648,0.984000027179718,116.502,739.187,0.9990000128746033,100.287,867.605,0.996999979019165,84.215,1003.93,0.9909999966621399,75.65,1132.218,0.972000002861023,90.969,1268.012,0.9980000257492065,106.879,1387.763,0.9919999837875366,115.109,1468.347,0.9950000047683716
150,315.997,283.906,0.9789999723434448,251.798,396.035,0.9769999980926514,332.008,675.671,0.6110000014305115,163.851,603.891,0.9959999918937683,124.087,739.854,0.9980000257492065,100.489,867.578,0.9950000047683716,84.38,996.192,0.9990000128746033,75.634,1132.15,0.9729999899864197,84.38,1268.128,0.9990000128746033,107.711,1387.907,0.9850000143051147,115.059,1468.382,0.9959999918937683
151,324.044,284.034,0.9940000176429749,579.874,292.28,0.9419999718666077,259.82,403.66,0.9520000219345093,163.848,611.802,0.9959999918937683,123.915,731.852,0.9879999756813049,100.245,867.659,0.9990000128746033,84.263,996.205,0.9980000257492065,75.826,1132.225,0.9739999771118164,83.908,1260.606,0.9940000176429749,101.355,1363.354,0.996999979019165,115.023,1468.342,0.9959999918937683
152,331.893,292.176,0.9919999837875366,276.011,388.141,0.9160000085830688,260.012,395.941,0.9639999866485596,171.816,611.685,0.9409999847412109,124.12,732.297,0.9909999966621399,100.236,867.444,0.9990000128746033,84.074,994.984,0.9980000257492065,75.449,1132.035,0.972000002861023,83.819,1251.78,0.9990000128746033,100.674,1355.849,0.9950000047683716,115.063,1468.352,0.9959999918937683
153,331.891,292.074,0.996999979019165,276.062,388.317,0.9980000257492065,299.99,867.927,0.49000000953674316,171.955,611.96,0.921999990940094,124.171,732.281,0.9919999837875366,100.288,867.401,0.9990000128746033,84.643,995.404,0.996999979019165,75.336,1132.126,0.9879999756813049,83.797,1252.634,0.9990000128746033,101.268,1355.899,0.9919999837875366,115.049,1460.527,0.9980000257492065
154,340.279,292.04,0.9980000257492065,276.296,396.165,0.9900000095367432,235.945,467.949,0.8730000257492065,227.49,475.717,0.9520000219345093,124.21,732.327,0.9909999966621399,100.188,867.178,0.9990000128746033,84.449,995.523,0.9980000257492065,75.483,1132.118,0.9819999933242798,83.182,1260.069,0.996999979019165,101.389,1363.524,0.9980000257492065,114.951,1460.68,0.996999979019165
155,355.932,284.161,0.9959999918937683,292.124,372.045,0.9990000128746033,235.943,475.736,0.9589999914169312,219.738,483.673,0.7490000128746033,124.69,724.38,0.9980000257492065,100.165,860.234,0.996999979019165,84.48,995.326,0.9980000257492065,75.403,1132.172,0.9900000095367432,83.049,1260.124,0.996999979019165,106.671,1364.001,0.996999979019165,115.024,1468.45,0.9959999918937683
156,363.862,292.207,0.9959999918937683,299.702,372.808,0.9959999918937683,243.788,468.016,0.996999979019165,172.037,603.934,0.9779999852180481,131.366,723.776,0.9990000128746033,100.221,860.257,0.996999979019165,84.179,996.199,0.9990000128746033,75.386,1132.177,0.9879999756813049,83.463,1252.547,0.9990000128746033,107.357,1380.668,0.9959999918937683,114.97,1460.697,0.996999979019165
157,372.095,292.096,0.9980000257492065,307.771,380.141,0.9980000257492065,243.843,475.654,0.9950000047683716,179.881,603.892,0.9900000095367432,131.66,724.041,1.0,100.144,860.274,0.996999979019165,83.897,995.869,0.9990000128746033,75.238,1132.1,0.9900000095367432,83.046,1260.047,0.996999979019165,107.834,1387.937,0.984000027179718,115.024,1468.428,0.9950000047683716
158,379.805,292.205,0.996999979019165,308.16,380.152,0.9959999918937683,243.7,475.711,0.996999979019165,179.969,596.02,0.9959999918937683,131.901,723.124,1.0,100.26,860.243,0.996999979019165,84.281,988.216,0.9950000047683716,75.057,1139.808,0.9929999709129333,83.155,1260.126,0.996999979019165,108.126,1364.135,0.9919999837875366,107.798,1460.393,0.996999979019165
159,379.815,292.162,0.9959999918937683,315.752,380.133,0.9869999885559082,251.875,475.737,0.9860000014305115,179.818,595.339,0.996999979019165,132.193,723.379,1.0,100.285,860.273,0.996999979019165,84.205,988.196,0.9950000047683716,75.212,1139.912,0.9929999709129333,83.494,1260.354,0.9959999918937683,107.3,1379.798,0.996999979019165,114.944,1460.469,0.9980000257492065
160,388.266,291.907,0.996999979019165,323.959,371.497,0.9980000257492065,251.984,467.904,0.9950000047683716,187.816,595.846,0.996999979019165,140.221,716.503,0.9919999837875366,99.848,852.16,0.9990000128746033,84.018,988.145,0.9940000176429749,75.223,1132.032,0.9879999756813049,82.831,1259.754,0.9959999918937683,99.478,1387.779,0.996999979019165,115.012,1468.504,0.9959999918937683
161,395.833,292.147,0.996999979019165,331.851,372.063,0.9940000176429749,259.75,467.599,0.9980000257492065,187.856,596.025,0.9959999918937683,132.189,722.914,1.0,100.096,852.372,0.9990000128746033,83.701,988.074,0.9950000047683716,75.131,1132.02,0.9900000095367432,83.402,1252.286,0.9990000128746033,99.736,1380.436,0.9990000128746033,115.039,1468.45,0.9959999918937683
162,411.779,292.311,0.996999979019165,339.934,371.778,0.9990000128746033,267.894,459.794,0.9829999804496765,187.949,596.188,0.996999979019165,140.385,723.573,0.9980000257492065,99.872,852.014,0.9990000128746033,83.944,988.114,0.9950000047683716,75.166,1132.048,0.9900000095367432,83.679,1252.664,0.9990000128746033,99.86,1387.794,0.996999979019165,115.022,1468.512,0.9959999918937683
163,419.986,292.17,0.9980000257492065,347.828,371.905,0.9980000257492065,275.747,459.704,0.996999979019165,195.685,595.922,1.0,140.36,716.439,0.9919999837875366,100.035,851.814,0.9990000128746033,83.991,988.111,0.9950000047683716,75.14,1131.998,0.9890000224113464,82.933,1259.801,0.9950000047683716,99.329,1387.754,0.996999979019165,115.015,1468.5,0.9959999918937683
164,420.206,300.161,0.9959999918937683,356.033,371.793,0.9990000128746033,267.883,459.852,0.9819999933242798,195.925,587.98,0.9980000257492065,147.572,708.013,1.0,100.131,851.691,0.9990000128746033,83.86,987.991,0.9950000047683716,75.097,1124.496,0.9950000047683716,82.957,1259.855,0.996999979019165,99.661,1387.783,0.996999979019165,115.028,1468.502,0.9959999918937683
165,435.869,292.337,0.9980000257492065,363.859,372.011,0.9980000257492065,275.443,468.302,0.9990000128746033,203.992,587.969,0.9919999837875366,147.631,707.958,1.0,99.736,851.948,0.9990000128746033,83.997,980.958,0.9980000257492065,74.904,1124.245,0.9959999918937683,82.789,1267.87,0.9990000128746033,106.362,1387.867,0.9890000224113464,114.857,1475.802,0.9990000128746033
166,443.94,300.04,0.9829999804496765,363.828,372.062,0.9980000257492065,275.446,468.997,0.9990000128746033,203.948,587.904,0.9919999837875366,147.835,707.825,1.0,107.684,851.933,0.996999979019165,83.929,980.769,0.9990000128746033,74.74,1124.144,0.996999979019165,82.936,1267.984,0.9990000128746033,106.383,1387.876,0.9879999756813049,114.91,1468.508,0.9959999918937683
167,451.931,300.242,0.9950000047683716,371.974,379.878,0.9980000257492065,283.878,475.81,0.9929999709129333,211.776,587.82,0.9980000257492065,148.051,708.207,1.0,107.663,851.926,0.996999979019165,83.778,980.059,0.9990000128746033,74.874,1124.468,0.9959999918937683,82.738,1267.68,0.9990000128746033,106.39,1387.885,0.9869999885559082,107.669,1468.288,0.9860000014305115
168,459.916,300.06,0.9779999852180481,371.924,379.944,0.9980000257492065,283.894,475.944,0.9919999837875366,211.838,580.273,0.9990000128746033,147.788,708.029,1.0,107.759,851.84,0.996999979019165,83.727,979.862,0.9990000128746033,75.046,1124.439,0.9959999918937683,82.96,1267.989,0.9990000128746033,99.509,1387.797,0.996999979019165,114.984,1468.498,0.9959999918937683
169,459.801,308.282,0.996999979019165,379.876,379.917,0.984000027179718,291.331,475.792,0.9990000128746033,211.968,580.337,0.9990000128746033,148.044,707.625,0.9990000128746033,107.747,851.74,0.996999979019165,83.639,979.786,0.9990000128746033,74.898,1131.908,0.9879999756813049,75.152,1260.06,0.9900000095367432,99.308,1387.807,0.996999979019165,114.997,1468.475,0.9959999918937683
170,468.086,308.246,0.9980000257492065,388.059,379.874,0.9980000257492065,291.546,476.125,0.9980000257492065,219.992,580.435,0.9929999709129333,147.931,708.414,0.9990000128746033,107.742,844.185,0.9869999885559082,83.626,979.931,0.9990000128746033,74.92,1131.921,0.9879999756813049,75.118,1260.022,0.9909999966621399,106.457,1387.841,0.9909999966621399,115.02,1468.548,0.9959999918937683
171,483.828,308.445,0.9980000257492065,395.836,379.944,0.9860000014305115,299.892,476.093,0.9900000095367432,219.95,580.161,0.9959999918937683,156.403,707.984,0.9980000257492065,107.762,844.194,0.9860000014305115,83.474,979.874,0.9990000128746033,67.804,1132.013,0.9950000047683716,75.04,1260.011,0.9890000224113464,106.518,1387.869,0.9900000095367432,115.126,1475.606,0.9990000128746033
172,491.936,316.057,0.9800000190734863,395.872,388.072,0.996999979019165,299.985,484.168,0.9959999918937683,227.6,579.821,1.0,148.025,708.061,1.0,107.78,844.168,0.9869999885559082,76.287,979.765,0.9980000257492065,67.737,1131.98,0.9950000047683716,75.191,1260.049,0.9900000095367432,99.489,1387.787,0.996999979019165,115.073,1468.492,0.9959999918937683
173,507.93,316.028,0.9819999933242798,411.944,387.772,0.996999979019165,323.765,467.842,0.9990000128746033,235.783,579.724,0.9950000047683716,156.265,700.666,0.9909999966621399,108.181,836.198,0.996999979019165,83.536,979.83,0.9990000128746033,67.524,1131.935,0.9950000047683716,75.228,1260.042,0.9909999966621399,99.291,1387.791,0.996999979019165,115.346,1476.715,0.9980000257492065
174,523.842,324.107,0.9959999918937683,427.867,387.905,0.9980000257492065,332.043,468.791,0.9959999918937683,243.8,571.877,0.9980000257492065,163.911,700.486,0.9990000128746033,107.929,844.215,0.9890000224113464,76.267,979.79,0.9980000257492065,67.672,1131.968,0.9950000047683716,74.684,1267.867,0.9980000257492065,99.486,1387.735,0.996999979019165,115.255,1476.409,0.9980000257492065
175,539.951,332.054,0.9769999980926514,451.951,379.956,0.9980000257492065,339.808,468.27,0.9990000128746033,243.909,571.869,0.9980000257492065,164.118,700.469,0.9990000128746033,108.254,835.928,0.996999979019165,76.211,979.791,0.9980000257492065,67.58,1124.27,0.9990000128746033,75.232,1260.04,0.9909999966621399,99.073,1387.731,0.996999979019165,115.241,1476.593,0.9980000257492065
176,555.852,340.166,0.996999979019165,459.809,387.923,0.996999979019165,363.878,459.722,0.9909999966621399,251.979,571.944,0.9919999837875366,172.959,692.855,0.9980000257492065,115.58,828.134,0.9980000257492065,76.059,980.045,0.9980000257492065,67.449,1131.886,0.9950000047683716,74.618,1267.724,0.996999979019165,98.854,1380.291,0.9990000128746033,115.269,1475.881,0.9990000128746033
177,563.854,340.124,0.9980000257492065,475.791,387.841,0.9980000257492065,363.903,468.078,0.996999979019165,259.74,571.871,0.9980000257492065,179.544,691.319,1.0,115.896,828.162,0.9980000257492065,76.228,972.258,0.9900000095367432,67.408,1124.242,0.9980000257492065,74.868,1259.934,0.9909999966621399,98.929,1380.738,0.9990000128746033,115.246,1475.707,0.9990000128746033
178,571.987,348.013,0.9829999804496765,475.825,387.912,0.996999979019165,371.627,459.659,0.9990000128746033,259.736,571.817,0.9980000257492065,179.461,691.537,1.0,115.387,828.064,0.9980000257492065,75.99,980.084,0.9980000257492065,67.483,1131.878,0.9940000176429749,74.784,1259.964,0.9900000095367432,98.902,1380.596,0.9990000128746033,115.343,1475.97,0.9980000257492065
179,579.851,348.16,0.996999979019165,819.754,355.344,0.9959999918937683,371.482,467.695,0.9990000128746033,259.753,571.759,0.9980000257492065,179.417,691.1,1.0,115.516,828.048,0.9980000257492065,75.966,980.089,0.9980000257492065,67.176,1124.458,0.9990000128746033,74.714,1259.934,0.9909999966621399,98.955,1380.665,0.9990000128746033,115.129,1476.068,0.9980000257492065
180,587.833,356.211,0.996999979019165,491.869,395.931,0.9829999804496765,371.851,468.259,0.9990000128746033,267.937,571.809,0.9919999837875366,180.024,684.633,0.9990000128746033,115.375,828.045,0.9980000257492065,75.783,979.974,0.9980000257492065,67.425,1131.913,0.9959999918937683,74.763,1259.976,0.9909999966621399,98.861,1380.5,0.9990000128746033,115.15,1484.471,0.9959999918937683
181,603.928,364.088,0.9760000109672546,507.823,403.878,0.9980000257492065,387.813,468.553,1.0,275.733,564.249,0.9990000128746033,180.392,684.638,0.9990000128746033,115.569,828.028,0.9980000257492065,75.894,972.09,0.9909999966621399,67.502,1131.949,0.9959999918937683,74.78,1259.967,0.9900000095367432,98.636,1380.366,0.9990000128746033,115.141,1476.442,0.9980000257492065
182,619.865,372.152,0.996999979019165,515.755,411.831,0.996999979019165,396.049,468.85,0.9980000257492065,283.913,564.13,0.996999979019165,188.046,684.398,0.9919999837875366,115.765,828.067,0.9980000257492065,75.839,972.036,0.9909999966621399,67.424,1131.869,0.9959999918937683,74.911,1260.016,0.9909999966621399,98.566,1380.182,0.9990000128746033,115.109,1476.438,0.9980000257492065
183,643.845,372.311,0.9980000257492065,532.053,411.826,0.9980000257492065,403.785,475.707,0.9980000257492065,283.819,563.751,0.9950000047683716,188.156,684.446,0.9919999837875366,115.723,828.003,0.9980000257492065,75.75,971.981,0.9909999966621399,67.412,1124.977,0.9990000128746033,74.425,1267.71,0.996999979019165,98.702,1387.757,0.9959999918937683,115.16,1476.445,0.9980000257492065
184,723.604,435.761,0.9959999918937683,539.856,411.891,0.9869999885559082,403.607,475.82,0.9980000257492065,291.791,563.488,1.0,188.765,676.779,0.9980000257492065,115.623,828.036,0.996999979019165,75.689,971.956,0.9900000095367432,67.041,1124.155,0.9990000128746033,74.52,1267.731,0.9980000257492065,98.975,1387.726,0.9959999918937683,115.323,1484.414,0.9959999918937683
185,659.723,387.885,0.996999979019165,548.056,419.687,0.9990000128746033,411.953,475.8,0.9919999837875366,291.932,562.962,1.0,188.895,676.547,0.9980000257492065,115.233,820.475,0.9990000128746033,75.665,971.963,0.9900000095367432,66.825,1123.994,0.9990000128746033,74.719,1267.969,0.9980000257492065,99.103,1387.738,0.9959999918937683,115.273,1484.433,0.9950000047683716
186,675.764,388.34,0.9980000257492065,555.844,419.831,0.996999979019165,419.542,475.82,0.9950000047683716,299.729,563.684,0.9959999918937683,188.886,676.573,0.9980000257492065,115.375,828.05,0.996999979019165,75.64,971.935,0.9900000095367432,59.197,1124.144,0.9980000257492065,74.698,1268.009,0.9980000257492065,99.126,1387.761,0.9959999918937683,115.211,1484.454,0.9950000047683716
187,667.991,396.01,0.9819999933242798,563.837,419.987,0.9990000128746033,427.891,476.028,0.9909999966621399,299.868,563.949,0.996999979019165,195.63,675.792,1.0,115.273,820.456,0.9990000128746033,75.653,972.011,0.9890000224113464,67.434,1131.962,0.9959999918937683,74.654,1268.124,0.996999979019165,99.045,1387.753,0.996999979019165,115.204,1484.468,0.9950000047683716
188,675.459,404.391,0.996999979019165,563.833,427.875,0.9980000257492065,292.114,83.797,0.6980000138282776,307.824,555.682,0.9980000257492065,195.875,675.564,1.0,115.432,820.277,0.9990000128746033,75.657,971.974,0.9890000224113464,67.176,1124.705,0.9990000128746033,74.526,1267.98,0.996999979019165,99.107,1387.75,0.9959999918937683,115.264,1484.472,0.9950000047683716
189,675.771,412.167,0.9959999918937683,571.834,427.923,0.9850000143051147,443.864,475.903,0.9309999942779541,307.745,555.725,0.9980000257492065,195.684,675.488,1.0,115.324,819.904,0.9990000128746033,75.559,971.906,0.9900000095367432,66.832,1123.87,0.9990000128746033,74.646,1268.044,0.9959999918937683,99.121,1387.739,0.9959999918937683,115.342,1484.488,0.9959999918937683
190,683.738,420.331,0.9890000224113464,579.913,435.58,0.9990000128746033,443.915,476.014,0.9879999756813049,315.92,555.804,0.9909999966621399,195.995,675.095,1.0,115.411,819.964,0.9990000128746033,75.476,971.83,0.9900000095367432,58.723,1123.97,0.9980000257492065,74.776,1276.033,0.9890000224113464,99.064,1387.771,0.9959999918937683,115.335,1484.486,0.9950000047683716
191,731.936,443.917,0.9269999861717224,587.846,435.823,0.9959999918937683,459.86,475.898,0.949999988079071,315.918,555.803,0.9900000095367432,196.445,668.687,0.9990000128746033,115.992,812.206,0.996999979019165,75.532,971.809,0.9909999966621399,58.822,1123.996,0.9980000257492065,74.637,1268.179,0.996999979019165,98.8,1387.691,0.996999979019165,115.506,1484.418,0.9959999918937683
192,724.042,444.099,0.9940000176429749,603.823,443.899,0.9860000014305115,467.905,476.012,0.9739999771118164,323.792,547.956,1.0,204.344,660.665,0.9980000257492065,115.701,819.407,0.9990000128746033,75.818,964.662,0.9980000257492065,58.776,1123.874,0.9980000257492065,68.546,1268.785,0.9990000128746033,99.109,1387.755,0.996999979019165,115.359,1484.419,0.9959999918937683
193,732.004,460.005,0.984000027179718,611.712,451.758,0.9990000128746033,483.777,483.942,0.9929999709129333,331.908,555.795,0.9900000095367432,204.131,668.4,0.9909999966621399,115.609,819.757,0.9990000128746033,68.239,965.12,0.9980000257492065,58.765,1124.002,0.9980000257492065,74.683,1275.934,0.9890000224113464,99.045,1387.743,0.9959999918937683,115.249,1484.401,0.9959999918937683
194,739.946,460.176,0.9959999918937683,628.098,459.936,0.9980000257492065,483.792,484.398,0.9990000128746033,339.768,555.695,0.9980000257492065,204.28,668.279,0.9909999966621399,115.854,819.551,0.9990000128746033,68.188,965.335,0.9980000257492065,58.843,1124.237,0.9980000257492065,74.668,1275.978,0.9890000224113464,99.251,1387.839,0.9959999918937683,115.341,1484.396,0.9959999918937683
195,740.001,468.03,0.9990000128746033,627.733,467.567,0.9990000128746033,499.739,491.624,0.9980000257492065,339.846,555.824,0.9980000257492065,204.292,668.204,0.9900000095367432,108.213,820.008,0.996999979019165,67.812,964.785,0.9980000257492065,58.739,1124.16,0.9980000257492065,67.311,1275.891,0.996999979019165,99.157,1387.773,0.9959999918937683,115.397,1484.478,0.9959999918937683
196,755.465,468.178,0.9980000257492065,643.9,467.72,0.9990000128746033,507.896,491.862,0.9909999966621399,347.988,548.341,0.996999979019165,213.082,660.024,1.0,115.833,812.193,0.996999979019165,68.142,964.578,0.9990000128746033,58.746,1124.217,0.9980000257492065,74.523,1275.906,0.9860000014305115,98.629,1396.051,0.9990000128746033,115.393,1484.497,0.9959999918937683
197,755.321,476.142,0.9890000224113464,643.516,475.882,0.9950000047683716,507.971,484.879,0.8700000047683716,355.78,547.876,1.0,212.561,659.48,1.0,116.072,812.187,0.9959999918937683,68.14,964.333,0.9990000128746033,58.967,1124.179,0.996999979019165,68.452,1268.936,0.9990000128746033,99.39,1387.825,0.9959999918937683,115.474,1484.45,0.9950000047683716
