scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
76,316.676,183.977,1.0,317.72,201.072,1.0,319.836,209.757,1.0,321.264,223.392,1.0,317.556,236.24,1.0,316.652,261.322,1.0,318.183,275.899,1.0,319.927,296.467,1.0,319.885,314.915,1.0,319.445,330.994,1.0,324.503,348.62,1.0,321.33,360.096,1.0
77,316.743,183.952,1.0,317.937,201.072,1.0,320.052,209.719,1.0,321.433,223.359,1.0,317.716,236.384,1.0,316.852,261.257,1.0,318.34,275.943,1.0,319.9,296.562,1.0,319.812,314.893,1.0,319.455,331.029,1.0,324.349,348.581,1.0,321.381,360.015,1.0
78,316.693,183.995,1.0,317.819,201.021,1.0,319.967,209.721,1.0,321.38,223.321,1.0,317.707,236.368,1.0,316.951,261.305,1.0,318.358,275.927,1.0,319.884,296.413,1.0,319.885,314.665,1.0,319.583,330.788,1.0,324.499,348.552,1.0,321.457,360.022,1.0
79,316.727,183.935,1.0,317.798,200.968,1.0,319.922,209.554,1.0,321.483,223.182,1.0,317.848,236.191,1.0,316.944,261.035,1.0,318.389,275.705,1.0,319.892,296.156,1.0,319.81,314.466,1.0,319.507,330.873,1.0,324.462,348.776,1.0,321.443,360.205,1.0
80,316.746,184.111,1.0,317.836,201.058,1.0,320.019,209.662,1.0,321.509,223.203,1.0,317.889,236.339,1.0,317.06,261.11,1.0,318.618,275.728,1.0,319.86,296.297,1.0,319.752,314.558,1.0,319.591,330.997,1.0,324.354,348.852,1.0,321.361,360.31,1.0
81,316.79,184.187,1.0,317.852,201.155,1.0,319.93,209.808,1.0,321.37,223.477,1.0,317.758,236.382,1.0,316.836,261.339,1.0,318.647,275.596,1.0,319.858,296.357,1.0,319.726,314.719,1.0,319.702,331.062,1.0,324.141,349.001,1.0,321.26,360.381,1.0
82,316.813,184.231,1.0,317.885,201.15,1.0,319.902,209.948,1.0,321.358,223.476,1.0,317.719,236.537,1.0,317.022,261.301,1.0,318.53,275.853,1.0,320.042,296.394,1.0,319.809,314.815,1.0,319.716,331.131,1.0,324.072,349.117,1.0,321.199,360.369,1.0
83,316.753,184.198,1.0,317.869,201.022,1.0,319.92,209.962,1.0,321.243,223.543,1.0,317.732,236.501,1.0,316.958,261.387,1.0,318.596,275.913,1.0,320.024,296.438,1.0,319.811,314.812,1.0,319.7,331.095,1.0,324.11,349.012,1.0,321.197,360.271,1.0
84,316.625,184.249,1.0,317.945,201.075,1.0,319.548,209.823,1.0,320.897,223.475,1.0,317.562,236.281,1.0,316.814,261.553,1.0,318.419,275.889,1.0,319.865,296.621,1.0,319.354,314.875,1.0,319.187,324.619,1.0,323.58,349.356,1.0,321.477,360.205,1.0
85,316.584,184.104,1.0,317.84,200.997,1.0,319.626,209.69,1.0,321.11,223.234,1.0,317.614,236.15,1.0,316.888,261.37,1.0,318.355,275.831,1.0,319.94,296.729,1.0,319.41,314.874,1.0,319.087,324.655,1.0,323.707,349.278,1.0,321.747,360.355,1.0
86,316.676,184.121,1.0,317.885,200.987,1.0,319.738,209.688,1.0,321.142,223.369,1.0,317.603,236.213,1.0,316.745,261.523,1.0,318.49,275.937,1.0,319.979,296.799,1.0,319.309,315.028,1.0,319.063,324.515,1.0,323.591,349.321,1.0,321.645,360.346,1.0
87,316.663,184.196,1.0,317.894,201.092,1.0,319.751,209.75,1.0,321.036,223.427,1.0,317.636,236.356,1.0,316.885,261.687,1.0,318.649,276.155,1.0,319.894,296.996,1.0,319.194,315.409,1.0,318.95,324.618,1.0,323.637,349.607,1.0,321.599,360.448,1.0
88,316.607,184.086,1.0,317.96,200.965,1.0,319.809,209.461,1.0,321.298,223.117,1.0,317.797,236.158,1.0,316.896,261.43,1.0,318.579,276.02,1.0,319.873,297.071,1.0,319.28,315.469,1.0,318.976,324.676,1.0,323.712,349.757,1.0,321.621,360.531,1.0
89,316.59,184.144,1.0,317.784,200.744,1.0,319.794,209.571,1.0,321.036,223.43,1.0,317.681,236.405,1.0,316.96,261.632,1.0,318.748,276.11,1.0,319.919,297.243,1.0,319.272,315.181,1.0,319.002,324.794,1.0,323.571,349.938,1.0,321.56,360.465,1.0
90,316.535,184.073,1.0,317.719,200.735,1.0,319.784,209.466,1.0,321.049,223.257,1.0,317.735,236.307,1.0,317.091,261.625,1.0,318.743,276.051,1.0,319.961,297.247,1.0,319.327,315.141,1.0,319.042,324.851,1.0,323.639,349.816,1.0,321.585,360.383,1.0
91,316.593,184.052,1.0,317.734,200.735,1.0,319.767,209.393,1.0,320.96,223.262,1.0,317.691,236.308,1.0,316.969,261.676,1.0,318.744,276.234,1.0,320.007,297.292,1.0,319.315,315.291,1.0,319.01,324.968,1.0,323.748,349.801,1.0,321.489,360.399,1.0
92,316.649,184.109,1.0,317.763,200.779,1.0,319.766,209.518,1.0,320.832,223.458,1.0,317.602,236.308,1.0,316.752,261.65,1.0,318.424,276.022,1.0,319.945,297.025,1.0,319.356,315.287,1.0,319.031,324.744,1.0,323.814,349.597,1.0,321.519,360.42,1.0
93,316.755,184.229,1.0,317.85,200.885,1.0,319.789,209.74,1.0,320.931,223.628,1.0,317.604,236.505,1.0,316.837,261.762,1.0,322.516,278.726,1.0,319.965,297.224,1.0,319.308,315.477,1.0,319.011,324.821,1.0,323.865,349.852,1.0,321.451,360.335,1.0
94,316.719,184.186,1.0,317.842,200.839,1.0,319.8,209.62,1.0,321.071,223.511,1.0,317.681,236.453,1.0,317.047,261.667,1.0,318.567,276.334,1.0,319.999,297.212,1.0,319.286,315.429,1.0,319.022,324.831,1.0,323.831,349.726,1.0,321.395,360.324,1.0
95,316.65,184.034,1.0,317.737,200.69,1.0,319.775,209.361,1.0,321.134,223.314,1.0,317.762,236.402,1.0,317.008,261.714,1.0,318.61,276.537,1.0,319.949,297.32,1.0,319.178,315.558,1.0,319.004,324.821,1.0,323.784,349.69,1.0,321.371,360.349,1.0
96,316.949,184.276,1.0,317.994,201.263,1.0,319.849,209.779,1.0,321.246,223.525,1.0,317.801,236.235,1.0,316.691,261.346,1.0,318.427,275.416,1.0,319.774,296.386,1.0,319.744,314.655,1.0,319.626,331.114,1.0,323.862,348.702,1.0,321.305,359.99,1.0
97,316.719,184.038,1.0,317.783,201.082,1.0,319.735,209.549,1.0,321.327,223.137,1.0,317.947,236.011,1.0,316.651,261.182,1.0,318.521,275.439,1.0,319.834,296.674,1.0,319.751,314.683,1.0,319.598,331.126,1.0,323.987,348.609,1.0,321.351,359.769,1.0
98,316.71,183.996,1.0,317.824,200.937,1.0,319.825,209.476,1.0,321.202,223.372,1.0,317.854,236.129,1.0,316.648,261.395,1.0,318.542,275.435,1.0,319.884,296.731,1.0,319.726,314.917,1.0,319.663,331.43,1.0,323.883,349.033,1.0,321.273,359.729,1.0
99,316.673,183.969,1.0,317.838,200.964,1.0,319.804,209.351,1.0,321.291,223.243,1.0,317.84,235.968,1.0,316.614,261.23,1.0,318.406,275.39,1.0,319.779,296.532,1.0,319.821,314.891,1.0,319.141,324.007,1.0,323.807,349.355,1.0,321.209,359.812,1.0
100,316.695,184.074,1.0,317.747,201.04,1.0,319.796,209.663,1.0,321.251,223.43,1.0,317.699,236.221,1.0,316.665,261.551,1.0,318.512,275.732,1.0,319.873,296.686,1.0,319.624,314.913,1.0,319.16,323.958,1.0,323.776,349.088,1.0,321.198,359.83,1.0
101,316.66,184.113,1.0,317.748,201.028,1.0,319.878,209.691,1.0,321.156,223.447,1.0,317.707,236.251,1.0,316.781,261.326,1.0,318.413,275.64,1.0,319.864,296.507,1.0,319.775,314.846,1.0,319.619,331.252,1.0,323.833,349.001,1.0,321.315,359.756,1.0
102,316.725,184.143,1.0,317.751,200.993,1.0,319.898,209.703,1.0,321.087,223.569,1.0,317.626,236.191,1.0,316.624,261.383,1.0,322.723,278.334,1.0,319.811,296.852,1.0,319.571,315.071,1.0,319.159,324.044,1.0,323.696,348.997,1.0,321.264,359.815,1.0
103,316.784,184.272,1.0,317.829,201.1,1.0,319.943,209.84,1.0,321.083,223.842,1.0,317.547,236.363,1.0,316.584,261.365,1.0,322.735,278.465,1.0,319.767,296.942,1.0,319.503,315.075,1.0,319.16,324.054,1.0,323.686,348.995,1.0,321.184,359.929,1.0
104,316.819,184.33,1.0,317.852,201.1,1.0,319.924,209.868,1.0,321.085,223.846,1.0,317.508,236.394,1.0,316.594,261.483,1.0,322.694,278.501,1.0,319.843,296.96,1.0,319.472,315.1,1.0,319.13,324.045,1.0,323.617,349.065,1.0,321.067,359.866,1.0
105,316.797,184.336,1.0,317.868,201.053,1.0,319.873,209.714,1.0,321.074,223.864,1.0,317.603,236.475,1.0,316.613,261.533,1.0,318.597,275.881,1.0,319.819,297.021,1.0,319.474,315.183,1.0,319.03,324.077,1.0,323.531,349.352,1.0,320.971,359.912,1.0
106,316.762,184.328,1.0,317.829,201.06,1.0,319.974,209.818,1.0,320.909,224.01,1.0,317.593,236.404,1.0,316.494,261.525,1.0,322.717,278.452,1.0,319.872,296.848,1.0,319.524,315.069,1.0,319.075,324.118,1.0,323.552,349.26,1.0,321.039,360.016,1.0
107,316.749,184.202,1.0,317.804,201.048,1.0,319.899,209.904,1.0,320.941,224.084,1.0,317.557,236.604,1.0,316.648,261.735,1.0,318.411,275.89,1.0,319.971,296.953,1.0,319.64,315.045,1.0,319.161,324.037,1.0,323.609,349.22,1.0,321.057,360.073,1.0
108,316.607,184.054,1.0,317.792,201.128,1.0,319.903,209.593,1.0,321.516,223.087,1.0,317.853,236.128,1.0,316.873,261.218,1.0,318.079,275.447,1.0,319.872,296.349,1.0,319.55,314.783,1.0,319.305,324.346,1.0,323.352,348.512,1.0,320.907,360.255,1.0
109,316.626,184.073,1.0,317.8,201.152,1.0,319.873,209.798,1.0,321.389,223.234,1.0,317.753,236.23,1.0,316.951,261.456,1.0,318.139,275.663,1.0,319.878,296.603,1.0,319.434,314.933,1.0,319.276,324.438,1.0,323.35,348.696,1.0,320.875,360.423,1.0
110,316.696,184.238,1.0,317.959,201.231,1.0,319.952,209.821,1.0,321.326,223.339,1.0,317.852,236.232,1.0,316.89,261.257,1.0,318.134,275.72,1.0,319.86,296.583,1.0,319.3,314.98,1.0,319.091,324.334,1.0,323.302,348.819,1.0,320.887,360.411,1.0
111,316.598,184.088,1.0,317.95,201.162,1.0,319.903,209.732,1.0,321.415,223.217,1.0,317.896,236.145,1.0,316.865,261.302,1.0,318.126,275.687,1.0,319.905,296.581,1.0,319.334,315.072,1.0,319.135,324.303,1.0,323.288,349.124,1.0,321.011,360.061,1.0
112,316.615,184.104,1.0,317.99,201.132,1.0,319.948,209.67,1.0,321.366,223.217,1.0,317.83,236.113,1.0,316.781,261.193,1.0,318.018,275.584,1.0,319.871,296.446,1.0,319.352,314.928,1.0,319.012,324.154,1.0,323.334,349.151,1.0,320.994,360.105,1.0
113,316.625,184.049,1.0,317.959,201.103,1.0,319.836,209.644,1.0,321.4,223.174,1.0,317.826,236.168,1.0,316.904,261.369,1.0,317.969,275.78,1.0,319.9,296.669,1.0,319.438,315.105,1.0,319.131,324.265,1.0,323.362,349.125,1.0,321.084,359.986,1.0
114,316.675,184.115,1.0,318.044,201.121,1.0,319.93,209.555,1.0,321.528,223.04,1.0,317.913,236.082,1.0,316.951,261.244,1.0,318.109,275.518,1.0,319.904,296.471,1.0,319.536,314.84,1.0,319.181,324.129,1.0,323.5,348.766,1.0,321.117,359.816,1.0
115,316.761,184.288,1.0,318.121,201.251,1.0,319.973,209.575,1.0,321.521,223.162,1.0,317.905,236.149,1.0,316.947,261.263,1.0,317.966,275.697,1.0,319.849,296.595,1.0,319.506,314.877,1.0,319.191,324.188,1.0,323.509,348.779,1.0,321.1,359.842,1.0
116,316.7,184.198,1.0,317.983,201.165,1.0,319.933,209.489,1.0,321.536,223.078,1.0,317.903,236.078,1.0,316.928,261.211,1.0,318.09,275.599,1.0,319.878,296.494,1.0,319.507,314.95,1.0,319.199,324.139,1.0,323.577,348.875,1.0,321.14,359.849,1.0
117,316.692,184.217,1.0,317.978,201.187,1.0,319.934,209.499,1.0,321.532,223.158,1.0,317.889,236.133,1.0,316.943,261.334,1.0,318.125,275.538,1.0,319.871,296.537,1.0,319.447,314.907,1.0,319.226,324.394,1.0,323.571,348.979,1.0,321.154,360.064,1.0
118,316.717,184.24,1.0,318.003,201.19,1.0,319.962,209.52,1.0,321.562,223.09,1.0,317.942,236.169,1.0,317.005,261.36,1.0,318.169,275.834,1.0,319.9,296.606,1.0,319.31,315.075,1.0,319.114,324.418,1.0,323.375,348.948,1.0,321.052,360.096,1.0
119,316.758,184.254,1.0,318.043,201.224,1.0,319.978,209.58,1.0,321.541,223.192,1.0,317.945,236.309,1.0,317.002,261.543,1.0,318.249,275.946,1.0,319.933,296.77,1.0,319.253,315.125,1.0,319.124,324.374,1.0,323.38,349.004,1.0,321.077,360.025,1.0
120,316.627,184.084,1.0,317.785,200.647,1.0,320.025,209.561,1.0,321.045,223.775,1.0,317.713,236.529,1.0,316.707,261.751,1.0,322.311,279.037,1.0,319.548,296.867,1.0,319.238,315.219,1.0,318.821,324.361,1.0,323.824,348.83,1.0,321.178,360.364,1.0
121,316.625,184.114,1.0,317.779,200.647,1.0,320.1,209.556,1.0,321.098,223.498,1.0,317.75,236.428,1.0,316.734,261.617,1.0,318.488,276.582,1.0,319.581,296.77,1.0,319.18,315.172,1.0,318.815,324.285,1.0,323.76,348.763,1.0,321.179,360.34,1.0
122,316.753,184.279,1.0,317.989,200.875,1.0,320.065,209.841,1.0,321.239,223.664,1.0,317.849,236.542,1.0,316.645,261.776,1.0,318.553,276.782,1.0,319.729,297.099,1.0,319.225,315.315,1.0,318.771,324.335,1.0,323.715,348.864,1.0,321.232,360.345,1.0
123,316.777,184.221,1.0,317.93,200.83,1.0,320.137,209.775,1.0,321.243,223.543,1.0,317.803,236.486,1.0,316.727,261.739,1.0,318.543,276.739,1.0,319.772,297.033,1.0,319.309,315.197,1.0,318.796,324.278,1.0,323.804,348.925,1.0,321.19,360.222,1.0
124,316.704,184.12,1.0,317.876,200.805,1.0,320.068,209.715,1.0,321.244,223.333,1.0,317.888,236.327,1.0,316.79,261.595,1.0,318.48,276.274,1.0,319.749,296.747,1.0,319.356,315.059,1.0,318.876,324.507,1.0,323.72,348.949,1.0,321.236,360.279,1.0
125,316.686,184.173,1.0,317.909,200.867,1.0,319.967,209.778,1.0,321.281,223.332,1.0,317.897,236.302,1.0,316.732,261.454,1.0,318.439,276.237,1.0,319.776,296.706,1.0,319.338,315.134,1.0,318.922,324.473,1.0,323.707,348.988,1.0,321.246,360.302,1.0
126,316.726,184.234,1.0,317.947,200.937,1.0,319.985,209.912,1.0,321.185,223.511,1.0,317.737,236.311,1.0,316.589,261.444,1.0,318.244,276.119,1.0,319.772,296.636,1.0,319.358,315.173,1.0,318.856,324.427,1.0,323.624,349.055,1.0,321.266,360.277,1.0
127,316.702,184.253,1.0,317.874,200.886,1.0,319.955,209.803,1.0,321.052,223.599,1.0,317.665,236.427,1.0,316.512,261.531,1.0,318.241,276.186,1.0,319.782,296.498,1.0,319.401,315.044,1.0,318.777,324.122,1.0,323.585,349.112,1.0,321.069,360.12,1.0
128,316.759,184.256,1.0,317.982,200.838,1.0,319.94,209.868,1.0,321.199,223.4,1.0,317.706,236.426,1.0,316.686,261.549,1.0,318.473,276.399,1.0,319.841,296.707,1.0,319.398,315.116,1.0,318.83,324.231,1.0,323.909,348.744,1.0,321.155,360.117,1.0
129,316.681,184.301,1.0,317.96,200.897,1.0,319.96,209.902,1.0,321.129,223.67,1.0,317.618,236.585,1.0,316.846,261.818,1.0,318.436,276.595,1.0,319.87,296.926,1.0,319.52,315.266,1.0,318.92,324.386,1.0,323.769,348.752,1.0,321.238,360.084,1.0
130,316.597,184.179,1.0,317.849,200.923,1.0,319.827,209.821,1.0,321.115,223.611,1.0,317.613,236.426,1.0,316.712,261.781,1.0,322.603,278.739,1.0,319.836,296.917,1.0,319.403,315.2,1.0,318.937,324.678,1.0,323.655,348.835,1.0,321.218,360.165,1.0
131,316.576,184.144,1.0,317.827,200.916,1.0,319.838,209.843,1.0,321.086,223.623,1.0,317.531,236.364,1.0,316.557,261.779,1.0,322.774,278.631,1.0,319.858,296.81,1.0,319.435,315.036,1.0,319.029,324.581,1.0,323.651,348.872,1.0,321.176,360.176,1.0
132,316.611,184.153,1.0,317.733,200.928,1.0,319.777,209.48,1.0,321.517,222.83,1.0,317.878,235.996,1.0,317.154,261.095,1.0,318.381,275.766,1.0,319.67,296.114,1.0,319.736,314.789,1.0,319.644,331.412,1.0,324.094,348.989,1.0,321.335,359.9,1.0
133,316.682,184.349,1.0,317.8,201.098,1.0,319.853,209.814,1.0,321.32,223.245,1.0,317.841,236.198,1.0,317.195,261.144,1.0,318.533,275.278,1.0,319.695,296.134,1.0,319.72,314.761,1.0,319.099,323.96,1.0,324.004,349.184,1.0,321.379,359.967,1.0
134,316.657,184.285,1.0,317.76,201.054,1.0,319.809,209.758,1.0,321.3,223.199,1.0,317.739,236.076,1.0,317.025,261.385,1.0,318.601,275.393,1.0,319.652,296.236,1.0,319.547,314.942,1.0,319.47,331.69,1.0,323.932,349.143,1.0,321.327,360.031,1.0
135,316.714,184.341,1.0,317.786,201.024,1.0,319.777,209.853,1.0,321.155,223.358,1.0,317.768,236.229,1.0,316.956,261.435,1.0,318.531,275.514,1.0,319.623,296.315,1.0,319.484,314.937,1.0,319.474,331.761,1.0,323.827,349.103,1.0,321.29,359.829,1.0
136,316.671,184.331,1.0,317.741,201.073,1.0,319.716,209.958,1.0,321.084,223.37,1.0,317.668,236.211,1.0,316.909,261.274,1.0,318.425,275.182,1.0,319.665,295.98,1.0,319.742,314.684,1.0,319.382,331.231,1.0,323.896,349.1,1.0,321.335,359.834,1.0
137,316.664,184.333,1.0,317.698,201.059,1.0,319.704,209.874,1.0,321.173,223.323,1.0,317.756,236.236,1.0,316.895,261.309,1.0,318.528,275.433,1.0,319.752,296.206,1.0,319.718,314.891,1.0,319.415,331.497,1.0,323.895,349.221,1.0,321.379,359.817,1.0
138,316.694,184.366,1.0,317.739,201.059,1.0,319.7,209.91,1.0,321.204,223.329,1.0,317.807,236.304,1.0,316.91,261.433,1.0,318.441,275.62,1.0,319.726,296.318,1.0,319.662,315.021,1.0,319.46,331.638,1.0,323.902,349.306,1.0,321.409,359.867,1.0
139,316.671,184.229,1.0,317.707,200.975,1.0,319.595,209.849,1.0,321.009,223.448,1.0,317.719,236.38,1.0,316.804,261.416,1.0,318.404,275.541,1.0,319.684,296.304,1.0,319.547,315.036,1.0,319.384,331.666,1.0,323.856,349.245,1.0,321.344,359.898,1.0
140,316.717,184.342,1.0,317.761,201.046,1.0,319.652,209.98,1.0,321.062,223.542,1.0,317.663,236.431,1.0,316.872,261.516,1.0,318.49,275.77,1.0,319.684,296.446,1.0,319.511,315.143,1.0,319.326,331.672,1.0,323.812,349.399,1.0,321.4,360.017,1.0
141,316.732,184.35,1.0,317.903,200.977,1.0,319.758,209.805,1.0,321.112,223.448,1.0,317.789,236.438,1.0,316.925,261.612,1.0,318.71,275.801,1.0,319.695,296.563,1.0,319.608,315.01,1.0,319.231,331.693,1.0,323.811,349.594,1.0,321.381,360.09,1.0
142,316.696,184.32,1.0,317.869,200.916,1.0,319.754,209.677,1.0,321.2,223.355,1.0,317.907,236.388,1.0,317.028,261.514,1.0,318.66,275.965,1.0,319.736,296.687,1.0,319.506,315.037,1.0,318.905,324.253,1.0,323.814,349.675,1.0,321.412,360.1,1.0
143,316.695,184.353,1.0,317.7,200.986,1.0,319.758,209.857,1.0,321.259,223.294,1.0,317.923,236.362,1.0,317.054,261.66,1.0,318.579,275.879,1.0,319.672,296.807,1.0,319.503,315.033,1.0,318.924,324.169,1.0,323.716,349.663,1.0,321.467,360.122,1.0
144,316.66,184.197,1.0,317.771,200.976,1.0,319.745,209.838,1.0,320.98,223.619,1.0,317.546,236.296,1.0,316.682,261.635,1.0,318.076,276.049,1.0,319.653,296.413,1.0,319.473,315.25,1.0,318.959,324.402,1.0,324.167,349.228,1.0,321.323,360.739,1.0
145,316.617,184.117,1.0,317.675,200.974,1.0,319.728,209.749,1.0,320.966,223.5,1.0,317.607,236.157,1.0,316.476,261.717,1.0,322.514,278.696,1.0,319.75,296.611,1.0,319.511,315.303,1.0,319.14,324.647,1.0,324.083,349.121,1.0,321.36,360.707,1.0
146,316.559,183.978,1.0,317.688,200.931,1.0,319.679,209.577,1.0,320.922,223.387,1.0,317.652,236.086,1.0,316.593,261.573,1.0,322.782,278.538,1.0,319.663,296.451,1.0,319.553,314.987,1.0,319.095,324.398,1.0,324.261,349.039,1.0,321.344,360.515,1.0
147,316.583,184.072,1.0,317.713,200.976,1.0,319.636,209.659,1.0,321.005,223.377,1.0,317.634,236.052,1.0,316.631,261.627,1.0,322.71,278.554,1.0,319.676,296.55,1.0,319.446,315.166,1.0,319.091,324.497,1.0,324.208,349.138,1.0,321.303,360.391,1.0
148,316.568,184.092,1.0,317.75,200.965,1.0,319.7,209.596,1.0,321.111,223.204,1.0,317.67,235.967,1.0,316.608,261.487,1.0,318.258,275.672,1.0,319.663,296.432,1.0,319.438,315.039,1.0,319.063,324.467,1.0,324.189,349.137,1.0,321.334,360.436,1.0
149,316.603,184.178,1.0,317.762,201.044,1.0,319.699,209.694,1.0,321.106,223.351,1.0,317.708,236.075,1.0,316.559,261.486,1.0,318.167,275.774,1.0,319.586,296.285,1.0,319.44,315.022,1.0,318.934,324.13,1.0,324.163,349.056,1.0,321.28,360.292,1.0
150,316.608,184.187,1.0,317.76,201.091,1.0,319.677,209.752,1.0,321.062,223.542,1.0,317.607,236.294,1.0,316.61,261.875,1.0,318.447,276.37,1.0,319.697,296.709,1.0,319.369,315.351,1.0,318.826,324.458,1.0,323.971,349.386,1.0,321.24,360.527,1.0
151,316.508,184.153,1.0,317.616,200.971,1.0,319.71,209.608,1.0,321.054,223.492,1.0,317.607,236.182,1.0,316.616,261.839,1.0,318.38,276.325,1.0,319.696,296.86,1.0,319.258,315.375,1.0,318.957,324.651,1.0,323.955,349.347,1.0,321.297,360.526,1.0
152,316.634,184.184,1.0,317.802,201.029,1.0,319.833,209.632,1.0,321.156,223.579,1.0,317.748,236.318,1.0,316.669,261.935,1.0,318.532,276.485,1.0,319.822,297.022,1.0,319.327,315.546,1.0,318.982,324.829,1.0,323.869,349.459,1.0,321.273,360.558,1.0
153,316.558,184.205,1.0,317.703,201.033,1.0,319.823,209.634,1.0,321.255,223.436,1.0,317.749,236.161,1.0,316.651,261.715,1.0,318.459,276.245,1.0,319.858,296.913,1.0,319.375,315.383,1.0,319.06,324.717,1.0,324.014,349.257,1.0,321.387,360.33,1.0
154,316.59,184.245,1.0,317.721,201.045,1.0,319.774,209.682,1.0,321.188,223.351,1.0,317.667,235.996,1.0,316.498,261.442,1.0,318.222,275.837,1.0,319.721,296.517,1.0,319.469,315.089,1.0,319.037,324.479,1.0,324.101,349.214,1.0,321.322,360.329,1.0
155,316.542,184.14,1.0,317.628,200.975,1.0,319.758,209.55,1.0,321.191,223.332,1.0,317.661,235.926,1.0,316.526,261.457,1.0,318.2,275.919,1.0,319.72,296.651,1.0,319.459,315.245,1.0,319.029,324.568,1.0,324.029,349.304,1.0,321.285,360.358,1.0
156,316.688,183.914,1.0,317.967,200.924,1.0,319.818,209.482,1.0,321.407,223.184,1.0,317.748,236.168,1.0,316.806,261.698,1.0,318.317,275.686,1.0,319.555,296.363,1.0,319.645,314.998,1.0,319.022,324.126,1.0,323.58,348.677,1.0,321.146,360.303,1.0
157,316.752,184.214,1.0,317.901,201.142,1.0,319.565,209.737,1.0,321.078,223.507,1.0,317.585,236.413,1.0,316.906,261.802,1.0,318.489,275.956,1.0,319.751,296.526,1.0,319.671,315.121,1.0,318.897,324.155,1.0,323.478,348.607,1.0,321.117,360.106,1.0
158,316.749,184.269,1.0,317.975,201.076,1.0,319.693,209.729,1.0,321.003,223.632,1.0,317.605,236.401,1.0,316.884,261.883,1.0,318.588,275.991,1.0,319.679,296.736,1.0,319.521,315.276,1.0,318.851,324.18,1.0,323.473,349.186,1.0,321.056,360.314,1.0
159,316.816,184.298,1.0,318.002,201.182,1.0,319.7,209.785,1.0,320.976,223.735,1.0,317.484,236.569,1.0,316.751,262.105,1.0,318.501,276.03,1.0,319.792,296.85,1.0,319.615,315.301,1.0,318.903,324.363,1.0,323.731,348.978,1.0,321.19,360.213,1.0
160,316.641,184.175,1.0,317.915,201.035,1.0,319.665,209.632,1.0,321.041,223.638,1.0,317.573,236.564,1.0,316.816,262.043,1.0,318.504,275.947,1.0,319.757,296.829,1.0,319.663,315.187,1.0,318.796,324.43,1.0,323.441,349.053,1.0,321.076,360.344,1.0
161,316.573,184.105,1.0,317.902,201.004,1.0,319.678,209.489,1.0,321.159,223.492,1.0,317.588,236.474,1.0,316.822,261.997,1.0,318.569,276.207,1.0,319.88,297.075,1.0,319.631,315.315,1.0,318.788,324.528,1.0,323.529,349.117,1.0,321.223,360.317,1.0
162,316.562,184.138,1.0,317.873,201.015,1.0,319.754,209.657,1.0,320.982,223.669,1.0,317.412,236.493,1.0,316.775,262.102,1.0,318.57,276.277,1.0,319.854,297.193,1.0,319.543,315.45,1.0,318.69,324.644,1.0,323.417,349.059,1.0,321.31,360.427,1.0
