scorer,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000
122,171.939,308.01,0.9480000138282776,147.99,396.102,0.9599999785423279,131.891,540.175,0.9919999837875366,115.81,660.009,0.9449999928474426,107.901,772.203,0.9879999756813049,98.66,884.341,0.9980000257492065,91.468,1019.867,0.9490000009536743,90.992,1131.711,0.9810000061988831,98.269,1235.733,0.9980000257492065,106.764,1379.883,0.9950000047683716,114.888,1459.809,0.996999979019165
123,180.063,291.978,0.9190000295639038,147.648,412.013,0.9779999852180481,164.021,388.381,0.9779999852180481,116.015,675.927,0.9629999995231628,108.219,779.95,0.9620000123977661,98.941,884.283,0.9980000257492065,91.345,1019.846,0.9200000166893005,91.006,1131.731,0.9789999723434448,99.232,1235.558,0.9940000176429749,106.488,1380.461,0.996999979019165,114.829,1459.883,0.996999979019165
124,187.902,292.018,0.9269999861717224,147.773,404.042,0.7609999775886536,139.887,540.062,0.9750000238418579,115.922,667.806,0.8410000205039978,108.373,764.044,0.8679999709129333,99.272,884.57,0.996999979019165,91.359,1019.839,0.9480000138282776,91.123,1131.77,0.9800000190734863,98.63,1251.564,0.9980000257492065,106.517,1388.108,0.9869999885559082,115.034,1460.0,0.996999979019165
125,187.994,299.998,0.6499999761581421,1067.873,1363.981,0.7300000190734863,163.944,396.149,0.9789999723434448,123.855,628.038,0.9110000133514404,107.848,763.608,0.9750000238418579,99.241,891.48,0.9940000176429749,91.367,1019.885,0.9459999799728394,90.94,1139.547,0.9940000176429749,90.971,1252.164,0.9980000257492065,106.208,1379.946,0.996999979019165,115.266,1460.268,0.996999979019165
126,187.938,308.23,0.9610000252723694,155.656,388.146,0.9679999947547913,148.241,500.106,0.9900000095367432,123.903,651.832,0.828000009059906,107.866,756.387,0.9860000014305115,99.281,891.708,0.9919999837875366,91.171,1027.916,0.9900000095367432,90.831,1139.5,0.9890000224113464,98.502,1259.783,0.9929999709129333,106.212,1379.937,0.996999979019165,115.168,1460.332,0.996999979019165
127,203.939,283.96,0.7129999995231628,364.004,996.09,0.5270000100135803,139.95,595.947,0.9779999852180481,123.959,651.914,0.8489999771118164,108.189,763.992,0.921999990940094,99.236,891.527,0.9940000176429749,91.305,1019.881,0.9470000267028809,90.803,1139.476,0.9869999885559082,91.015,1259.978,0.9850000143051147,106.209,1380.011,0.996999979019165,115.187,1460.303,0.996999979019165
128,211.93,275.971,0.968999981880188,163.985,404.223,0.9710000157356262,147.861,532.384,0.9860000014305115,123.911,659.991,0.9750000238418579,107.911,772.269,0.9710000157356262,99.315,891.611,0.9919999837875366,91.384,1019.87,0.953000009059906,90.725,1139.707,0.984000027179718,90.996,1259.973,0.9860000014305115,106.237,1380.0,0.996999979019165,115.322,1460.307,0.996999979019165
129,212.157,283.94,0.9359999895095825,171.788,396.03,0.9309999942779541,156.142,492.179,0.9700000286102295,123.866,660.31,0.9760000109672546,107.654,771.973,0.9670000076293945,99.024,891.335,0.9940000176429749,91.284,1012.251,0.9819999933242798,90.835,1139.568,0.9900000095367432,90.981,1259.964,0.9860000014305115,106.616,1380.773,0.9980000257492065,115.226,1460.354,0.996999979019165
130,212.205,299.954,0.9769999980926514,171.779,396.067,0.9179999828338623,156.075,516.273,0.9900000095367432,131.468,651.753,0.9729999899864197,107.704,771.966,0.9890000224113464,98.531,884.343,0.9980000257492065,91.278,1019.778,0.949999988079071,91.028,1139.967,0.9929999709129333,91.007,1259.993,0.9850000143051147,99.595,1388.237,0.9929999709129333,115.34,1467.882,0.9869999885559082
131,219.935,283.945,0.8529999852180481,179.797,395.912,0.9599999785423279,155.865,524.0,0.9620000123977661,131.542,644.454,0.9890000224113464,107.673,772.012,0.9909999966621399,98.958,891.258,0.9940000176429749,91.258,1012.188,0.984000027179718,90.887,1139.927,0.9940000176429749,90.696,1267.857,0.9980000257492065,106.616,1388.084,0.984000027179718,115.202,1467.852,0.9869999885559082
132,219.958,292.015,0.9710000157356262,187.598,404.048,0.9869999885559082,155.881,508.102,0.9800000190734863,132.007,644.204,0.9929999709129333,107.725,763.62,0.9760000109672546,98.631,883.589,0.9980000257492065,82.842,1011.78,0.9890000224113464,90.859,1139.953,0.9929999709129333,90.686,1267.798,0.9980000257492065,106.644,1387.985,0.9819999933242798,115.388,1468.019,0.9879999756813049
133,227.985,291.862,0.9819999933242798,187.818,396.084,0.9580000042915344,163.664,516.084,0.9959999918937683,131.883,635.763,0.9900000095367432,115.606,755.597,0.9990000128746033,98.918,875.388,0.9950000047683716,90.949,1011.933,0.9860000014305115,90.697,1139.801,0.9919999837875366,90.575,1267.641,0.9980000257492065,106.634,1387.969,0.9829999804496765,115.413,1468.139,0.9890000224113464
134,228.137,299.948,0.9850000143051147,187.838,396.059,0.9599999785423279,163.706,524.154,0.9909999966621399,132.04,635.748,0.9929999709129333,115.814,755.474,0.9990000128746033,91.997,875.87,0.9850000143051147,90.969,1012.0,0.9850000143051147,90.99,1147.794,0.9769999980926514,90.559,1267.691,0.9980000257492065,106.61,1388.017,0.984000027179718,115.326,1468.14,0.9890000224113464
135,228.109,299.975,0.9760000109672546,187.896,396.019,0.9660000205039978,163.978,516.229,0.9950000047683716,132.067,635.774,0.9940000176429749,115.789,747.473,0.996999979019165,98.965,875.401,0.9950000047683716,90.952,1012.003,0.9879999756813049,90.994,1147.809,0.9729999899864197,90.578,1267.727,0.9980000257492065,106.606,1388.053,0.9850000143051147,115.287,1468.044,0.9890000224113464
136,228.026,307.948,0.9789999723434448,195.614,403.777,0.9959999918937683,164.098,516.36,0.9959999918937683,132.002,635.798,0.9950000047683716,115.846,747.476,0.996999979019165,98.926,875.27,0.9950000047683716,90.927,1011.909,0.9890000224113464,90.981,1147.815,0.9670000076293945,90.599,1267.706,0.9980000257492065,106.587,1388.08,0.9860000014305115,115.383,1468.095,0.9890000224113464
137,228.103,307.921,0.9850000143051147,195.707,404.061,0.9950000047683716,163.911,524.156,0.9909999966621399,131.962,635.799,0.9959999918937683,115.763,747.347,0.996999979019165,98.671,867.911,0.9980000257492065,90.926,1011.931,0.9869999885559082,90.965,1147.783,0.9639999866485596,91.007,1259.972,0.984000027179718,99.692,1388.237,0.9929999709129333,115.41,1468.093,0.9890000224113464
138,235.909,292.004,0.9549999833106995,195.689,403.93,0.9919999837875366,163.803,524.223,0.9940000176429749,132.116,643.419,0.9990000128746033,115.772,747.347,0.996999979019165,98.619,867.934,0.9980000257492065,90.902,1011.954,0.9900000095367432,90.964,1147.788,0.9570000171661377,90.997,1259.968,0.984000027179718,106.569,1388.08,0.9860000014305115,115.39,1468.07,0.9890000224113464
139,235.922,308.014,0.9829999804496765,195.972,395.93,0.9950000047683716,163.936,516.501,0.9950000047683716,139.86,635.742,0.9810000061988831,115.758,747.393,0.996999979019165,98.613,867.976,0.9980000257492065,82.551,1011.651,0.9929999709129333,90.952,1147.842,0.9330000281333923,91.016,1259.984,0.984000027179718,99.447,1388.208,0.9929999709129333,115.469,1468.207,0.9890000224113464
140,235.981,299.95,0.9290000200271606,195.883,395.995,0.9940000176429749,163.992,516.397,0.9950000047683716,139.84,635.79,0.9549999833106995,115.848,747.389,0.9959999918937683,98.912,868.089,0.9980000257492065,82.689,1011.906,0.9900000095367432,90.911,1147.808,0.953000009059906,90.999,1259.974,0.984000027179718,106.515,1388.074,0.9860000014305115,115.485,1468.111,0.9879999756813049
141,244.07,307.928,0.9860000014305115,195.605,403.785,0.9800000190734863,171.712,515.923,0.9890000224113464,139.844,635.753,0.9369999766349792,115.71,747.325,0.996999979019165,99.089,875.361,0.9950000047683716,82.545,1011.793,0.9879999756813049,90.669,1139.56,0.9890000224113464,90.957,1259.958,0.984000027179718,106.595,1388.023,0.9850000143051147,115.443,1468.077,0.9890000224113464
142,244.187,307.93,0.9890000224113464,203.571,404.247,0.9890000224113464,171.73,516.018,0.984000027179718,139.928,619.862,0.9290000200271606,116.031,739.614,0.9990000128746033,98.928,867.874,0.9990000128746033,83.09,1011.742,0.9919999837875366,83.409,1140.435,0.996999979019165,90.982,1259.97,0.984000027179718,106.55,1388.01,0.9860000014305115,115.393,1468.079,0.9900000095367432
143,251.876,308.022,0.9769999980926514,203.598,404.028,0.9860000014305115,179.925,508.003,0.9900000095367432,139.882,627.987,0.968999981880188,116.019,739.846,0.9990000128746033,99.096,868.452,0.9980000257492065,90.993,1011.851,0.9919999837875366,83.103,1147.701,0.9860000014305115,90.496,1267.682,0.9980000257492065,99.611,1388.11,0.9929999709129333,115.193,1475.405,0.9950000047683716
144,244.105,323.917,0.9829999804496765,203.669,403.864,0.9810000061988831,180.136,500.181,0.996999979019165,147.825,619.836,0.9729999899864197,115.982,747.501,0.9959999918937683,98.912,868.038,0.9980000257492065,83.348,1003.518,0.9919999837875366,83.316,1140.308,0.9980000257492065,90.937,1259.968,0.9810000061988831,106.595,1388.122,0.9879999756813049,115.212,1467.889,0.9869999885559082
145,276.017,283.916,0.9039999842643738,212.097,403.766,0.9879999756813049,187.837,492.07,0.9710000157356262,147.914,619.83,0.968999981880188,116.283,747.562,0.996999979019165,98.878,868.033,0.9980000257492065,83.539,1003.624,0.9919999837875366,82.9,1139.428,0.996999979019165,90.968,1259.981,0.9810000061988831,106.628,1387.959,0.9850000143051147,115.27,1467.942,0.9879999756813049
146,267.925,299.937,0.9179999828338623,227.693,396.062,0.984000027179718,187.846,492.072,0.9409999847412109,147.952,619.816,0.9890000224113464,116.052,740.608,0.9990000128746033,99.192,868.71,0.9980000257492065,83.235,1003.612,0.9929999709129333,82.817,1139.413,0.996999979019165,90.923,1259.949,0.9789999723434448,106.266,1395.646,0.996999979019165,114.982,1475.852,0.9959999918937683
147,267.865,308.042,0.9739999771118164,227.823,395.963,0.9929999709129333,195.846,483.964,0.9800000190734863,180.217,491.711,0.8899999856948853,116.162,740.108,0.9990000128746033,99.006,868.567,0.9980000257492065,83.033,1011.5,0.9959999918937683,82.85,1139.684,0.996999979019165,91.065,1259.987,0.968999981880188,99.512,1388.176,0.9929999709129333,114.927,1475.987,0.996999979019165
148,283.926,299.947,0.9369999766349792,580.055,292.019,0.7649999856948853,243.815,396.033,0.5889999866485596,195.944,484.033,0.9950000047683716,116.488,739.643,0.9990000128746033,99.146,867.759,0.9980000257492065,82.554,1011.467,0.9950000047683716,83.014,1139.913,0.996999979019165,90.786,1267.686,0.9890000224113464,106.583,1388.061,0.9869999885559082,115.091,1476.208,0.996999979019165
149,299.929,292.019,0.9649999737739563,251.82,380.071,0.9110000133514404,1067.986,1355.977,0.3190000057220459,203.926,484.046,0.9900000095367432,123.927,739.97,0.9959999918937683,99.265,868.29,0.996999979019165,82.827,1011.57,0.9940000176429749,82.725,1139.719,0.9909999966621399,90.871,1259.914,0.9760000109672546,99.519,1388.109,0.9929999709129333,114.987,1476.151,0.996999979019165
150,308.026,292.126,0.984000027179718,251.705,388.119,0.8679999709129333,251.834,404.057,0.7850000262260437,164.235,611.791,0.984000027179718,123.964,739.562,0.9959999918937683,99.135,867.628,0.9980000257492065,83.02,1011.783,0.9950000047683716,82.93,1139.678,0.996999979019165,90.887,1259.952,0.9810000061988831,99.675,1388.248,0.9919999837875366,115.077,1476.224,0.996999979019165
151,308.129,308.006,0.9860000014305115,451.87,756.076,0.9660000205039978,259.812,404.399,0.8989999890327454,211.853,484.042,0.996999979019165,124.112,739.731,0.9940000176429749,99.858,859.91,0.9940000176429749,83.667,1003.663,0.9909999966621399,82.766,1139.606,0.9950000047683716,91.544,1252.685,0.9919999837875366,99.282,1388.145,0.9929999709129333,115.078,1476.257,0.996999979019165
152,331.91,292.009,0.9789999723434448,452.057,756.114,0.9340000152587891,235.744,452.198,0.8949999809265137,164.059,611.924,0.9829999804496765,131.899,739.703,0.9990000128746033,99.611,859.744,0.9940000176429749,82.948,1003.466,0.9900000095367432,82.787,1139.616,0.996999979019165,84.128,1251.48,0.9980000257492065,99.513,1388.333,0.9929999709129333,114.993,1476.003,0.996999979019165
153,340.212,283.904,0.9660000205039978,452.122,756.059,0.984000027179718,235.869,459.964,0.9649999737739563,220.055,483.881,0.9380000233650208,131.928,731.665,0.9959999918937683,99.782,859.844,0.9940000176429749,83.495,994.78,0.9929999709129333,82.876,1139.415,0.996999979019165,83.322,1243.872,0.9919999837875366,99.006,1388.202,0.9940000176429749,114.99,1475.903,0.996999979019165
154,340.124,292.004,0.984000027179718,275.641,387.721,0.9490000009536743,243.662,460.055,0.9739999771118164,220.054,491.766,0.9629999995231628,132.082,731.697,0.9950000047683716,99.372,867.163,0.9980000257492065,83.033,995.256,0.9950000047683716,82.704,1139.496,0.996999979019165,83.081,1243.842,0.9919999837875366,99.0,1388.139,0.9929999709129333,114.895,1475.788,0.996999979019165
155,356.043,291.91,0.9890000224113464,452.379,756.278,0.9369999766349792,243.626,468.029,0.9869999885559082,219.94,499.971,0.9829999804496765,132.101,731.734,0.9800000190734863,99.657,859.78,0.9950000047683716,83.426,995.281,0.9950000047683716,82.676,1139.558,0.996999979019165,83.399,1251.509,0.9990000128746033,98.849,1388.119,0.9929999709129333,114.914,1475.813,0.996999979019165
156,356.204,299.877,0.9829999804496765,299.793,380.058,0.9829999804496765,244.016,468.071,0.9959999918937683,179.964,596.199,0.9190000295639038,132.191,731.67,0.9959999918937683,99.723,859.715,0.9950000047683716,82.699,995.805,0.9950000047683716,74.902,1139.656,0.9929999709129333,82.837,1251.562,0.9980000257492065,99.007,1388.157,0.9919999837875366,114.949,1475.89,0.996999979019165
157,363.933,299.904,0.9520000219345093,299.878,380.074,0.9259999990463257,244.138,468.309,0.9950000047683716,180.038,603.872,0.9800000190734863,131.978,740.1,0.9990000128746033,99.725,859.767,0.9950000047683716,82.621,995.501,0.9950000047683716,75.102,1131.77,0.9769999980926514,82.87,1251.646,0.9990000128746033,99.225,1388.354,0.9919999837875366,115.146,1476.137,0.9980000257492065
158,372.249,291.775,0.9879999756813049,307.801,380.005,0.9850000143051147,251.948,468.372,0.9860000014305115,187.895,603.741,0.9570000171661377,132.161,731.586,0.996999979019165,99.682,859.739,0.9950000047683716,82.437,995.445,0.9950000047683716,75.022,1131.742,0.9800000190734863,82.945,1251.717,0.9990000128746033,99.178,1388.297,0.9919999837875366,114.939,1475.596,0.996999979019165
159,379.923,291.894,0.9769999980926514,467.775,764.074,0.9769999980926514,251.903,468.169,0.9919999837875366,188.022,587.903,0.9580000042915344,132.246,731.647,0.9959999918937683,99.715,859.801,0.9950000047683716,82.426,995.21,0.9950000047683716,75.0,1131.757,0.9800000190734863,83.254,1252.086,0.9990000128746033,99.058,1388.253,0.9919999837875366,114.859,1475.869,0.996999979019165
160,395.92,283.903,0.9589999914169312,324.054,371.651,0.9959999918937683,259.963,460.125,0.9869999885559082,187.924,595.947,0.9810000061988831,140.209,723.967,0.9309999942779541,108.0,852.074,0.9929999709129333,82.361,995.279,0.9950000047683716,74.974,1131.739,0.9810000061988831,83.183,1252.012,0.9990000128746033,106.54,1380.124,0.996999979019165,115.252,1468.047,0.9879999756813049
161,395.938,291.924,0.9879999756813049,331.651,371.947,0.9580000042915344,267.802,467.928,0.9919999837875366,187.909,595.792,0.9860000014305115,139.99,723.684,0.9359999895095825,100.08,852.158,0.996999979019165,82.736,987.7,0.9929999709129333,75.006,1131.761,0.9819999933242798,83.532,1252.415,0.9990000128746033,106.983,1380.713,0.9959999918937683,114.735,1475.724,0.996999979019165
162,404.203,292.118,0.9909999966621399,340.068,372.004,0.9980000257492065,267.94,459.99,0.9800000190734863,195.8,595.334,0.9990000128746033,147.976,715.842,0.9430000185966492,107.986,852.062,0.9940000176429749,82.843,987.697,0.9919999837875366,75.081,1139.403,0.9929999709129333,83.379,1252.665,0.9990000128746033,106.707,1380.493,0.996999979019165,114.685,1475.745,0.996999979019165
163,420.083,283.902,0.9879999756813049,347.669,372.125,0.9810000061988831,275.935,460.033,0.996999979019165,196.261,587.942,0.9900000095367432,148.065,708.638,0.996999979019165,100.437,852.249,0.9959999918937683,82.861,987.68,0.9919999837875366,75.135,1139.39,0.9919999837875366,83.123,1259.844,0.9919999837875366,99.247,1388.201,0.9929999709129333,114.757,1475.47,0.9959999918937683
164,420.104,291.928,0.9909999966621399,355.932,371.778,0.9980000257492065,276.022,467.913,0.9990000128746033,203.977,587.767,0.9869999885559082,148.057,708.658,0.9919999837875366,107.961,852.169,0.9940000176429749,82.733,987.558,0.9929999709129333,74.892,1124.198,0.9929999709129333,83.19,1252.474,0.9980000257492065,99.279,1388.219,0.9929999709129333,115.093,1468.246,0.9890000224113464
165,436.061,292.054,0.9940000176429749,356.114,371.869,0.9980000257492065,275.99,468.275,0.9990000128746033,204.007,587.794,0.9850000143051147,155.946,708.462,0.9520000219345093,107.718,852.093,0.9940000176429749,82.726,987.605,0.9929999709129333,74.657,1123.766,0.9940000176429749,82.858,1259.829,0.9929999709129333,106.471,1388.226,0.9860000014305115,115.194,1468.259,0.9890000224113464
166,443.979,292.161,0.9860000014305115,363.81,380.024,0.9850000143051147,276.071,468.309,0.9980000257492065,203.961,587.84,0.9860000014305115,980.13,1147.823,0.44999998807907104,99.817,852.262,0.996999979019165,82.757,987.591,0.9929999709129333,74.695,1123.633,0.9940000176429749,82.807,1259.837,0.9919999837875366,106.47,1388.182,0.9860000014305115,115.13,1468.225,0.9890000224113464
167,452.139,299.894,0.9900000095367432,372.013,372.057,0.9990000128746033,283.762,467.932,0.9950000047683716,211.777,587.633,0.996999979019165,148.349,708.979,0.9980000257492065,107.72,852.007,0.9940000176429749,82.256,979.6,0.9940000176429749,74.619,1123.714,0.9929999709129333,82.542,1267.33,0.996999979019165,106.478,1388.143,0.9860000014305115,115.15,1468.226,0.9890000224113464
168,452.177,299.898,0.9879999756813049,371.88,380.053,0.9950000047683716,283.826,475.9,0.9879999756813049,212.404,580.203,0.9980000257492065,155.97,708.479,0.9940000176429749,107.72,851.871,0.9950000047683716,82.337,979.928,0.9950000047683716,74.613,1123.813,0.9940000176429749,82.658,1259.847,0.9909999966621399,106.552,1388.08,0.9860000014305115,114.812,1475.343,0.9950000047683716
169,459.947,299.894,0.9610000252723694,379.839,380.031,0.9860000014305115,291.844,468.331,0.9980000257492065,212.315,580.163,0.9990000128746033,155.995,708.229,0.9950000047683716,107.707,843.804,0.9810000061988831,82.335,979.826,0.9950000047683716,74.925,1131.701,0.9789999723434448,82.801,1259.881,0.9909999966621399,106.525,1388.128,0.9869999885559082,114.842,1475.474,0.9959999918937683
170,467.987,307.839,0.9940000176429749,379.8,380.033,0.9890000224113464,291.903,476.051,0.9950000047683716,219.839,579.769,0.9950000047683716,155.951,707.983,0.996999979019165,107.937,843.937,0.9779999852180481,82.452,979.776,0.9950000047683716,74.918,1131.7,0.9800000190734863,82.821,1259.882,0.9900000095367432,106.55,1380.31,0.996999979019165,115.06,1475.896,0.996999979019165
171,475.938,315.909,0.9639999866485596,395.834,380.032,0.9879999756813049,299.82,475.928,0.9869999885559082,228.228,572.076,0.9890000224113464,156.0,707.732,0.9959999918937683,107.857,843.783,0.984000027179718,82.23,979.996,0.9940000176429749,74.939,1131.691,0.9760000109672546,82.915,1267.011,0.996999979019165,106.62,1388.093,0.984000027179718,115.012,1475.666,0.9959999918937683
172,484.133,315.879,0.9879999756813049,395.65,388.094,0.9950000047683716,307.934,468.19,0.996999979019165,228.166,571.805,0.996999979019165,156.074,708.311,0.996999979019165,107.865,843.813,0.9829999804496765,82.129,979.995,0.9940000176429749,67.098,1131.633,0.9810000061988831,82.668,1259.866,0.9909999966621399,99.949,1380.025,0.9990000128746033,115.079,1475.515,0.9950000047683716
173,500.039,323.9,0.984000027179718,411.702,388.033,0.9950000047683716,315.824,468.014,0.9950000047683716,228.398,571.917,0.996999979019165,164.01,699.72,0.996999979019165,107.949,843.886,0.9819999933242798,75.675,980.064,0.9940000176429749,67.379,1131.696,0.9860000014305115,82.17,1267.5,0.9980000257492065,100.134,1379.108,0.9980000257492065,115.37,1468.033,0.9879999756813049
174,516.043,324.04,0.9869999885559082,427.671,387.999,0.9959999918937683,331.798,467.449,0.9950000047683716,236.03,571.874,0.9869999885559082,164.319,699.924,0.9959999918937683,114.902,836.235,0.9980000257492065,75.727,980.106,0.9919999837875366,67.197,1131.688,0.984000027179718,82.534,1259.845,0.9900000095367432,99.239,1372.295,0.9869999885559082,115.323,1468.005,0.9890000224113464
175,539.957,331.918,0.9559999704360962,443.667,388.135,0.9959999918937683,347.904,459.738,0.9850000143051147,244.338,571.868,0.9919999837875366,164.39,707.515,0.9760000109672546,115.178,836.004,0.9980000257492065,75.824,979.946,0.9909999966621399,67.262,1131.68,0.9789999723434448,74.923,1259.987,0.9850000143051147,99.056,1372.227,0.9860000014305115,115.032,1475.459,0.9940000176429749
176,548.029,339.885,0.9900000095367432,467.726,387.997,0.9990000128746033,355.814,459.638,0.9919999837875366,252.113,571.985,0.9819999933242798,172.19,699.776,0.9629999995231628,115.666,827.782,0.9950000047683716,82.467,980.187,0.9919999837875366,67.088,1131.58,0.9580000042915344,74.46,1267.666,0.996999979019165,98.817,1372.088,0.9850000143051147,115.13,1475.634,0.9950000047683716
177,555.962,340.155,0.9810000061988831,475.651,388.089,0.9959999918937683,363.883,459.714,0.9819999933242798,260.0,571.639,0.996999979019165,172.191,699.678,0.9890000224113464,115.681,827.892,0.9950000047683716,75.701,979.597,0.9929999709129333,66.931,1131.736,0.828000009059906,74.895,1259.978,0.9850000143051147,98.955,1372.102,0.9850000143051147,115.096,1475.482,0.9940000176429749
178,564.045,339.965,0.9919999837875366,475.874,395.978,0.9890000224113464,371.646,459.588,0.9940000176429749,260.003,571.678,0.996999979019165,180.134,692.851,0.9990000128746033,115.655,827.859,0.9940000176429749,75.458,979.847,0.9929999709129333,66.885,1131.612,0.9430000185966492,74.501,1267.599,0.996999979019165,98.762,1372.087,0.9860000014305115,115.302,1475.833,0.9959999918937683
179,571.933,347.902,0.9599999785423279,483.732,395.981,0.996999979019165,371.69,459.671,0.9950000047683716,260.342,564.089,0.9990000128746033,180.441,691.931,0.9990000128746033,115.577,827.724,0.9950000047683716,75.535,971.877,0.9769999980926514,66.715,1124.12,0.9869999885559082,74.44,1267.702,0.996999979019165,98.807,1372.094,0.9890000224113464,115.285,1475.85,0.9959999918937683
180,587.941,356.011,0.9869999885559082,491.862,396.04,0.9890000224113464,379.717,467.453,0.9950000047683716,267.98,571.693,0.9869999885559082,180.395,692.195,0.9990000128746033,115.616,827.76,0.9940000176429749,75.546,979.839,0.9950000047683716,66.477,1123.845,0.9890000224113464,74.867,1259.998,0.9819999933242798,98.925,1380.03,0.9980000257492065,115.535,1483.977,0.9890000224113464
181,603.945,363.9,0.9610000252723694,507.722,403.996,0.9959999918937683,387.848,459.894,0.996999979019165,276.253,563.758,0.9990000128746033,180.217,692.276,0.9990000128746033,115.573,827.698,0.9950000047683716,75.599,971.929,0.9710000157356262,66.62,1123.764,0.9959999918937683,74.873,1259.998,0.9829999804496765,98.841,1379.887,0.9980000257492065,115.587,1484.001,0.9890000224113464
182,619.968,372.046,0.9890000224113464,515.885,412.023,0.996999979019165,395.664,468.012,0.9959999918937683,283.914,563.97,0.9950000047683716,180.707,684.183,0.9959999918937683,115.649,827.846,0.9950000047683716,75.548,971.913,0.968999981880188,66.809,1123.7,0.9950000047683716,74.344,1267.735,0.996999979019165,98.49,1379.724,0.9980000257492065,115.528,1483.948,0.9890000224113464
183,628.158,379.865,0.9869999885559082,531.663,412.032,0.9829999804496765,411.705,467.678,0.9959999918937683,291.987,563.739,0.9990000128746033,188.292,683.807,0.9890000224113464,115.592,827.753,0.9950000047683716,75.566,971.919,0.9610000252723694,66.795,1123.793,0.996999979019165,74.429,1267.834,0.996999979019165,98.744,1379.829,0.9980000257492065,115.579,1483.942,0.9879999756813049
184,644.035,379.948,0.984000027179718,531.769,412.048,0.9940000176429749,420.122,467.814,0.9990000128746033,292.108,563.712,0.9990000128746033,188.095,683.615,0.9909999966621399,115.597,827.778,0.9950000047683716,75.581,971.881,0.9810000061988831,66.985,1123.56,0.9959999918937683,74.42,1267.829,0.996999979019165,98.542,1379.807,0.9980000257492065,115.601,1483.978,0.9879999756813049
185,644.102,387.884,0.9919999837875366,547.666,420.001,0.9950000047683716,420.145,468.04,0.9990000128746033,292.071,563.272,0.9990000128746033,188.313,676.489,0.9959999918937683,115.664,827.937,0.9950000047683716,75.485,971.845,0.9819999933242798,66.825,1123.664,0.9980000257492065,74.394,1267.816,0.996999979019165,98.314,1379.789,0.996999979019165,115.674,1484.015,0.9879999756813049
186,660.055,387.962,0.9909999966621399,555.726,420.003,0.9940000176429749,435.523,467.395,0.9980000257492065,299.879,563.584,0.9900000095367432,188.145,683.657,0.9919999837875366,115.645,827.898,0.9950000047683716,75.498,971.889,0.9760000109672546,59.041,1115.867,0.9480000138282776,74.409,1267.832,0.996999979019165,98.199,1379.659,0.996999979019165,115.481,1483.885,0.9890000224113464
187,667.917,395.929,0.9580000042915344,563.937,420.252,0.9980000257492065,435.721,475.643,0.9929999709129333,307.961,563.326,0.9909999966621399,195.877,676.638,0.9990000128746033,115.535,827.844,0.9950000047683716,75.411,971.86,0.9769999980926514,66.56,1123.737,0.996999979019165,74.482,1267.825,0.996999979019165,98.325,1379.777,0.9959999918937683,115.504,1483.928,0.9890000224113464
188,667.973,404.163,0.984000027179718,571.834,428.03,0.9900000095367432,435.896,475.572,0.9860000014305115,308.001,563.293,0.9879999756813049,195.973,676.409,0.9990000128746033,115.538,827.876,0.9929999709129333,75.416,971.845,0.9750000238418579,58.957,1123.809,0.9919999837875366,74.605,1267.969,0.9980000257492065,98.635,1380.029,0.9909999966621399,115.468,1483.896,0.9890000224113464
