scorer,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000,DLC_mobnet_75_PkPpEnetCh02Jun24shuffle2_40000
14,139.929,307.81,0.9810000061988831,123.826,412.045,0.9769999980926514,115.947,524.093,0.9940000176429749,107.769,660.394,0.9890000224113464,100.182,772.318,0.9980000257492065,99.257,884.263,0.9980000257492065,99.157,1003.849,0.7289999723434448,99.164,1115.658,0.9879999756813049,98.877,1251.14,0.9990000128746033,106.215,1364.078,0.996999979019165,115.204,1451.914,0.9869999885559082
15,139.931,315.914,0.9440000057220459,123.592,420.011,0.9829999804496765,115.981,524.084,0.9929999709129333,107.722,660.313,0.9909999966621399,100.4,772.444,0.996999979019165,99.387,884.417,0.9980000257492065,99.132,1003.855,0.7480000257492065,99.154,1115.648,0.9879999756813049,98.953,1251.174,0.9990000128746033,106.224,1364.056,0.996999979019165,115.219,1451.863,0.9879999756813049
16,139.946,307.891,0.984000027179718,123.582,420.014,0.9829999804496765,115.955,524.09,0.9940000176429749,107.752,660.224,0.9900000095367432,100.31,779.959,0.9900000095367432,99.276,884.452,0.9980000257492065,99.116,1003.854,0.7459999918937683,98.975,1123.694,0.9980000257492065,99.031,1251.148,0.9990000128746033,106.227,1363.967,0.996999979019165,115.255,1451.888,0.9869999885559082
17,139.94,315.911,0.949999988079071,123.568,420.071,0.9819999933242798,115.884,524.132,0.9950000047683716,107.858,651.783,0.9760000109672546,100.284,779.962,0.9900000095367432,99.263,884.592,0.9980000257492065,99.098,1003.84,0.7509999871253967,99.024,1123.73,0.9980000257492065,99.068,1243.827,0.9929999709129333,106.158,1363.938,0.996999979019165,115.279,1451.953,0.9879999756813049
18,139.943,315.909,0.9549999833106995,123.626,420.03,0.9850000143051147,116.075,532.082,0.9980000257492065,107.771,660.196,0.9860000014305115,100.486,779.975,0.9909999966621399,99.238,884.491,0.9980000257492065,12.202,1716.118,0.5389999747276306,99.042,1123.779,0.9980000257492065,99.143,1251.16,0.9990000128746033,106.236,1363.931,0.996999979019165,115.217,1451.896,0.9879999756813049
19,139.946,315.923,0.9539999961853027,123.656,420.092,0.9810000061988831,116.045,531.912,0.9980000257492065,107.766,660.429,0.984000027179718,100.747,772.148,0.9940000176429749,99.228,884.443,0.9980000257492065,98.666,1012.428,0.9739999771118164,99.08,1124.07,0.9980000257492065,99.004,1251.382,0.9990000128746033,106.154,1363.918,0.996999979019165,115.285,1451.949,0.9890000224113464
20,139.949,315.922,0.9520000219345093,123.652,420.129,0.9829999804496765,115.891,524.094,0.9950000047683716,107.8,660.092,0.9879999756813049,100.739,772.23,0.9959999918937683,99.231,884.575,0.9980000257492065,98.679,1012.462,0.9710000157356262,99.032,1123.998,0.9980000257492065,99.26,1243.876,0.9919999837875366,106.262,1363.785,0.996999979019165,115.208,1451.859,0.9879999756813049
21,139.947,315.92,0.9520000219345093,123.642,420.114,0.9789999723434448,115.895,524.126,0.9950000047683716,107.873,651.785,0.9739999771118164,100.608,772.629,0.996999979019165,99.391,891.67,0.9950000047683716,98.668,1012.482,0.9639999866485596,99.009,1124.041,0.9980000257492065,99.081,1243.839,0.9929999709129333,106.182,1363.823,0.996999979019165,115.221,1451.877,0.9869999885559082
22,139.948,315.922,0.9509999752044678,123.645,420.092,0.9819999933242798,115.939,524.095,0.9940000176429749,107.875,651.756,0.9760000109672546,100.551,772.661,0.996999979019165,99.335,891.555,0.9950000047683716,98.684,1012.512,0.9629999995231628,99.046,1124.066,0.9980000257492065,99.07,1243.838,0.9929999709129333,106.24,1363.957,0.996999979019165,115.108,1451.88,0.9879999756813049
23,139.947,307.939,0.9879999756813049,123.647,420.104,0.9819999933242798,115.944,524.046,0.9940000176429749,107.862,651.788,0.9760000109672546,100.849,771.965,0.9950000047683716,99.367,891.718,0.9940000176429749,98.677,1012.524,0.9629999995231628,98.979,1124.002,0.9980000257492065,99.136,1243.864,0.9929999709129333,106.188,1363.997,0.996999979019165,115.047,1451.946,0.9890000224113464
24,139.95,315.927,0.9580000042915344,123.604,420.134,0.9850000143051147,115.943,524.072,0.9940000176429749,107.705,644.247,0.9890000224113464,100.626,772.407,0.9980000257492065,99.222,884.821,0.9980000257492065,98.716,1012.426,0.9580000042915344,98.967,1124.017,0.9980000257492065,99.222,1243.883,0.9929999709129333,106.186,1364.036,0.996999979019165,115.101,1451.952,0.9879999756813049
25,139.947,315.928,0.9620000123977661,123.63,420.324,0.9819999933242798,115.868,524.13,0.9940000176429749,107.84,651.763,0.9760000109672546,100.443,772.813,0.9980000257492065,99.095,884.667,0.9980000257492065,98.529,1012.544,0.9599999785423279,99.031,1124.083,0.9980000257492065,99.215,1243.886,0.9929999709129333,106.178,1363.998,0.996999979019165,115.07,1451.883,0.9879999756813049
26,139.952,315.919,0.9610000252723694,123.618,420.319,0.9810000061988831,115.882,524.116,0.9950000047683716,107.898,651.757,0.9729999899864197,100.49,772.822,0.9980000257492065,99.054,884.605,0.9980000257492065,98.501,1012.501,0.9649999737739563,99.047,1124.073,0.9980000257492065,99.133,1243.863,0.9929999709129333,106.187,1363.921,0.996999979019165,115.091,1451.895,0.9879999756813049
27,139.956,315.928,0.9629999995231628,123.663,420.17,0.9860000014305115,115.981,524.127,0.9929999709129333,107.642,644.374,0.9890000224113464,100.422,772.607,0.9980000257492065,99.146,884.599,0.9980000257492065,98.519,1012.512,0.9660000205039978,99.034,1124.03,0.9980000257492065,99.192,1243.879,0.9929999709129333,106.19,1363.898,0.996999979019165,115.116,1451.88,0.9879999756813049
28,139.941,315.918,0.9559999704360962,123.657,420.045,0.9860000014305115,115.968,524.091,0.9950000047683716,107.708,644.176,0.9900000095367432,100.677,772.065,0.9980000257492065,99.129,884.732,0.9980000257492065,98.632,1012.551,0.9580000042915344,99.074,1123.949,0.9980000257492065,99.153,1243.864,0.9929999709129333,106.166,1363.866,0.996999979019165,115.107,1451.886,0.9890000224113464
29,139.959,315.935,0.9620000123977661,123.677,420.19,0.9890000224113464,115.949,524.118,0.9929999709129333,107.696,644.187,0.9890000224113464,100.715,772.005,0.996999979019165,99.298,891.483,0.9950000047683716,98.755,1012.35,0.9639999866485596,99.209,1124.109,0.9980000257492065,99.149,1243.865,0.9929999709129333,106.142,1363.978,0.996999979019165,115.194,1451.928,0.9879999756813049
30,139.945,315.937,0.9660000205039978,123.631,420.152,0.9900000095367432,115.924,524.113,0.9940000176429749,107.686,644.16,0.9909999966621399,100.663,772.334,0.9980000257492065,99.244,891.423,0.9950000047683716,99.03,1003.866,0.859000027179718,99.162,1124.166,0.9980000257492065,98.794,1251.136,0.9980000257492065,106.144,1364.07,0.996999979019165,115.314,1451.974,0.9879999756813049
31,139.958,315.921,0.9610000252723694,123.638,420.13,0.9869999885559082,115.902,524.118,0.9950000047683716,107.681,644.215,0.9890000224113464,100.728,772.409,0.9980000257492065,99.146,884.708,0.9980000257492065,98.792,1012.364,0.8999999761581421,99.156,1124.033,0.9980000257492065,98.855,1251.4,0.9990000128746033,106.161,1364.089,0.996999979019165,115.331,1451.987,0.9879999756813049
32,139.95,315.922,0.9570000171661377,123.603,420.206,0.9829999804496765,115.899,524.13,0.9950000047683716,107.703,644.177,0.9879999756813049,100.828,771.855,0.9959999918937683,99.273,884.762,0.996999979019165,98.649,1012.335,0.925000011920929,99.056,1123.88,0.9980000257492065,98.837,1251.437,0.9990000128746033,106.199,1363.972,0.996999979019165,115.287,1451.944,0.9879999756813049
33,139.952,315.919,0.9639999866485596,123.586,420.06,0.9900000095367432,115.908,524.1,0.9950000047683716,107.785,643.925,0.9829999804496765,100.62,764.065,0.9890000224113464,99.331,891.697,0.9940000176429749,98.661,1012.352,0.9369999766349792,99.145,1123.969,0.9980000257492065,98.932,1251.443,0.9990000128746033,106.2,1363.947,0.996999979019165,115.214,1451.903,0.9879999756813049
34,139.942,307.983,0.9879999756813049,123.576,419.959,0.9860000014305115,115.862,524.072,0.9950000047683716,107.687,644.214,0.9860000014305115,100.595,764.002,0.9909999966621399,99.319,891.745,0.9940000176429749,98.656,1012.391,0.9480000138282776,99.152,1124.031,0.9980000257492065,98.918,1251.473,0.9990000128746033,106.196,1363.994,0.996999979019165,115.185,1451.909,0.9879999756813049
35,139.951,315.906,0.9539999961853027,123.583,420.01,0.9860000014305115,115.873,524.092,0.9950000047683716,107.71,644.069,0.9890000224113464,100.685,771.775,0.9959999918937683,99.29,891.709,0.9940000176429749,98.584,1012.383,0.9700000286102295,99.19,1124.052,0.9980000257492065,98.851,1251.536,0.9990000128746033,106.218,1364.05,0.996999979019165,115.214,1451.942,0.9879999756813049
36,139.945,315.913,0.9459999799728394,123.569,420.111,0.9769999980926514,115.883,524.092,0.9950000047683716,107.648,644.187,0.984000027179718,100.623,763.915,0.9919999837875366,99.283,891.707,0.9940000176429749,98.591,1012.349,0.972000002861023,99.227,1124.131,0.9980000257492065,98.799,1251.516,0.9990000128746033,106.211,1364.045,0.996999979019165,115.164,1451.923,0.9879999756813049
37,139.944,315.915,0.9549999833106995,123.58,420.076,0.9829999804496765,115.898,524.07,0.9950000047683716,107.845,651.802,0.9750000238418579,100.602,764.004,0.9909999966621399,99.321,891.688,0.9940000176429749,98.516,1012.372,0.9760000109672546,99.17,1124.052,0.9980000257492065,98.943,1251.364,0.9990000128746033,106.226,1364.005,0.996999979019165,115.173,1451.919,0.9879999756813049
38,139.972,315.934,0.9610000252723694,123.577,420.07,0.984000027179718,115.897,524.069,0.9950000047683716,107.613,644.375,0.9829999804496765,100.629,764.012,0.9879999756813049,99.437,891.833,0.9890000224113464,98.484,1012.286,0.9710000157356262,99.253,1124.457,0.9980000257492065,98.704,1251.442,0.9990000128746033,106.221,1363.905,0.996999979019165,115.176,1451.918,0.9879999756813049
39,139.968,315.923,0.9589999914169312,123.574,419.971,0.9860000014305115,115.905,524.082,0.9950000047683716,107.861,651.81,0.9769999980926514,100.55,763.949,0.9919999837875366,99.446,891.867,0.9890000224113464,98.526,1012.358,0.9700000286102295,99.247,1124.34,0.9980000257492065,98.736,1251.666,0.9990000128746033,106.249,1364.019,0.996999979019165,115.273,1451.991,0.9890000224113464
40,139.958,315.918,0.9570000171661377,123.593,420.061,0.9789999723434448,115.909,524.099,0.9950000047683716,107.872,651.798,0.9800000190734863,100.516,763.963,0.9909999966621399,99.453,891.96,0.9810000061988831,98.49,1012.252,0.9649999737739563,99.217,1124.366,0.9980000257492065,98.731,1251.808,0.9990000128746033,106.292,1364.264,0.9980000257492065,115.108,1451.881,0.9879999756813049
41,139.95,308.039,0.9829999804496765,123.593,420.025,0.9819999933242798,115.909,524.131,0.9950000047683716,107.616,644.512,0.9850000143051147,100.451,763.86,0.9929999709129333,99.337,884.554,0.9850000143051147,98.6,1012.205,0.9399999976158142,99.288,1124.121,0.9980000257492065,99.1,1251.121,0.9990000128746033,106.217,1363.943,0.996999979019165,115.089,1444.123,0.996999979019165
42,139.963,315.907,0.9490000009536743,123.55,420.008,0.9789999723434448,116.092,531.96,0.9980000257492065,107.847,651.799,0.9829999804496765,100.832,756.5,0.9959999918937683,99.527,884.628,0.984000027179718,98.625,1012.212,0.8999999761581421,99.293,1124.004,0.996999979019165,99.395,1251.024,0.9990000128746033,106.204,1364.026,0.996999979019165,115.055,1444.077,0.996999979019165
43,139.956,315.901,0.9449999928474426,123.579,420.14,0.9729999899864197,115.889,524.153,0.9959999918937683,107.861,651.789,0.984000027179718,100.735,756.496,0.996999979019165,99.354,892.0,0.9850000143051147,98.674,1012.26,0.8999999761581421,99.194,1124.219,0.996999979019165,99.343,1251.23,0.9990000128746033,106.207,1364.019,0.996999979019165,114.976,1444.033,0.996999979019165
44,139.942,315.9,0.9430000185966492,123.585,420.049,0.972000002861023,115.896,524.163,0.9959999918937683,107.853,651.804,0.9829999804496765,100.425,763.947,0.9919999837875366,99.315,891.948,0.9860000014305115,98.677,1012.239,0.9330000281333923,99.174,1124.311,0.9980000257492065,99.337,1251.438,0.9990000128746033,106.21,1363.969,0.996999979019165,115.159,1451.917,0.9879999756813049
45,139.934,315.919,0.9599999785423279,123.583,420.157,0.9679999947547913,115.936,524.147,0.9959999918937683,107.633,644.495,0.9900000095367432,100.7,756.244,0.9959999918937683,99.562,884.579,0.968999981880188,98.683,1012.231,0.9200000166893005,99.185,1124.36,0.9980000257492065,99.296,1251.513,0.9990000128746033,106.243,1364.039,0.996999979019165,115.034,1443.996,0.996999979019165
46,139.939,315.915,0.9610000252723694,123.58,420.153,0.9670000076293945,115.913,524.152,0.9959999918937683,107.83,651.738,0.984000027179718,100.429,764.028,0.9909999966621399,99.495,884.618,0.9710000157356262,98.638,1012.224,0.9340000152587891,99.09,1124.142,0.9980000257492065,99.32,1251.492,0.9990000128746033,106.222,1364.07,0.996999979019165,115.028,1444.03,0.996999979019165
47,139.953,315.908,0.9570000171661377,123.637,420.071,0.9660000205039978,115.922,524.15,0.9959999918937683,107.841,651.751,0.9850000143051147,100.409,763.993,0.9919999837875366,99.523,884.67,0.972000002861023,98.667,1012.236,0.9350000023841858,99.158,1124.196,0.9980000257492065,99.369,1251.536,0.9990000128746033,106.244,1364.121,0.996999979019165,115.113,1444.106,0.996999979019165
48,139.951,307.95,0.9860000014305115,123.636,420.157,0.968999981880188,116.015,531.944,0.9980000257492065,107.847,651.776,0.9850000143051147,100.38,764.047,0.9900000095367432,99.391,892.013,0.9819999933242798,98.654,1012.223,0.921999990940094,99.165,1124.18,0.9980000257492065,99.376,1251.471,0.9990000128746033,106.26,1364.161,0.9980000257492065,115.147,1451.914,0.9879999756813049
49,139.968,307.962,0.9879999756813049,123.623,420.329,0.9729999899864197,115.892,524.145,0.9959999918937683,107.839,651.748,0.984000027179718,100.765,756.417,0.9950000047683716,99.348,884.704,0.9779999852180481,98.647,1012.217,0.9139999747276306,99.194,1124.033,0.9980000257492065,99.563,1251.9,0.9990000128746033,106.254,1364.156,0.9980000257492065,115.113,1451.865,0.9879999756813049
50,139.955,315.915,0.9589999914169312,123.583,420.179,0.984000027179718,115.884,524.152,0.9959999918937683,107.838,651.738,0.984000027179718,100.883,756.334,0.9919999837875366,99.542,884.256,0.9679999947547913,98.603,1012.185,0.9089999794960022,99.086,1123.83,0.9980000257492065,99.734,1251.441,0.9990000128746033,106.246,1364.091,0.9980000257492065,115.14,1451.852,0.9869999885559082
51,139.958,315.924,0.9629999995231628,123.57,420.276,0.9779999852180481,115.901,524.141,0.9959999918937683,107.854,651.787,0.9819999933242798,100.544,764.168,0.9810000061988831,99.466,891.951,0.9710000157356262,98.933,1019.773,0.9409999847412109,99.202,1124.145,0.996999979019165,99.688,1251.737,0.9990000128746033,106.232,1364.098,0.9980000257492065,115.12,1451.926,0.9869999885559082
52,139.953,308.025,0.9850000143051147,123.582,420.169,0.9829999804496765,115.9,524.141,0.9950000047683716,107.848,651.805,0.9800000190734863,100.579,764.077,0.9829999804496765,99.278,899.732,0.9879999756813049,98.951,1019.812,0.9350000023841858,99.217,1124.419,0.996999979019165,99.515,1252.268,0.9980000257492065,106.263,1364.134,0.9980000257492065,115.028,1444.15,0.996999979019165
53,139.962,308.035,0.984000027179718,123.549,419.983,0.9779999852180481,115.913,524.102,0.9950000047683716,107.845,651.786,0.9819999933242798,100.56,764.046,0.9850000143051147,99.351,891.775,0.9819999933242798,98.93,1019.783,0.9259999990463257,99.266,1124.496,0.996999979019165,99.635,1252.122,0.9980000257492065,106.276,1364.112,0.9980000257492065,115.269,1444.636,0.996999979019165
54,139.946,315.914,0.9580000042915344,123.594,420.089,0.9750000238418579,115.97,524.093,0.9950000047683716,107.837,651.78,0.9819999933242798,100.508,764.028,0.9869999885559082,99.36,891.718,0.9810000061988831,98.899,1019.795,0.9340000152587891,99.339,1124.812,0.9959999918937683,99.676,1252.433,0.9980000257492065,106.291,1364.156,0.9980000257492065,115.259,1444.597,0.996999979019165
55,139.949,307.995,0.984000027179718,123.607,420.139,0.9710000157356262,115.929,524.122,0.9950000047683716,107.837,651.805,0.9810000061988831,100.633,764.056,0.9789999723434448,99.347,891.665,0.9819999933242798,98.932,1019.801,0.9390000104904175,99.306,1124.769,0.996999979019165,99.627,1252.189,0.9980000257492065,106.289,1364.168,0.9980000257492065,115.088,1451.928,0.9879999756813049
56,139.959,307.971,0.9850000143051147,123.619,420.097,0.9750000238418579,115.952,524.113,0.9950000047683716,107.836,651.808,0.9810000061988831,100.632,764.122,0.9800000190734863,99.349,891.636,0.9869999885559082,98.922,1019.818,0.9419999718666077,99.324,1124.758,0.9959999918937683,99.595,1251.827,0.9980000257492065,106.253,1364.09,0.9980000257492065,115.236,1444.545,0.996999979019165
57,139.947,307.953,0.9850000143051147,123.614,420.106,0.9710000157356262,115.947,524.111,0.9950000047683716,107.835,651.798,0.9810000061988831,100.557,764.117,0.9810000061988831,99.331,891.627,0.9860000014305115,98.914,1019.814,0.9459999799728394,99.34,1124.776,0.9959999918937683,99.565,1251.712,0.9990000128746033,106.243,1364.08,0.9980000257492065,115.101,1451.972,0.9879999756813049
