scorer,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna,Yuna
8,2.4252679186236503,1.0,8.023938955235067,1.0,5.578149520257757,0.9990000128746033,2.08922035545782,1.0,7.471754550334239,1.0,2.199537712908518,1.0,6.422205508124833,1.0,6.086877229227977,1.0,5.936448732591725,1.0,5.217972331305675,1.0,10.620862877812602,1.0,1.6963645373764638,1.0,8.186720426862356,1.0,2.0751714993954398,1.0,1.23576560080642,1.0,3.739753972283271,1.0,7.975423838160174,0.8550000190734863,5.863313002744545,1.0,13.444296029637373,0.9800000190734863,3.02324322806917,1.0,0.7151680312166789,0.9750000238418579
9,2.392652502831142,1.0,4.763277967563405,1.0,4.744925476984392,1.0,3.229375743246605,1.0,8.097623107917352,0.9990000128746033,3.364338980723444,1.0,1.4356894724941578,1.0,3.40811845515074,1.0,4.2727812015324425,1.0,6.944057615961949,0.9990000128746033,6.483436932009317,1.0,5.061544667705372,1.0,3.1585647537983315,1.0,2.653332603603585,1.0,5.4153733279075,0.9990000128746033,8.59155991488077,1.0,8.004845830238274,0.8939999938011169,3.1809856850085856,0.9940000176429749,5.4730500456524815,0.9990000128746033,1.1107826388919904,1.0,6.134747549846729,0.9729999899864197
10,1.1082737957698454,1.0,1.611203952025147,1.0,7.491348203585684,1.0,3.81756990284461,1.0,3.3547188982653173,1.0,1.5814564448015125,1.0,1.6572513137687621,1.0,0.5330297437764642,1.0,0.92062798325562,1.0,2.3397693339183565,1.0,1.50333026645215,1.0,1.9498342638862667,1.0,2.385454255372582,1.0,3.927093709604581,1.0,2.9898866539269466,1.0,0.8547407731365766,1.0,5.065768103326633,1.0,1.1132660269271688,1.0,2.23160541925072,1.0,4.2091744543928495,1.0,2.022643627267946,1.0
11,0.9897542647352415,1.0,1.0836028832609756,1.0,7.332581995342267,1.0,3.638752786640131,1.0,4.9110943243485705,1.0,0.656436318127032,1.0,3.334832775793414,1.0,1.709857763455059,1.0,1.8491555701506295,1.0,1.9071569570076197,1.0,1.7149047185490682,1.0,2.1852051065624667,1.0,1.8750924619096718,1.0,3.406956393637199,0.9990000128746033,1.5879947566945276,1.0,5.286407073355981,1.0,2.48999412727165,1.0,0.6000069693933681,1.0,5.911061190972207,1.0,4.348357115925201,1.0,1.5483222474333473,1.0
12,1.852847886186337,1.0,2.781368410399842,1.0,3.0657849131994164,1.0,2.241070062292512,1.0,4.092554490274862,1.0,4.117926569673064,1.0,3.932591748692966,0.9990000128746033,3.558973205075231,1.0,2.054133955327154,1.0,2.2936861698888205,1.0,2.4296604312554027,1.0,4.910850255702014,1.0,0.6832924022113693,1.0,1.8609824781114974,1.0,4.661171650628822,1.0,1.262043641959385,1.0,0.4310182891992953,1.0,2.3359046355820983,1.0,0.8631641695145923,1.0,2.0720286901848985,1.0,1.0938579289894261,1.0
13,1.649606125241205,1.0,1.0926905167834016,1.0,1.5209009853409525,1.0,5.263999374799983,1.0,3.7269562624700616,1.0,4.839215276567944,1.0,6.4553195018176535,0.9879999756813049,1.798343716443499,1.0,5.424489294188758,0.9700000286102295,2.1961270560892756,1.0,0.932919357037401,1.0,2.0380800379340642,1.0,2.300544866142452,1.0,2.6614598794304256,1.0,0.9665742037573819,1.0,5.047369543712002,1.0,0.8916861069844967,1.0,3.4865723218500744,1.0,3.8673451778565173,1.0,0.7742926801424176,1.0,4.098210737680636,1.0
14,2.079384862725224,1.0,2.464341190226331,1.0,4.187762261423459,1.0,2.5564150443137756,1.0,2.4919201917830773,1.0,1.534782599816935,1.0,4.659290051176828,0.9909999966621399,0.6665041643535842,1.0,6.4046838506545205,0.12700000405311584,1.8040900147144923,1.0,2.3810320827007594,1.0,3.971320075005229,1.0,0.32475715837796154,1.0,4.453339559590645,1.0,1.5766031231255488,1.0,4.720592605601656,1.0,2.1236185671299337,1.0,1.084236269700788,1.0,1.6233147646744135,1.0,1.778064531267268,1.0,1.2184175789822345,1.0
15,1.6500548628836123,1.0,3.3302063086595943,1.0,1.7479056449528976,1.0,5.921527452554283,1.0,0.4680614421667735,1.0,2.023524752068686,1.0,4.411120945372648,0.9990000128746033,2.7374421014020895,1.0,1.52352416134545,1.0,1.6303217861028771,1.0,3.2972377246871805,1.0,0.371661544287395,1.0,1.0628368871672766,1.0,2.642743610367071,1.0,3.2418131597654853,1.0,1.6106458952511546,1.0,1.2883035173670105,1.0,1.9014580557538703,1.0,1.646766594867157,1.0,0.6593975702569883,1.0,0.7561224507518746,1.0
16,4.481011488889857,1.0,3.8691174178743215,1.0,3.1792295348323387,1.0,5.486546141605118,1.0,3.156573922604493,1.0,1.871403281230041,1.0,0.7236317279250895,1.0,1.4160686168572818,1.0,1.5118184059578224,1.0,1.592336887201203,1.0,0.48723194932256425,1.0,1.9183786048799343,1.0,1.4348788071763225,1.0,1.5469949593455488,1.0,2.492610239270807,1.0,3.11376324997421,1.0,4.508933479805246,1.0,5.420083378275902,1.0,0.551298315695592,1.0,0.49301460843669626,1.0,3.4148373476856646,1.0
17,0.385452358813051,1.0,3.763803195123897,1.0,3.207951913259121,1.0,5.277348020522018,1.0,4.30232779473739,1.0,2.1551466169735525,1.0,1.3607205827309532,1.0,1.8220336090091154,1.0,1.395841796931809,1.0,0.968094880929079,1.0,1.9992944717577519,1.0,1.103125194640977,1.0,1.04963025593566,1.0,3.1472044599570475,1.0,0.9184144757087268,1.0,1.1627209147063846,1.0,2.3150125131876678,1.0,2.8171966118777103,1.0,3.1816752748306407,1.0,2.0663581586342348,1.0,2.492354623640933,1.0
18,3.5054611972254586,1.0,0.7814255734032147,1.0,7.362311429452025,1.0,1.5233935452284775,1.0,1.8461241949834999,1.0,1.9569048606775539,1.0,3.9316399872857484,1.0,0.6342344123490712,1.0,0.6055486457763166,1.0,1.1096193994258992,1.0,5.3332258194714255,1.0,2.559017797144613,1.0,2.0239183852134963,1.0,2.9296826486164584,1.0,3.203175410193685,1.0,1.4438320709437855,1.0,5.225147302632788,1.0,1.5735533480722534,1.0,1.9270261704766856,1.0,4.409697457503661,1.0,2.3234092237742163,1.0
19,2.3972956206948113,1.0,2.9792282854264984,1.0,3.639552053703963,1.0,3.0263220453824813,1.0,2.9083453714098746,1.0,2.4741287804141185,1.0,1.2095150535307617,1.0,4.030360828692298,1.0,1.0063246509683341,1.0,2.1857479344841058,1.0,2.6353817487020117,1.0,2.099120915664034,1.0,1.4473052411249197,1.0,7.683055148149316,1.0,2.575749645699316,1.0,3.9241366121735832,1.0,2.608642539186624,1.0,3.2629502744339574,1.0,2.909215912549699,1.0,1.540175061772718,1.0,6.068000960415844,1.0
20,4.038211554452399,1.0,132.80842448214065,0.6610000133514404,129.40914673591448,0.9940000176429749,3.246519088112626,0.9929999709129333,31.375362987875178,0.9309999942779541,13.947874317920112,0.0949999988079071,6.407013286385014,0.9990000128746033,1.296114366566442,0.9990000128746033,4.866174883090161,0.9980000257492065,4.936503824329735,1.0,4.759712688851832,1.0,14.240550442287654,1.0,7.285342456721324,0.9990000128746033,1.9397522028189091,1.0,13.753886223974458,0.9869999885559082,9.188469542625299,0.9980000257492065,10.472960497455933,1.0,7.0985054928592835,0.050999999046325684,1.7797732045276806,0.9750000238418579,21.341434202529157,0.04500000178813934,145.27052636749409,0.48100000619888306
21,1.2655435449577328,1.0,2.966438557716608,1.0,5.13359368209098,1.0,1.4037480928583221,1.0,5.093947562941717,1.0,4.427603541106281,1.0,3.8946208410965566,1.0,1.8824906371731651,1.0,2.3299989623780277,1.0,2.742342502711314,1.0,1.8228698016902474,1.0,3.007850361254115,1.0,4.4564877538474015,1.0,1.7569535061841735,1.0,0.9258618976645587,1.0,2.9653332586970187,1.0,1.178913875279849,1.0,1.876726477755265,1.0,0.6425141739616064,1.0,1.533033386051415,1.0,0.9932727764164074,1.0
22,3.657279769527938,1.0,2.409638803501075,1.0,4.255629277819346,1.0,1.3958223035372443,1.0,3.9505689865765072,1.0,4.1395220774839,1.0,3.5799595498560333,1.0,2.227972295773077,1.0,1.8627590453787557,1.0,2.8797222113135,1.0,1.3970660528713654,1.0,3.889329584478814,1.0,4.669741018334086,1.0,1.5032800142543978,1.0,1.2214954167037129,1.0,3.1302084492573017,1.0,0.7422177347829685,1.0,2.0165193024058663,1.0,0.9529658390379517,1.0,1.8239949633620123,1.0,4.78184335904632,1.0
23,3.9406743246353546,1.0,2.7270444392313333,1.0,0.4947258143140304,1.0,1.305397896034034,1.0,3.050868520590719,1.0,4.616545945921244,1.0,2.8812274637396857,1.0,2.665914868414237,1.0,1.604726792351003,1.0,2.230632737220486,1.0,2.5015063473156456,1.0,3.3618880842399417,1.0,5.398167806798878,1.0,1.8253400723108784,1.0,3.8130045640473718,1.0,1.896091890871135,1.0,4.226251652629613,1.0,2.6755704920681174,1.0,0.35728011797441445,1.0,3.0586260199520554,1.0,2.459276606463529,1.0
24,2.2363568130934017,1.0,3.057006392887854,1.0,0.3815118265501928,1.0,0.9173478552677372,1.0,2.9178611363163585,1.0,4.573032916480553,1.0,3.350750907679578,1.0,2.5319281258378292,1.0,2.011846691467052,1.0,2.0282213107441205,1.0,2.182417864983809,1.0,2.9434010992340593,1.0,4.9469643351200885,1.0,2.5133030735178354,1.0,3.9690031663033785,1.0,2.117124627864314,1.0,3.718996419511195,1.0,2.7025115306823677,1.0,1.3983849630483662,1.0,2.364233167385219,1.0,2.357936123564554,1.0
