scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4245,181.803,45.88,1.0,182.9,57.346,1.0,183.142,72.393,1.0,183.722,88.833,1.0,180.56,105.716,1.0,177.746,124.576,1.0,169.384,144.323,1.0,162.906,162.257,1.0,153.302,171.568,1.0,142.099,184.979,1.0,130.746,192.66,1.0,120.607,202.904,1.0
4246,181.78,45.78,1.0,182.782,57.271,1.0,183.03,72.324,1.0,183.602,88.586,1.0,180.073,105.524,1.0,176.832,124.468,1.0,168.78,144.098,1.0,161.031,161.662,1.0,152.056,171.486,1.0,140.137,184.634,1.0,129.463,192.592,1.0,118.851,201.696,1.0
4247,181.773,45.823,1.0,182.752,57.243,1.0,182.963,72.408,1.0,183.411,88.652,1.0,179.666,105.798,1.0,176.061,124.583,1.0,168.145,144.54,1.0,160.429,160.065,1.0,150.741,171.426,1.0,138.682,184.016,1.0,128.449,192.887,1.0,117.139,201.424,1.0
4248,181.915,46.065,1.0,182.988,57.431,1.0,182.987,72.6,1.0,183.631,88.778,1.0,179.876,105.874,1.0,176.435,124.41,1.0,168.36,143.719,1.0,159.731,160.624,1.0,150.776,170.713,1.0,138.098,183.626,1.0,126.709,191.962,1.0,116.163,200.956,1.0
4249,181.905,46.221,1.0,182.933,57.496,1.0,182.563,70.415,1.0,183.652,88.908,1.0,179.83,106.007,1.0,176.341,124.512,1.0,168.464,144.049,1.0,160.133,160.722,1.0,151.18,170.727,1.0,138.84,183.572,1.0,129.251,193.222,1.0,116.999,201.212,1.0
4250,181.991,46.251,1.0,183.082,57.517,1.0,182.583,70.417,1.0,183.61,89.018,1.0,179.904,106.2,1.0,176.532,124.642,1.0,168.741,144.459,1.0,160.603,161.541,1.0,151.948,171.46,1.0,140.126,184.499,1.0,129.349,192.813,1.0,118.768,201.927,1.0
4251,181.886,46.09,1.0,183.087,57.451,1.0,183.159,72.424,1.0,183.847,88.815,1.0,180.784,105.81,1.0,177.645,124.418,1.0,169.481,143.783,1.0,162.47,162.11,1.0,153.136,171.3,1.0,141.262,184.447,1.0,130.157,192.658,1.0,119.551,201.698,1.0
4252,181.858,46.13,1.0,183.078,57.486,1.0,182.624,70.195,1.0,183.915,89.069,1.0,180.799,106.104,1.0,177.809,124.879,1.0,169.494,144.281,1.0,162.437,162.299,1.0,152.999,171.473,1.0,141.1,184.548,1.0,130.187,192.618,1.0,119.559,201.667,1.0
4253,181.825,46.098,1.0,183.039,57.44,1.0,183.23,72.486,1.0,183.959,88.955,1.0,180.491,105.888,1.0,177.214,124.715,1.0,169.129,143.9,1.0,161.792,161.996,1.0,152.434,171.275,1.0,140.421,184.205,1.0,129.695,192.508,1.0,118.576,201.227,1.0
4254,181.901,46.054,1.0,182.982,57.406,1.0,183.076,72.472,1.0,183.579,88.533,1.0,180.184,105.629,1.0,176.433,124.29,1.0,168.43,143.86,1.0,160.067,160.848,1.0,151.392,170.716,1.0,139.124,183.568,1.0,129.233,193.161,1.0,116.7,200.981,1.0
4255,181.846,46.068,1.0,182.933,57.396,1.0,183.023,72.481,1.0,183.663,88.539,1.0,180.135,105.726,1.0,176.414,124.443,1.0,168.138,143.884,1.0,160.717,159.628,1.0,150.363,170.69,1.0,137.777,183.1,1.0,126.4,191.906,1.0,115.657,200.513,1.0
4256,181.854,46.099,1.0,182.923,57.39,1.0,182.966,72.527,1.0,183.574,88.647,1.0,179.811,105.77,1.0,176.158,124.475,1.0,167.961,144.234,1.0,160.293,160.012,1.0,150.272,170.9,1.0,137.774,183.179,1.0,126.445,191.908,1.0,115.691,200.55,1.0
4257,181.822,46.232,1.0,182.918,57.476,1.0,182.532,70.424,1.0,183.684,89.076,1.0,180.166,106.287,1.0,176.547,125.003,1.0,168.347,144.515,1.0,159.627,160.841,1.0,150.596,171.274,1.0,137.914,183.731,1.0,126.548,192.043,1.0,116.115,201.143,1.0
4258,181.796,46.226,1.0,182.951,57.472,1.0,182.525,70.365,1.0,183.679,89.055,1.0,180.318,106.263,1.0,176.824,125.033,1.0,168.693,144.579,1.0,160.623,161.507,1.0,151.442,171.211,1.0,139.065,183.835,1.0,128.996,193.264,1.0,117.222,200.898,1.0
4259,181.754,45.989,1.0,182.891,57.305,1.0,182.999,72.494,1.0,183.555,88.765,1.0,180.155,105.932,1.0,176.814,124.691,1.0,168.821,144.077,1.0,160.717,161.538,1.0,151.709,171.428,1.0,139.451,184.223,1.0,129.07,192.626,1.0,117.754,201.181,1.0
4260,181.723,45.953,1.0,182.843,57.337,1.0,183.255,72.411,1.0,183.87,88.757,1.0,180.538,105.787,1.0,177.485,124.457,1.0,169.338,143.307,1.0,161.535,161.406,1.0,151.986,170.682,1.0,139.862,183.483,1.0,129.492,192.774,1.0,117.184,200.882,1.0
4261,181.758,45.969,1.0,182.81,57.322,1.0,183.155,72.441,1.0,183.807,88.725,1.0,180.189,105.724,1.0,177.042,124.491,1.0,168.66,143.906,1.0,159.925,160.71,1.0,150.878,170.669,1.0,138.265,183.219,1.0,126.536,191.855,1.0,115.922,200.503,1.0
4262,181.795,45.905,1.0,182.813,57.302,1.0,183.157,72.396,1.0,183.599,88.491,1.0,179.863,105.418,1.0,176.232,124.33,1.0,167.973,143.801,1.0,160.723,159.78,1.0,150.118,170.419,1.0,137.501,182.717,1.0,126.006,191.793,1.0,114.961,200.345,1.0
4263,181.705,45.966,1.0,182.759,57.329,1.0,183.072,72.466,1.0,183.569,88.492,1.0,179.749,105.485,1.0,175.997,124.332,1.0,167.805,143.848,1.0,160.606,159.769,1.0,150.165,170.547,1.0,137.494,182.854,1.0,125.928,191.829,1.0,114.981,200.371,1.0
4264,181.779,45.988,1.0,182.887,57.367,1.0,183.162,72.504,1.0,183.691,88.774,1.0,179.837,105.793,1.0,176.316,124.532,1.0,168.084,144.125,1.0,160.699,159.654,1.0,150.655,170.672,1.0,138.038,183.44,1.0,126.509,191.938,1.0,116.084,200.454,1.0
4265,181.701,45.948,1.0,182.895,57.344,1.0,183.223,72.345,1.0,183.809,88.629,1.0,180.414,105.617,1.0,177.227,124.398,1.0,168.877,143.953,1.0,160.866,161.389,1.0,151.552,170.993,1.0,139.186,183.775,1.0,129.07,193.255,1.0,117.129,200.714,1.0
4266,181.664,45.952,1.0,182.861,57.376,1.0,183.247,72.423,1.0,183.789,88.756,1.0,180.281,105.701,1.0,177.285,124.719,1.0,168.896,144.09,1.0,161.484,161.88,1.0,152.056,171.535,1.0,139.701,184.471,1.0,129.152,192.556,1.0,118.142,200.997,1.0
4267,181.677,46.02,1.0,182.88,57.368,1.0,183.176,72.457,1.0,183.846,88.899,1.0,180.357,105.883,1.0,177.33,124.857,1.0,168.914,144.069,1.0,161.311,161.74,1.0,151.946,171.157,1.0,139.519,183.991,1.0,129.024,192.409,1.0,117.709,200.776,1.0
4268,181.676,45.913,1.0,182.806,57.294,1.0,183.05,72.315,1.0,183.613,88.43,1.0,180.267,105.33,1.0,177.035,124.238,1.0,168.683,143.656,1.0,160.359,160.835,1.0,151.035,170.677,1.0,138.43,183.458,1.0,127.06,192.053,1.0,116.396,200.677,1.0
4269,181.763,46.01,1.0,182.883,57.299,1.0,183.057,72.423,1.0,183.551,88.5,1.0,179.908,105.515,1.0,176.546,124.252,1.0,168.382,143.844,1.0,160.626,159.928,1.0,150.249,171.094,1.0,137.79,183.328,1.0,126.537,192.348,1.0,116.112,199.975,1.0
4270,181.718,45.932,1.0,182.838,57.277,1.0,182.945,72.395,1.0,183.525,88.482,1.0,179.812,105.515,1.0,176.376,124.324,1.0,168.126,144.074,1.0,160.47,160.133,1.0,150.061,170.982,1.0,137.379,183.21,1.0,126.083,192.323,1.0,115.566,200.138,1.0
4271,181.738,46.023,1.0,182.817,57.341,1.0,183.019,72.393,1.0,183.632,88.565,1.0,179.981,105.537,1.0,176.417,124.359,1.0,168.254,143.876,1.0,160.388,160.016,1.0,149.948,171.061,1.0,137.316,183.14,1.0,126.13,192.376,1.0,115.546,199.987,1.0
4272,181.731,46.131,1.0,182.843,57.341,1.0,183.149,72.372,1.0,183.992,88.631,1.0,180.493,105.65,1.0,177.099,124.513,1.0,168.79,143.713,1.0,160.101,160.892,1.0,150.743,170.883,1.0,137.772,183.323,1.0,126.426,191.833,1.0,115.747,200.234,1.0
4273,181.76,46.231,1.0,182.928,57.448,1.0,182.658,70.277,1.0,184.027,88.861,1.0,180.418,105.843,1.0,177.037,124.808,1.0,168.71,144.048,1.0,159.801,160.881,1.0,150.376,171.358,1.0,137.645,183.557,1.0,126.442,192.078,1.0,115.995,200.182,1.0
4274,181.801,46.307,1.0,182.97,57.517,1.0,182.714,70.35,1.0,183.926,89.038,1.0,180.39,106.062,1.0,177.071,124.917,1.0,168.77,144.275,1.0,159.739,161.058,1.0,150.151,171.239,1.0,137.493,183.19,1.0,126.398,192.096,1.0,115.708,200.241,1.0
4275,181.82,46.329,1.0,182.913,57.519,1.0,182.734,70.369,1.0,183.941,89.006,1.0,180.491,105.941,1.0,176.997,124.72,1.0,168.601,144.025,1.0,160.429,159.901,1.0,149.779,170.353,1.0,136.798,182.171,1.0,125.321,191.512,1.0,115.336,198.723,1.0
4276,181.743,46.133,1.0,182.769,57.384,1.0,182.89,72.55,1.0,183.446,88.499,1.0,179.737,105.614,1.0,176.006,124.399,1.0,167.688,143.95,1.0,159.872,159.974,1.0,148.921,170.981,1.0,136.206,182.345,1.0,124.812,191.741,1.0,114.751,198.347,1.0
4277,181.717,46.267,1.0,182.827,57.441,1.0,182.551,70.459,1.0,183.504,88.881,1.0,179.754,106.122,1.0,175.784,124.81,1.0,169.573,144.135,1.0,159.725,160.247,1.0,148.897,171.109,1.0,136.141,182.306,1.0,125.134,191.671,1.0,115.098,198.819,1.0
4278,181.713,46.314,1.0,182.859,57.473,1.0,182.663,70.27,1.0,183.855,88.804,1.0,180.367,105.686,1.0,176.824,124.638,1.0,168.518,143.711,1.0,159.543,160.629,1.0,150.085,170.257,1.0,137.273,182.064,1.0,125.978,191.329,1.0,115.73,198.606,1.0
4279,181.709,46.193,1.0,182.884,57.409,1.0,182.629,70.265,1.0,183.722,88.789,1.0,180.209,105.825,1.0,176.693,124.776,1.0,168.463,144.143,1.0,159.942,160.986,1.0,150.447,171.14,1.0,137.952,183.484,1.0,126.543,192.051,1.0,116.091,200.539,1.0
4280,181.738,46.156,1.0,182.878,57.389,1.0,183.135,72.544,1.0,183.739,88.84,1.0,180.471,105.82,1.0,177.015,124.753,1.0,168.575,143.92,1.0,160.139,160.923,1.0,150.6,170.94,1.0,138.125,183.306,1.0,126.73,191.92,1.0,116.227,200.241,1.0
4281,181.682,46.132,1.0,182.756,57.37,1.0,182.573,70.21,1.0,183.779,88.835,1.0,180.446,105.874,1.0,176.885,124.871,1.0,168.518,143.86,1.0,160.258,160.074,1.0,150.062,170.832,1.0,137.315,182.998,1.0,126.083,191.851,1.0,116.487,199.565,1.0
4282,181.719,46.069,1.0,182.767,57.326,1.0,183.08,72.526,1.0,183.558,88.579,1.0,180.139,105.559,1.0,176.556,124.349,1.0,168.464,143.658,1.0,160.161,159.787,1.0,149.38,170.332,1.0,136.412,182.122,1.0,124.747,191.388,1.0,114.796,198.368,1.0
4283,181.743,46.094,1.0,182.694,57.295,1.0,182.946,72.538,1.0,183.309,88.417,1.0,179.65,105.54,1.0,175.861,124.482,1.0,169.377,143.709,1.0,160.071,159.845,1.0,148.639,170.413,1.0,135.989,181.77,1.0,124.409,191.295,1.0,113.914,198.278,1.0
4284,181.834,46.122,1.0,182.937,57.509,1.0,182.633,70.409,1.0,183.77,88.847,1.0,180.116,106.061,1.0,176.303,124.909,1.0,167.776,143.845,1.0,159.832,160.095,1.0,148.41,170.781,1.0,135.66,182.234,1.0,124.283,191.519,1.0,113.884,198.394,1.0
4285,181.862,46.119,1.0,182.955,57.536,1.0,182.655,70.366,1.0,183.778,88.866,1.0,180.29,105.991,1.0,176.867,124.718,1.0,168.339,144.055,1.0,160.551,159.863,1.0,149.748,170.446,1.0,136.825,182.43,1.0,125.263,191.3,1.0,115.208,198.904,1.0
4286,181.859,46.021,1.0,182.964,57.442,1.0,183.177,72.401,1.0,183.87,88.686,1.0,180.734,105.702,1.0,177.558,124.54,1.0,169.153,143.825,1.0,161.353,161.683,1.0,151.759,170.965,1.0,139.085,183.904,1.0,129.075,193.044,1.0,117.439,201.167,1.0
4287,181.857,45.986,1.0,182.924,57.438,1.0,183.217,72.368,1.0,183.935,88.687,1.0,180.832,105.77,1.0,177.534,124.584,1.0,169.067,144.022,1.0,160.85,161.413,1.0,151.4,170.777,1.0,138.759,183.638,1.0,126.921,191.825,1.0,116.376,200.348,1.0
4288,181.806,45.922,1.0,182.831,57.336,1.0,182.985,72.305,1.0,183.629,88.415,1.0,180.402,105.444,1.0,176.92,124.248,1.0,168.617,143.533,1.0,159.331,160.607,1.0,150.003,170.763,1.0,137.045,182.583,1.0,125.503,191.542,1.0,115.525,199.139,1.0
4289,181.75,46.049,1.0,182.813,57.352,1.0,182.937,72.447,1.0,183.676,88.559,1.0,179.887,105.73,1.0,176.102,124.745,1.0,169.632,143.944,1.0,159.831,160.114,1.0,148.61,170.68,1.0,135.635,181.896,1.0,124.229,191.114,1.0,113.714,198.387,1.0
4290,181.77,46.266,1.0,182.839,57.488,1.0,182.543,70.334,1.0,183.681,88.742,1.0,179.873,105.899,1.0,176.101,124.829,1.0,169.498,143.876,1.0,159.71,159.909,1.0,148.062,170.679,1.0,135.229,181.544,1.0,123.856,191.073,1.0,113.172,197.997,1.0
4291,181.758,46.156,1.0,182.842,57.412,1.0,182.518,70.301,1.0,183.658,88.737,1.0,179.871,105.895,1.0,176.05,124.813,1.0,167.833,144.06,1.0,159.858,159.987,1.0,148.616,170.551,1.0,135.76,181.915,1.0,124.275,191.369,1.0,113.706,198.344,1.0
4292,181.791,46.086,1.0,182.965,57.348,1.0,182.553,70.358,1.0,183.796,88.925,1.0,180.069,106.207,1.0,176.519,124.93,1.0,168.434,144.077,1.0,160.149,160.376,1.0,149.6,170.711,1.0,136.679,182.575,1.0,125.469,191.628,1.0,115.381,198.997,1.0
4293,181.798,46.145,1.0,182.954,57.42,1.0,182.628,70.284,1.0,183.928,88.978,1.0,180.484,106.195,1.0,176.976,125.029,1.0,168.832,143.876,1.0,160.375,160.25,1.0,150.424,170.82,1.0,137.672,183.141,1.0,126.249,191.921,1.0,115.846,200.471,1.0
4294,181.785,45.978,1.0,182.918,57.367,1.0,183.115,72.497,1.0,183.877,88.929,1.0,180.602,106.116,1.0,177.133,124.958,1.0,168.927,144.028,1.0,160.319,160.39,1.0,150.154,170.913,1.0,137.375,182.762,1.0,126.06,191.516,1.0,115.983,199.206,1.0
4295,181.716,46.083,1.0,182.841,57.377,1.0,182.986,72.534,1.0,183.669,88.855,1.0,180.046,105.856,1.0,176.61,124.637,1.0,168.751,143.617,1.0,160.55,159.989,1.0,149.925,170.326,1.0,137.054,182.231,1.0,125.248,191.34,1.0,115.002,198.092,1.0
4296,181.791,45.965,1.0,182.865,57.329,1.0,183.122,72.412,1.0,183.547,88.6,1.0,179.981,105.667,1.0,176.424,124.395,1.0,168.214,143.512,1.0,160.458,159.669,1.0,148.714,170.359,1.0,135.78,181.777,1.0,124.179,191.048,1.0,113.697,198.144,1.0
4297,181.784,46.014,1.0,182.857,57.329,1.0,183.225,72.379,1.0,183.59,88.539,1.0,179.932,105.622,1.0,176.027,124.418,1.0,167.729,143.461,1.0,159.862,159.633,1.0,147.848,170.553,1.0,137.434,181.519,1.0,123.34,190.899,1.0,112.998,197.96,1.0
4298,181.779,46.043,1.0,182.878,57.314,1.0,183.144,72.414,1.0,183.523,88.603,1.0,179.776,105.659,1.0,176.083,124.503,1.0,167.932,143.346,1.0,159.792,160.006,1.0,147.698,171.038,1.0,137.27,181.902,1.0,123.357,191.123,1.0,113.428,197.975,1.0
4299,181.797,46.066,1.0,182.932,57.302,1.0,183.147,72.464,1.0,183.488,88.713,1.0,179.817,105.836,1.0,176.242,124.603,1.0,168.118,144.153,1.0,159.861,160.457,1.0,148.825,171.055,1.0,135.892,182.452,1.0,124.537,191.57,1.0,114.585,198.34,1.0
4300,181.806,46.153,1.0,182.985,57.404,1.0,182.615,70.418,1.0,183.792,89.049,1.0,180.115,106.205,1.0,176.725,124.767,1.0,168.618,143.801,1.0,160.474,160.123,1.0,150.014,170.823,1.0,137.163,183.025,1.0,125.795,191.93,1.0,115.256,200.678,1.0
4301,181.757,46.135,1.0,182.94,57.412,1.0,183.397,72.438,1.0,184.115,88.996,1.0,180.682,105.914,1.0,177.274,124.952,1.0,168.842,143.873,1.0,160.322,161.258,1.0,150.702,170.885,1.0,137.682,183.326,1.0,126.242,191.818,1.0,116.479,199.692,1.0
4302,181.69,46.032,1.0,182.793,57.357,1.0,183.258,72.388,1.0,183.972,88.95,1.0,180.464,105.952,1.0,177.206,124.879,1.0,168.681,143.864,1.0,160.423,161.148,1.0,150.691,170.72,1.0,137.874,183.084,1.0,126.235,191.674,1.0,115.718,200.266,1.0
4303,181.712,46.044,1.0,182.831,57.324,1.0,183.177,72.421,1.0,183.775,88.86,1.0,179.999,105.731,1.0,176.645,124.425,1.0,168.73,143.447,1.0,159.657,160.666,1.0,150.417,170.123,1.0,137.724,182.506,1.0,126.094,191.449,1.0,115.32,200.364,1.0
4304,181.687,46.01,1.0,182.831,57.323,1.0,183.24,72.445,1.0,183.877,89.0,1.0,180.008,105.948,1.0,176.561,124.614,1.0,168.441,143.721,1.0,160.383,160.005,1.0,149.581,170.26,1.0,136.723,181.939,1.0,125.067,190.901,1.0,114.832,198.017,1.0
4305,181.697,46.068,1.0,182.777,57.283,1.0,183.072,72.497,1.0,183.64,88.901,1.0,179.675,105.997,1.0,175.926,124.773,1.0,167.722,143.816,1.0,160.16,159.965,1.0,149.004,170.448,1.0,136.213,181.987,1.0,124.644,191.11,1.0,114.136,197.997,1.0
4306,181.699,46.062,1.0,182.771,57.333,1.0,183.09,72.514,1.0,183.704,88.858,1.0,179.635,105.971,1.0,175.9,124.756,1.0,167.889,144.098,1.0,160.044,160.258,1.0,149.142,170.685,1.0,136.286,182.157,1.0,124.904,191.398,1.0,114.829,198.465,1.0
4307,181.727,46.094,1.0,182.884,57.402,1.0,182.602,70.328,1.0,184.114,89.067,1.0,180.294,106.077,1.0,176.633,125.016,1.0,168.446,144.198,1.0,160.357,160.185,1.0,149.724,170.531,1.0,136.907,182.555,1.0,125.493,191.41,1.0,115.512,198.746,1.0
4308,181.828,46.008,1.0,182.957,57.372,1.0,183.298,72.506,1.0,183.822,88.874,1.0,180.29,105.88,1.0,177.161,124.626,1.0,169.008,143.581,1.0,160.208,160.902,1.0,150.685,170.737,1.0,138.09,183.011,1.0,126.828,191.605,1.0,115.958,200.377,1.0
4309,181.847,46.272,1.0,183.03,57.536,1.0,182.722,70.34,1.0,183.996,89.101,1.0,180.407,106.16,1.0,177.175,124.881,1.0,169.031,143.684,1.0,160.475,161.125,1.0,150.945,170.725,1.0,138.348,183.082,1.0,126.928,191.544,1.0,116.27,200.428,1.0
4310,181.813,46.068,1.0,182.895,57.432,1.0,183.091,72.524,1.0,183.767,88.813,1.0,180.234,105.801,1.0,177.067,124.593,1.0,168.943,143.572,1.0,160.353,161.123,1.0,150.764,170.616,1.0,138.042,182.934,1.0,126.719,191.477,1.0,115.804,200.407,1.0
4311,181.839,46.08,1.0,182.917,57.39,1.0,183.085,72.418,1.0,183.752,88.603,1.0,180.377,105.554,1.0,177.205,124.243,1.0,168.879,143.319,1.0,160.0,160.644,1.0,150.387,170.274,1.0,137.279,182.509,1.0,125.775,191.192,1.0,115.814,199.09,1.0
4312,181.813,46.177,1.0,182.925,57.407,1.0,182.983,72.496,1.0,183.645,88.619,1.0,180.09,105.538,1.0,176.606,124.265,1.0,168.47,143.584,1.0,159.226,160.267,1.0,149.702,170.234,1.0,136.868,181.953,1.0,125.332,191.182,1.0,115.145,198.414,1.0
4313,181.801,46.081,1.0,182.857,57.362,1.0,182.903,72.488,1.0,183.466,88.471,1.0,179.73,105.49,1.0,176.109,124.192,1.0,168.13,143.747,1.0,160.254,159.908,1.0,149.156,170.739,1.0,136.294,182.211,1.0,125.055,191.47,1.0,115.018,198.554,1.0
4314,181.791,45.992,1.0,182.86,57.349,1.0,182.914,72.501,1.0,183.494,88.549,1.0,179.739,105.669,1.0,176.288,124.418,1.0,168.259,143.934,1.0,160.44,160.103,1.0,149.579,170.866,1.0,136.709,182.443,1.0,125.548,191.506,1.0,115.502,198.971,1.0
4315,181.763,46.052,1.0,182.841,57.397,1.0,182.446,70.159,1.0,183.645,88.808,1.0,180.188,106.042,1.0,176.894,124.852,1.0,168.78,143.506,1.0,159.607,161.047,1.0,149.944,171.199,1.0,137.171,183.077,1.0,126.095,191.953,1.0,115.378,200.117,1.0
4316,181.755,45.961,1.0,182.806,57.335,1.0,182.961,72.463,1.0,183.539,88.625,1.0,180.181,105.726,1.0,176.972,124.565,1.0,168.919,143.757,1.0,160.15,161.381,1.0,150.601,171.035,1.0,137.754,183.417,1.0,126.465,192.053,1.0,115.897,200.142,1.0
4317,181.732,45.894,1.0,182.799,57.327,1.0,183.083,72.412,1.0,183.726,88.576,1.0,180.394,105.607,1.0,177.038,124.58,1.0,168.694,143.837,1.0,160.073,161.273,1.0,150.471,170.69,1.0,137.504,182.908,1.0,126.272,191.727,1.0,116.575,199.614,1.0
4318,181.718,45.906,1.0,182.823,57.302,1.0,183.101,72.394,1.0,183.65,88.438,1.0,180.179,105.411,1.0,176.69,124.251,1.0,168.667,143.573,1.0,159.516,160.794,1.0,149.781,170.463,1.0,136.93,181.953,1.0,125.208,191.173,1.0,115.135,198.24,1.0
4319,181.744,45.908,1.0,182.784,57.246,1.0,182.977,72.402,1.0,183.541,88.239,1.0,179.882,105.364,1.0,176.141,124.244,1.0,167.996,143.507,1.0,160.135,159.718,1.0,148.375,170.794,1.0,135.567,181.619,1.0,124.235,191.136,1.0,113.645,197.701,1.0
4320,181.815,46.222,1.0,182.81,57.45,1.0,182.536,70.407,1.0,183.599,88.782,1.0,179.682,105.935,1.0,175.771,124.698,1.0,169.405,143.749,1.0,159.509,160.116,1.0,147.671,170.91,1.0,137.215,181.926,1.0,123.118,191.191,1.0,112.917,198.111,1.0
4321,181.736,46.101,1.0,182.859,57.368,1.0,183.063,72.433,1.0,183.593,88.494,1.0,179.868,105.525,1.0,175.964,124.371,1.0,167.992,143.278,1.0,159.827,159.795,1.0,147.969,170.926,1.0,137.569,181.716,1.0,123.484,191.165,1.0,113.137,197.946,1.0
4322,181.719,46.234,1.0,182.822,57.382,1.0,182.64,70.362,1.0,183.788,88.92,1.0,180.234,105.939,1.0,176.53,124.683,1.0,168.359,143.675,1.0,160.35,159.827,1.0,149.02,170.629,1.0,136.067,181.904,1.0,124.268,191.432,1.0,113.992,197.919,1.0
4323,181.693,46.254,1.0,182.877,57.43,1.0,182.644,70.285,1.0,183.956,88.998,1.0,180.366,106.017,1.0,176.898,124.907,1.0,168.644,143.745,1.0,160.55,160.088,1.0,149.559,170.737,1.0,136.564,182.279,1.0,124.729,191.64,1.0,114.991,198.33,1.0
4324,181.627,46.021,1.0,182.744,57.267,1.0,183.101,72.323,1.0,183.71,88.741,1.0,180.31,105.715,1.0,176.831,124.549,1.0,168.697,143.568,1.0,160.53,160.078,1.0,149.614,170.978,1.0,136.478,182.32,1.0,124.953,191.976,1.0,115.151,198.438,1.0
4325,181.751,46.212,1.0,182.848,57.358,1.0,183.186,72.467,1.0,183.772,88.831,1.0,180.32,105.837,1.0,176.829,124.64,1.0,168.623,143.509,1.0,160.506,159.971,1.0,149.082,170.703,1.0,135.928,181.923,1.0,124.297,191.657,1.0,114.321,197.959,1.0
4326,181.732,46.191,1.0,182.791,57.351,1.0,182.514,70.389,1.0,183.518,88.767,1.0,179.694,105.893,1.0,175.767,124.71,1.0,167.779,143.692,1.0,159.94,159.872,1.0,148.215,170.976,1.0,135.171,181.696,1.0,123.467,191.421,1.0,113.358,198.043,1.0
4327,181.796,46.153,1.0,182.848,57.292,1.0,182.924,72.482,1.0,183.417,88.479,1.0,179.761,105.623,1.0,175.896,124.502,1.0,169.615,143.595,1.0,159.599,159.942,1.0,147.771,170.911,1.0,137.132,181.792,1.0,122.767,191.353,1.0,112.828,197.842,1.0
4328,181.7,46.164,1.0,182.669,57.254,1.0,182.738,72.396,1.0,183.403,88.55,1.0,179.841,105.714,1.0,176.024,124.558,1.0,167.957,143.386,1.0,159.549,159.866,1.0,147.606,170.997,1.0,137.09,181.895,1.0,122.637,191.414,1.0,112.905,197.881,1.0
