scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
655,182.173,45.952,1.0,182.967,56.925,1.0,182.158,72.785,1.0,182.774,89.598,1.0,182.263,108.527,1.0,181.805,126.037,1.0,180.038,147.681,1.0,178.34,162.961,1.0,176.907,181.047,1.0,174.967,194.485,1.0,177.422,207.864,1.0,172.457,219.171,1.0
656,182.152,45.769,1.0,182.884,56.68,1.0,181.891,72.701,1.0,181.961,89.28,1.0,181.186,108.118,1.0,180.864,125.948,1.0,179.516,147.683,1.0,178.141,162.868,1.0,176.854,181.124,1.0,175.024,194.633,1.0,174.612,206.873,1.0,172.91,219.43,1.0
657,182.124,45.914,1.0,182.907,56.789,1.0,181.933,72.77,1.0,182.073,89.49,1.0,181.379,108.363,1.0,180.932,126.203,1.0,179.481,147.545,1.0,178.04,162.748,1.0,176.812,180.822,1.0,175.065,194.371,1.0,174.675,206.544,1.0,173.253,219.25,1.0
658,182.126,46.012,1.0,182.926,56.863,1.0,181.955,72.834,1.0,182.373,89.516,1.0,181.69,108.429,1.0,181.139,126.095,1.0,179.392,147.393,1.0,177.894,162.466,1.0,176.552,180.64,1.0,174.583,194.061,1.0,176.904,207.533,1.0,171.859,218.629,1.0
659,182.157,45.9,1.0,182.956,56.782,1.0,181.932,72.722,1.0,182.148,89.44,1.0,181.059,108.017,1.0,180.755,125.781,1.0,179.202,146.986,1.0,177.802,161.931,1.0,176.401,180.087,1.0,174.504,193.95,1.0,176.739,207.389,1.0,171.903,218.563,1.0
660,182.118,46.055,1.0,182.922,57.009,1.0,182.097,72.82,1.0,182.595,89.576,1.0,181.616,108.338,1.0,180.915,126.22,1.0,179.248,147.444,1.0,177.855,162.8,1.0,176.641,180.788,1.0,174.584,194.562,1.0,176.799,208.325,1.0,171.844,219.247,1.0
661,182.072,45.774,1.0,182.838,56.812,1.0,182.047,72.683,1.0,182.349,89.37,1.0,181.526,108.172,1.0,181.01,126.044,1.0,179.352,147.564,1.0,177.835,162.803,1.0,176.685,181.018,1.0,174.591,194.747,1.0,177.103,208.289,1.0,172.082,219.336,1.0
662,182.129,45.849,1.0,182.91,56.813,1.0,182.074,72.767,1.0,182.55,89.441,1.0,181.854,108.379,1.0,181.43,125.748,1.0,179.865,147.326,1.0,178.246,162.662,1.0,176.805,181.016,1.0,174.818,194.337,1.0,177.366,208.151,1.0,172.238,219.161,1.0
663,182.124,46.04,1.0,182.894,56.908,1.0,181.874,72.845,1.0,182.261,89.531,1.0,181.237,108.331,1.0,180.834,125.816,1.0,179.451,147.069,1.0,178.112,162.117,1.0,176.652,180.576,1.0,174.868,194.258,1.0,174.341,206.565,1.0,172.632,219.08,1.0
664,182.113,45.945,1.0,182.886,56.876,1.0,181.967,72.806,1.0,182.475,89.494,1.0,181.579,108.355,1.0,181.102,125.734,1.0,179.659,146.966,1.0,178.14,162.028,1.0,176.731,180.58,1.0,174.912,194.254,1.0,174.58,206.454,1.0,172.931,218.974,1.0
665,182.154,45.979,1.0,182.956,56.938,1.0,182.065,72.893,1.0,182.625,89.744,1.0,181.92,108.843,1.0,181.176,126.347,1.0,179.515,147.657,1.0,178.074,162.548,1.0,176.73,180.773,1.0,174.747,194.233,1.0,176.958,207.837,1.0,171.771,218.756,1.0
666,182.146,45.806,1.0,182.861,56.771,1.0,181.972,72.725,1.0,182.059,89.531,1.0,181.149,108.333,1.0,180.723,126.165,1.0,179.399,147.631,1.0,178.114,162.878,1.0,176.593,181.001,1.0,174.72,194.427,1.0,177.175,208.017,1.0,172.15,219.271,1.0
667,182.161,45.83,1.0,182.924,56.762,1.0,182.047,72.73,1.0,182.422,89.444,1.0,181.534,108.452,1.0,181.165,126.121,1.0,179.284,147.656,1.0,177.864,162.802,1.0,176.585,180.863,1.0,174.733,194.398,1.0,177.096,207.887,1.0,172.168,219.021,1.0
668,182.156,45.822,1.0,183.002,56.803,1.0,182.234,72.755,1.0,182.712,89.563,1.0,181.822,108.717,1.0,181.433,126.391,1.0,179.619,147.825,1.0,178.069,163.033,1.0,176.655,180.984,1.0,174.527,194.446,1.0,176.481,207.86,1.0,171.314,218.82,1.0
669,182.139,45.804,1.0,182.888,56.736,1.0,181.981,72.734,1.0,182.237,89.402,1.0,181.145,108.256,1.0,180.905,125.976,1.0,179.504,147.685,1.0,178.131,162.956,1.0,176.611,181.11,1.0,174.769,194.656,1.0,177.302,208.349,1.0,171.861,219.255,1.0
670,182.203,45.923,1.0,182.964,56.856,1.0,182.048,72.805,1.0,182.444,89.595,1.0,181.559,108.604,1.0,181.234,126.246,1.0,179.687,147.84,1.0,178.217,163.095,1.0,176.939,181.498,1.0,175.101,194.789,1.0,174.356,207.301,1.0,172.309,219.36,1.0
671,182.161,45.97,1.0,182.936,56.912,1.0,181.922,72.858,1.0,182.584,89.625,1.0,181.951,108.833,1.0,181.517,126.29,1.0,179.766,147.806,1.0,178.309,162.879,1.0,176.856,181.226,1.0,174.877,194.531,1.0,177.356,207.897,1.0,172.222,219.028,1.0
672,182.044,45.942,1.0,182.811,56.918,1.0,181.847,72.751,1.0,182.329,89.477,1.0,181.206,108.063,1.0,180.728,125.864,1.0,179.251,147.182,1.0,178.035,162.301,1.0,176.863,180.663,1.0,174.883,194.327,1.0,174.269,206.581,1.0,172.518,219.161,1.0
673,182.093,46.118,1.0,182.861,57.006,1.0,181.904,72.849,1.0,182.456,89.636,1.0,181.398,108.29,1.0,180.69,126.19,1.0,179.211,147.305,1.0,177.995,162.349,1.0,176.855,180.593,1.0,175.1,194.322,1.0,174.403,206.511,1.0,172.935,219.214,1.0
674,182.212,45.886,1.0,182.898,56.91,1.0,182.1,72.775,1.0,182.731,89.6,1.0,182.051,108.616,1.0,181.533,126.22,1.0,179.604,147.621,1.0,178.059,162.612,1.0,176.727,180.714,1.0,174.63,194.355,1.0,176.79,207.756,1.0,171.839,219.124,1.0
675,182.159,45.89,1.0,182.861,56.874,1.0,181.947,72.707,1.0,182.265,89.433,1.0,181.229,108.096,1.0,180.868,125.731,1.0,179.376,147.014,1.0,177.959,162.156,1.0,176.602,180.322,1.0,174.633,194.142,1.0,176.949,207.668,1.0,171.909,218.989,1.0
676,182.214,45.983,1.0,182.87,56.938,1.0,181.928,72.804,1.0,182.321,89.557,1.0,181.269,108.314,1.0,180.627,125.992,1.0,179.23,147.326,1.0,177.954,162.448,1.0,176.774,180.661,1.0,174.88,194.522,1.0,174.371,206.851,1.0,172.746,219.173,1.0
677,182.211,45.862,1.0,182.882,56.91,1.0,181.973,72.719,1.0,182.569,89.401,1.0,181.804,108.229,1.0,181.497,125.678,1.0,179.919,147.208,1.0,178.201,162.517,1.0,176.788,180.725,1.0,174.761,194.585,1.0,177.097,207.889,1.0,171.993,218.946,1.0
678,182.188,45.927,1.0,182.819,56.922,1.0,181.882,72.751,1.0,182.374,89.39,1.0,181.403,108.112,1.0,181.13,125.589,1.0,179.669,147.197,1.0,178.092,162.236,1.0,176.748,180.502,1.0,174.77,194.417,1.0,177.209,207.95,1.0,172.086,218.927,1.0
679,182.161,46.114,1.0,182.843,57.038,1.0,181.881,72.881,1.0,182.421,89.695,1.0,181.546,108.617,1.0,180.87,126.553,1.0,179.174,147.998,1.0,177.861,163.09,1.0,176.862,181.204,1.0,175.136,194.734,1.0,174.815,207.193,1.0,172.875,219.477,1.0
680,182.151,46.15,1.0,182.946,57.11,1.0,181.991,72.907,1.0,182.946,89.586,1.0,182.202,108.631,1.0,181.609,126.047,1.0,179.607,147.329,1.0,178.072,162.436,1.0,176.72,180.783,1.0,174.704,194.39,1.0,177.011,207.833,1.0,171.998,219.082,1.0
681,182.153,45.954,1.0,182.797,56.933,1.0,181.893,72.745,1.0,182.455,89.481,1.0,181.531,108.249,1.0,181.084,125.956,1.0,179.358,147.405,1.0,177.927,162.341,1.0,176.766,180.732,1.0,174.738,194.259,1.0,177.128,207.649,1.0,172.278,218.94,1.0
682,182.171,46.024,1.0,182.839,56.936,1.0,181.911,72.775,1.0,182.458,89.595,1.0,181.579,108.353,1.0,180.941,126.091,1.0,179.176,147.31,1.0,177.832,162.392,1.0,176.738,180.685,1.0,174.865,194.407,1.0,174.318,206.874,1.0,172.693,219.546,1.0
683,182.095,46.013,1.0,182.815,56.962,1.0,181.955,72.787,1.0,182.651,89.591,1.0,181.759,108.261,1.0,181.207,125.993,1.0,179.359,147.229,1.0,177.831,162.327,1.0,176.678,180.616,1.0,174.75,194.387,1.0,177.222,207.856,1.0,172.203,219.179,1.0
684,182.089,45.783,1.0,182.882,56.823,1.0,181.996,72.732,1.0,182.538,89.416,1.0,181.619,108.206,1.0,181.188,125.801,1.0,179.373,147.236,1.0,177.814,162.444,1.0,176.654,180.464,1.0,174.793,194.354,1.0,177.153,207.732,1.0,172.18,219.048,1.0
685,182.169,45.761,1.0,182.959,56.794,1.0,182.091,72.69,1.0,182.536,89.357,1.0,181.616,108.109,1.0,181.187,125.642,1.0,179.431,147.155,1.0,177.919,162.365,1.0,176.731,180.61,1.0,174.684,194.584,1.0,176.976,207.911,1.0,171.964,219.245,1.0
686,182.181,45.691,1.0,182.986,56.702,1.0,181.929,72.695,1.0,182.276,89.376,1.0,181.126,108.015,1.0,180.504,125.749,1.0,178.804,147.174,1.0,177.608,162.254,1.0,176.737,180.717,1.0,174.797,194.507,1.0,174.462,206.571,1.0,172.461,219.154,1.0
687,182.232,45.918,1.0,182.96,56.867,1.0,182.04,72.832,1.0,182.536,89.547,1.0,181.623,108.375,1.0,181.134,125.835,1.0,179.346,147.318,1.0,177.821,162.477,1.0,176.812,180.827,1.0,174.86,194.715,1.0,174.598,206.858,1.0,172.591,219.264,1.0
688,182.218,45.912,1.0,182.972,56.843,1.0,182.039,72.814,1.0,182.533,89.471,1.0,181.758,108.463,1.0,181.459,125.848,1.0,179.676,147.363,1.0,178.097,162.705,1.0,176.827,180.955,1.0,174.734,194.604,1.0,176.995,207.919,1.0,171.83,218.979,1.0
689,182.138,45.773,1.0,182.906,56.742,1.0,182.009,72.703,1.0,182.382,89.44,1.0,181.39,108.259,1.0,180.911,125.934,1.0,179.286,147.404,1.0,177.877,162.56,1.0,176.749,180.829,1.0,174.824,194.596,1.0,177.263,207.955,1.0,172.024,218.989,1.0
690,182.134,45.889,1.0,182.925,56.811,1.0,182.065,72.764,1.0,182.417,89.442,1.0,181.373,108.271,1.0,180.877,125.907,1.0,179.147,147.328,1.0,177.84,162.502,1.0,176.799,180.732,1.0,174.871,194.53,1.0,177.407,207.797,1.0,172.475,219.099,1.0
691,182.165,45.848,1.0,182.939,56.815,1.0,182.059,72.771,1.0,182.368,89.485,1.0,181.428,108.413,1.0,180.93,125.949,1.0,179.134,147.319,1.0,177.812,162.379,1.0,176.746,180.747,1.0,174.84,194.435,1.0,177.156,207.673,1.0,172.174,218.956,1.0
692,182.176,45.847,1.0,182.96,56.876,1.0,182.155,72.817,1.0,182.52,89.64,1.0,181.548,108.589,1.0,181.025,126.245,1.0,179.201,147.477,1.0,177.833,162.64,1.0,176.65,180.864,1.0,174.674,194.395,1.0,176.948,207.734,1.0,171.883,219.022,1.0
693,182.187,45.892,1.0,182.928,56.811,1.0,182.069,72.752,1.0,182.497,89.451,1.0,181.512,108.28,1.0,181.215,125.841,1.0,179.493,147.241,1.0,177.991,162.529,1.0,176.443,180.789,1.0,174.401,194.29,1.0,176.358,207.906,1.0,170.972,218.858,1.0
694,182.16,45.808,1.0,182.994,56.725,1.0,182.151,72.772,1.0,182.499,89.508,1.0,181.543,108.436,1.0,180.963,126.233,1.0,178.893,147.66,1.0,177.44,162.766,1.0,176.381,180.376,1.0,174.159,194.18,1.0,176.183,207.784,1.0,171.326,218.964,1.0
695,182.132,45.824,1.0,183.002,56.757,1.0,182.087,72.745,1.0,182.328,89.444,1.0,181.133,108.106,1.0,180.588,126.008,1.0,178.419,147.237,1.0,176.967,162.116,1.0,175.724,179.658,1.0,176.604,194.202,1.0,175.302,207.402,1.0,170.254,218.518,1.0
696,181.942,46.048,1.0,182.783,56.889,1.0,181.806,72.951,1.0,182.243,89.576,1.0,181.116,108.544,1.0,180.159,126.33,1.0,178.137,147.587,1.0,176.926,162.473,1.0,176.045,179.855,1.0,176.643,194.141,1.0,175.531,207.715,1.0,170.646,218.679,1.0
697,182.035,46.074,1.0,182.847,56.966,1.0,181.998,72.938,1.0,182.522,89.742,1.0,181.655,108.522,1.0,181.17,126.035,1.0,179.197,147.344,1.0,177.721,162.356,1.0,176.218,180.169,1.0,174.083,194.078,1.0,175.962,207.849,1.0,170.79,218.841,1.0
698,182.014,45.913,1.0,182.864,56.903,1.0,182.108,72.815,1.0,182.637,89.545,1.0,181.733,108.248,1.0,181.237,126.117,1.0,179.674,147.378,1.0,178.189,162.61,1.0,176.557,180.834,1.0,174.945,194.431,1.0,177.438,207.762,1.0,172.317,219.207,1.0
699,182.079,45.904,1.0,182.855,56.895,1.0,182.136,72.868,1.0,182.533,89.664,1.0,182.076,108.743,1.0,181.526,126.439,1.0,180.097,148.038,1.0,178.683,163.381,1.0,177.283,181.704,1.0,175.73,195.145,1.0,175.479,207.295,1.0,173.616,219.842,1.0
700,182.101,45.914,1.0,183.052,56.883,1.0,182.327,72.786,1.0,182.921,89.603,1.0,182.815,108.672,1.0,182.188,126.044,1.0,180.37,147.633,1.0,178.743,163.008,1.0,177.103,181.451,1.0,175.341,194.767,1.0,174.655,207.019,1.0,172.854,219.394,1.0
701,182.052,45.816,1.0,182.958,56.795,1.0,182.116,72.7,1.0,182.309,89.535,1.0,181.623,108.344,1.0,181.292,125.927,1.0,179.917,147.191,1.0,178.354,162.421,1.0,176.633,180.56,1.0,174.805,193.99,1.0,177.14,207.472,1.0,171.989,218.931,1.0
702,182.095,46.075,1.0,182.953,56.932,1.0,181.94,72.816,1.0,182.29,89.491,1.0,181.314,108.149,1.0,180.807,125.863,1.0,179.101,147.471,1.0,177.627,162.468,1.0,176.183,180.188,1.0,174.147,193.936,1.0,176.157,207.729,1.0,171.231,218.967,1.0
703,182.071,46.103,1.0,182.961,56.962,1.0,181.954,72.848,1.0,182.258,89.582,1.0,181.28,108.315,1.0,180.634,126.111,1.0,178.679,147.478,1.0,177.232,162.233,1.0,175.785,179.75,1.0,176.675,193.592,1.0,175.525,207.074,1.0,170.412,218.236,1.0
704,182.141,46.189,1.0,183.076,56.974,1.0,181.96,72.91,1.0,182.173,89.731,1.0,181.189,108.422,1.0,180.545,126.171,1.0,178.522,147.188,1.0,177.183,161.977,1.0,175.805,179.645,1.0,176.754,193.72,1.0,175.469,207.259,1.0,170.384,218.389,1.0
705,182.098,46.058,1.0,183.056,56.881,1.0,181.985,72.803,1.0,182.191,89.591,1.0,181.451,108.377,1.0,180.808,126.323,1.0,178.84,147.652,1.0,177.461,163.169,1.0,176.345,180.882,1.0,174.202,194.854,1.0,176.226,208.843,1.0,170.933,219.415,1.0
706,182.128,45.976,1.0,182.991,56.874,1.0,182.036,72.747,1.0,182.382,89.611,1.0,181.722,108.447,1.0,181.359,126.086,1.0,179.55,147.529,1.0,177.944,162.788,1.0,176.651,180.968,1.0,174.624,194.455,1.0,177.067,208.286,1.0,171.792,219.248,1.0
707,182.111,45.968,1.0,182.993,56.899,1.0,182.068,72.78,1.0,182.465,89.643,1.0,181.861,108.615,1.0,181.332,126.142,1.0,179.716,147.571,1.0,178.294,162.907,1.0,176.901,181.216,1.0,175.018,194.777,1.0,174.455,207.315,1.0,172.474,219.682,1.0
708,182.154,45.875,1.0,182.972,56.977,1.0,182.214,72.796,1.0,182.742,89.638,1.0,181.668,108.465,1.0,181.3,125.828,1.0,179.879,147.238,1.0,178.425,162.285,1.0,176.985,180.577,1.0,174.929,194.241,1.0,174.588,206.474,1.0,173.011,219.077,1.0
709,182.196,45.888,1.0,183.001,56.962,1.0,182.247,72.849,1.0,182.755,89.768,1.0,181.773,108.834,1.0,181.141,126.444,1.0,179.734,147.731,1.0,178.346,162.8,1.0,176.791,180.899,1.0,174.762,194.143,1.0,176.856,207.804,1.0,171.986,219.047,1.0
710,182.243,45.82,1.0,182.996,56.832,1.0,182.11,72.696,1.0,182.488,89.411,1.0,181.142,108.044,1.0,181.003,125.63,1.0,179.567,147.0,1.0,177.893,162.096,1.0,176.302,180.136,1.0,174.101,193.922,1.0,176.081,207.378,1.0,171.375,218.688,1.0
711,182.173,45.872,1.0,182.93,56.91,1.0,182.064,72.741,1.0,182.446,89.538,1.0,180.905,108.314,1.0,180.387,126.05,1.0,178.829,147.45,1.0,177.365,162.391,1.0,176.196,180.067,1.0,174.089,193.972,1.0,175.976,207.665,1.0,171.321,218.807,1.0
712,182.193,45.821,1.0,182.91,56.904,1.0,182.064,72.715,1.0,182.471,89.529,1.0,181.061,108.281,1.0,180.787,126.027,1.0,179.163,147.503,1.0,177.584,162.64,1.0,176.396,180.592,1.0,174.21,194.434,1.0,176.282,208.118,1.0,171.404,218.938,1.0
713,182.179,45.856,1.0,182.914,56.971,1.0,182.003,72.795,1.0,182.511,89.585,1.0,181.275,108.465,1.0,180.878,126.189,1.0,179.297,147.681,1.0,177.788,162.805,1.0,176.689,180.897,1.0,174.65,194.728,1.0,177.184,208.353,1.0,172.246,219.317,1.0
714,182.214,45.776,1.0,182.908,56.941,1.0,182.058,72.737,1.0,182.484,89.574,1.0,181.667,108.522,1.0,181.355,126.013,1.0,179.862,147.519,1.0,178.169,162.839,1.0,176.821,181.103,1.0,174.856,194.637,1.0,177.323,208.17,1.0,172.235,219.177,1.0
715,182.15,45.699,1.0,182.857,56.782,1.0,181.944,72.607,1.0,182.568,89.315,1.0,181.487,108.09,1.0,181.47,125.438,1.0,179.968,147.052,1.0,178.223,162.389,1.0,176.732,180.795,1.0,174.743,194.426,1.0,177.158,207.985,1.0,171.89,218.915,1.0
716,182.183,45.734,1.0,182.872,56.795,1.0,181.914,72.665,1.0,182.262,89.468,1.0,180.955,108.25,1.0,180.554,125.894,1.0,179.227,147.502,1.0,177.853,162.742,1.0,176.794,180.877,1.0,174.923,194.564,1.0,174.47,207.023,1.0,172.89,219.357,1.0
717,182.171,45.747,1.0,182.843,56.843,1.0,182.029,72.655,1.0,182.554,89.488,1.0,181.746,108.383,1.0,181.462,125.97,1.0,179.761,147.423,1.0,178.038,162.522,1.0,176.533,180.677,1.0,174.612,194.363,1.0,176.747,208.11,1.0,171.748,219.023,1.0
718,182.185,45.822,1.0,182.887,56.876,1.0,182.01,72.716,1.0,182.595,89.469,1.0,181.413,108.25,1.0,180.918,125.859,1.0,179.24,147.38,1.0,177.67,162.649,1.0,176.386,180.353,1.0,174.077,194.233,1.0,176.128,207.763,1.0,171.256,218.68,1.0
719,182.197,45.9,1.0,182.879,56.944,1.0,182.036,72.76,1.0,182.549,89.544,1.0,181.425,108.331,1.0,181.052,125.89,1.0,179.219,147.224,1.0,177.601,162.511,1.0,176.232,180.219,1.0,173.921,194.255,1.0,175.827,208.069,1.0,170.859,218.741,1.0
720,182.071,45.846,1.0,182.851,56.961,1.0,181.943,72.843,1.0,182.432,89.474,1.0,181.15,108.294,1.0,180.666,126.187,1.0,178.986,147.351,1.0,177.507,162.862,1.0,176.433,180.567,1.0,174.247,194.352,1.0,176.321,208.048,1.0,171.485,219.125,1.0
721,182.105,45.836,1.0,182.805,56.922,1.0,182.036,72.865,1.0,182.486,89.497,1.0,181.546,108.5,1.0,181.047,126.226,1.0,179.44,147.454,1.0,178.022,162.91,1.0,176.555,180.873,1.0,174.753,194.225,1.0,177.118,208.171,1.0,171.991,219.348,1.0
722,182.099,45.849,1.0,182.91,56.926,1.0,182.196,72.794,1.0,183.061,89.341,1.0,182.336,108.233,1.0,181.994,125.612,1.0,180.15,147.073,1.0,178.312,162.337,1.0,176.719,180.515,1.0,174.616,194.231,1.0,177.012,208.122,1.0,172.013,219.225,1.0
723,182.099,45.834,1.0,182.85,56.892,1.0,181.99,72.744,1.0,182.532,89.278,1.0,181.495,107.91,1.0,181.378,125.399,1.0,179.931,147.141,1.0,178.14,162.421,1.0,176.696,180.525,1.0,174.571,194.319,1.0,177.097,208.035,1.0,172.024,219.22,1.0
724,182.192,45.902,1.0,182.946,56.964,1.0,182.107,72.859,1.0,182.654,89.441,1.0,181.595,108.191,1.0,181.215,125.729,1.0,179.525,147.295,1.0,177.973,162.471,1.0,176.731,180.51,1.0,174.614,194.195,1.0,177.175,207.8,1.0,172.309,219.155,1.0
725,182.214,45.964,1.0,183.003,57.009,1.0,182.194,72.91,1.0,182.806,89.625,1.0,181.724,108.48,1.0,181.123,126.249,1.0,179.402,147.625,1.0,177.821,162.601,1.0,176.514,180.54,1.0,174.235,194.164,1.0,176.269,207.772,1.0,171.348,218.827,1.0
726,182.144,45.844,1.0,182.946,56.922,1.0,182.068,72.818,1.0,182.524,89.393,1.0,181.343,108.109,1.0,180.911,126.022,1.0,178.981,147.363,1.0,177.487,162.541,1.0,176.281,180.361,1.0,174.036,194.306,1.0,176.01,207.87,1.0,171.19,218.816,1.0
727,182.172,45.964,1.0,183.001,57.008,1.0,182.063,72.821,1.0,182.553,89.468,1.0,181.375,108.21,1.0,180.815,126.084,1.0,178.836,147.408,1.0,177.381,162.578,1.0,176.357,180.486,1.0,174.332,194.451,1.0,176.314,208.077,1.0,171.38,218.967,1.0
728,182.176,45.911,1.0,182.967,56.992,1.0,182.088,72.828,1.0,182.515,89.498,1.0,181.396,108.221,1.0,180.92,126.217,1.0,179.02,147.52,1.0,177.488,162.879,1.0,176.563,180.739,1.0,174.371,194.82,1.0,176.429,208.45,1.0,171.377,219.178,1.0
729,182.196,46.089,1.0,182.964,57.096,1.0,182.094,72.972,1.0,182.764,89.77,1.0,181.976,108.765,1.0,181.281,126.591,1.0,179.45,147.931,1.0,177.763,163.295,1.0,176.82,181.353,1.0,174.563,195.232,1.0,176.563,209.013,1.0,171.303,219.69,1.0
730,182.212,46.097,1.0,183.028,57.031,1.0,182.135,72.948,1.0,182.736,89.721,1.0,181.954,108.648,1.0,181.439,126.398,1.0,179.807,147.674,1.0,178.126,163.067,1.0,176.827,181.289,1.0,174.644,194.76,1.0,176.662,208.619,1.0,171.13,219.379,1.0
731,182.171,45.962,1.0,182.949,56.927,1.0,182.108,72.86,1.0,182.633,89.499,1.0,181.521,108.31,1.0,181.011,126.106,1.0,179.473,147.414,1.0,178.002,162.673,1.0,176.765,180.883,1.0,174.894,194.389,1.0,177.256,207.968,1.0,172.079,219.254,1.0
732,182.102,46.08,1.0,182.797,57.091,1.0,181.976,72.923,1.0,182.774,89.596,1.0,181.65,108.302,1.0,181.217,126.083,1.0,179.677,147.418,1.0,177.941,162.755,1.0,176.514,180.85,1.0,174.507,194.298,1.0,176.834,207.987,1.0,171.636,219.179,1.0
733,182.158,46.005,1.0,182.757,57.002,1.0,181.757,72.853,1.0,182.549,89.353,1.0,181.407,108.087,1.0,181.024,125.687,1.0,179.292,147.099,1.0,177.76,162.189,1.0,176.367,180.249,1.0,174.322,193.893,1.0,176.334,207.56,1.0,171.444,218.741,1.0
734,182.115,46.085,1.0,182.807,57.027,1.0,181.821,72.854,1.0,182.574,89.438,1.0,181.392,108.058,1.0,180.936,125.631,1.0,179.095,146.99,1.0,177.664,162.192,1.0,176.41,180.243,1.0,174.308,193.997,1.0,176.356,207.595,1.0,171.347,218.82,1.0
735,182.183,46.076,1.0,182.865,57.03,1.0,181.756,72.889,1.0,182.44,89.638,1.0,181.513,108.494,1.0,180.871,126.154,1.0,178.954,147.465,1.0,177.475,162.61,1.0,176.391,180.567,1.0,174.265,194.224,1.0,176.529,207.857,1.0,171.398,218.978,1.0
736,182.172,46.085,1.0,182.802,57.03,1.0,181.79,72.897,1.0,182.516,89.425,1.0,181.783,108.351,1.0,181.347,126.039,1.0,179.599,147.581,1.0,177.831,162.967,1.0,176.456,180.789,1.0,174.227,194.541,1.0,176.286,207.928,1.0,171.071,219.129,1.0
737,182.149,46.034,1.0,182.84,56.975,1.0,181.771,72.859,1.0,182.296,89.557,1.0,181.254,108.217,1.0,180.873,125.854,1.0,179.39,147.359,1.0,177.859,162.636,1.0,176.582,180.708,1.0,174.571,194.374,1.0,176.785,208.399,1.0,171.266,219.429,1.0
738,182.178,46.115,1.0,182.897,57.058,1.0,181.886,72.934,1.0,182.431,89.55,1.0,181.577,108.349,1.0,180.995,125.965,1.0,179.584,147.52,1.0,178.022,162.821,1.0,176.633,180.917,1.0,174.654,194.465,1.0,176.885,208.127,1.0,171.643,219.215,1.0
