scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4297,327.602,178.846,1.0,329.789,191.946,1.0,331.692,205.324,1.0,333.3,221.614,1.0,326.825,240.347,1.0,324.634,255.414,1.0,318.817,277.617,1.0,307.703,290.947,1.0,297.022,301.125,1.0,285.253,313.088,1.0,270.846,323.233,1.0,262.75,331.803,1.0
4298,327.607,178.878,1.0,329.761,191.95,1.0,331.619,205.301,1.0,333.232,221.648,1.0,327.358,241.075,1.0,324.481,255.3,1.0,318.69,277.696,1.0,307.599,291.163,1.0,297.197,301.462,1.0,285.654,313.407,1.0,271.255,323.516,1.0,263.018,331.792,1.0
4299,327.675,178.897,1.0,329.801,191.934,1.0,331.615,205.37,1.0,333.13,221.701,1.0,327.433,241.206,1.0,324.772,255.561,1.0,319.022,278.052,1.0,308.387,291.852,1.0,294.314,304.853,1.0,286.407,313.735,1.0,272.342,324.247,1.0,265.287,333.031,1.0
4300,327.754,178.991,1.0,329.859,192.109,1.0,331.652,205.593,1.0,333.148,221.945,1.0,327.538,241.356,1.0,325.14,255.606,1.0,319.782,278.296,1.0,309.616,292.168,1.0,295.359,304.814,1.0,287.673,314.359,1.0,274.133,324.978,1.0,266.226,334.395,1.0
4301,327.725,179.015,1.0,329.94,192.124,1.0,331.899,205.542,1.0,333.597,221.942,1.0,328.15,241.242,1.0,325.684,255.551,1.0,320.223,278.522,1.0,310.364,292.874,1.0,295.843,305.289,1.0,287.973,314.714,1.0,274.606,324.93,1.0,266.51,333.86,1.0
4302,327.669,178.928,1.0,329.966,192.022,1.0,331.803,205.459,1.0,333.538,221.824,1.0,328.213,241.143,1.0,325.773,255.438,1.0,320.599,278.531,1.0,310.717,292.559,1.0,296.187,305.066,1.0,288.232,314.425,1.0,274.804,324.703,1.0,262.921,333.105,1.0
4303,327.686,178.931,1.0,329.893,192.001,1.0,331.737,205.384,1.0,333.37,221.714,1.0,327.764,241.055,1.0,325.34,255.242,1.0,320.226,278.13,1.0,310.285,292.002,1.0,295.815,304.395,1.0,288.21,314.008,1.0,274.638,324.544,1.0,262.796,333.016,1.0
4304,327.694,178.917,1.0,329.902,191.979,1.0,331.788,205.374,1.0,333.419,221.743,1.0,327.846,241.06,1.0,325.235,255.28,1.0,319.915,277.75,1.0,309.413,291.675,1.0,295.009,304.367,1.0,287.133,313.008,1.0,272.895,323.378,1.0,265.316,332.414,1.0
4305,327.726,178.89,1.0,329.811,192.003,1.0,331.756,205.399,1.0,333.098,221.792,1.0,327.265,241.267,1.0,324.825,255.474,1.0,319.274,277.93,1.0,308.713,291.652,1.0,294.498,304.373,1.0,286.654,312.997,1.0,272.368,323.507,1.0,264.593,332.046,1.0
4306,327.732,178.937,1.0,329.872,192.054,1.0,331.728,205.461,1.0,333.121,221.848,1.0,327.279,241.285,1.0,324.676,255.613,1.0,318.963,278.132,1.0,308.504,291.652,1.0,294.61,304.538,1.0,287.126,313.376,1.0,273.109,323.945,1.0,265.0,333.307,1.0
4307,327.735,178.969,1.0,329.913,192.063,1.0,331.859,205.426,1.0,333.367,221.973,1.0,327.683,241.456,1.0,325.44,255.851,1.0,319.438,278.637,1.0,309.366,292.49,1.0,295.285,304.947,1.0,287.561,313.818,1.0,273.844,324.164,1.0,265.998,333.778,1.0
4308,327.701,178.959,1.0,329.783,192.032,1.0,331.522,205.58,1.0,333.389,221.932,1.0,327.682,241.274,1.0,325.699,255.537,1.0,320.355,278.43,1.0,310.811,292.327,1.0,296.294,305.068,1.0,288.409,314.392,1.0,275.061,324.645,1.0,263.32,333.069,1.0
4309,327.634,179.049,1.0,329.814,192.156,1.0,331.48,205.631,1.0,333.411,222.007,1.0,327.667,241.318,1.0,325.804,255.476,1.0,320.571,278.388,1.0,311.185,292.435,1.0,296.77,305.097,1.0,289.193,314.39,1.0,275.988,324.538,1.0,263.685,333.495,1.0
4310,327.704,179.005,1.0,329.846,192.078,1.0,331.388,205.538,1.0,333.346,221.88,1.0,327.718,241.241,1.0,325.686,255.323,1.0,320.67,278.375,1.0,311.081,292.248,1.0,296.837,304.97,1.0,288.859,314.598,1.0,275.545,324.547,1.0,263.293,333.4,1.0
4311,327.729,178.964,1.0,329.878,192.066,1.0,331.414,205.497,1.0,333.334,221.8,1.0,327.914,240.996,1.0,325.6,255.185,1.0,320.522,278.05,1.0,310.727,291.639,1.0,296.299,304.476,1.0,288.218,313.734,1.0,274.458,324.091,1.0,266.239,333.666,1.0
4312,327.823,178.968,1.0,329.923,192.143,1.0,331.471,205.551,1.0,333.296,221.942,1.0,327.429,241.02,1.0,325.08,255.314,1.0,319.939,277.99,1.0,309.867,291.536,1.0,295.242,304.223,1.0,287.208,313.278,1.0,273.393,323.681,1.0,265.529,333.177,1.0
4313,327.701,178.963,1.0,329.845,192.089,1.0,331.398,205.448,1.0,333.216,221.852,1.0,327.315,241.08,1.0,324.646,255.424,1.0,319.088,278.119,1.0,308.984,291.586,1.0,294.907,304.352,1.0,286.893,313.691,1.0,273.168,324.086,1.0,265.255,333.208,1.0
4314,327.768,178.985,1.0,329.88,192.096,1.0,331.386,205.463,1.0,333.075,221.853,1.0,327.361,241.227,1.0,324.861,255.604,1.0,319.338,278.227,1.0,309.251,291.926,1.0,295.009,304.648,1.0,287.344,313.914,1.0,273.792,324.148,1.0,265.944,333.49,1.0
4315,327.779,178.975,1.0,329.855,192.079,1.0,331.356,205.496,1.0,333.063,221.823,1.0,327.633,241.232,1.0,325.501,255.48,1.0,320.161,278.118,1.0,310.11,292.573,1.0,295.625,305.089,1.0,287.724,314.525,1.0,274.426,324.818,1.0,262.726,332.979,1.0
4316,327.745,178.959,1.0,329.865,192.031,1.0,331.331,205.437,1.0,333.219,221.796,1.0,327.758,241.066,1.0,325.406,255.226,1.0,320.481,278.234,1.0,310.81,292.284,1.0,296.348,304.991,1.0,288.364,314.327,1.0,275.34,324.655,1.0,263.137,333.191,1.0
4317,327.703,178.941,1.0,329.844,191.945,1.0,331.343,205.458,1.0,333.242,221.715,1.0,328.06,240.966,1.0,325.544,255.188,1.0,320.503,278.244,1.0,310.855,292.118,1.0,296.123,304.658,1.0,287.961,314.159,1.0,274.839,324.599,1.0,262.707,333.019,1.0
4318,327.701,178.957,1.0,329.808,191.974,1.0,331.378,205.443,1.0,333.19,221.71,1.0,327.923,240.979,1.0,325.343,255.185,1.0,320.109,277.894,1.0,309.877,291.911,1.0,295.454,304.435,1.0,286.996,313.396,1.0,273.25,323.898,1.0,265.37,333.131,1.0
4319,327.697,178.969,1.0,329.798,192.008,1.0,331.424,205.417,1.0,333.154,221.724,1.0,327.586,241.059,1.0,324.833,255.44,1.0,318.886,277.79,1.0,308.246,291.376,1.0,297.164,301.285,1.0,286.099,312.846,1.0,271.815,323.289,1.0,263.77,331.641,1.0
4320,327.829,179.003,1.0,329.833,192.142,1.0,331.47,205.504,1.0,333.001,221.828,1.0,327.205,241.327,1.0,324.711,255.83,1.0,317.959,278.147,1.0,307.283,292.047,1.0,296.929,302.07,1.0,285.034,313.644,1.0,270.573,323.6,1.0,262.569,331.8,1.0
4321,327.723,178.993,1.0,329.739,192.076,1.0,331.45,205.389,1.0,333.167,221.652,1.0,327.432,241.135,1.0,324.807,255.561,1.0,318.4,277.942,1.0,307.662,291.827,1.0,297.031,301.783,1.0,285.503,313.632,1.0,270.894,323.688,1.0,263.231,331.919,1.0
4322,327.617,179.048,1.0,329.717,192.161,1.0,331.37,205.479,1.0,333.199,221.856,1.0,327.714,241.305,1.0,325.368,255.741,1.0,319.339,278.153,1.0,308.809,291.881,1.0,294.567,304.491,1.0,286.445,313.346,1.0,272.064,323.834,1.0,264.427,332.191,1.0
4323,327.722,179.066,1.0,329.789,192.149,1.0,331.56,205.507,1.0,333.415,221.961,1.0,327.958,241.342,1.0,325.644,255.674,1.0,319.86,278.174,1.0,309.569,292.386,1.0,294.922,304.801,1.0,286.898,313.734,1.0,272.605,324.135,1.0,265.374,332.979,1.0
4324,327.739,179.009,1.0,329.874,192.096,1.0,331.392,205.317,1.0,333.546,221.73,1.0,328.068,241.135,1.0,325.618,255.469,1.0,320.064,277.918,1.0,309.662,292.228,1.0,295.202,304.978,1.0,286.777,313.894,1.0,272.874,324.232,1.0,265.406,333.044,1.0
4325,327.711,179.101,1.0,329.855,192.162,1.0,331.524,205.422,1.0,333.572,221.838,1.0,328.1,241.176,1.0,325.632,255.436,1.0,320.054,277.7,1.0,309.375,291.827,1.0,295.018,304.493,1.0,286.303,313.442,1.0,272.131,323.832,1.0,264.863,332.151,1.0
4326,327.763,179.094,1.0,329.795,192.265,1.0,331.338,205.548,1.0,332.944,222.082,1.0,327.186,241.5,1.0,324.761,255.791,1.0,318.795,277.869,1.0,308.122,291.58,1.0,297.323,301.71,1.0,285.617,313.353,1.0,271.385,323.625,1.0,263.752,331.766,1.0
4327,327.721,179.04,1.0,329.766,192.138,1.0,331.579,205.349,1.0,333.178,221.72,1.0,327.426,241.291,1.0,324.704,255.593,1.0,318.634,277.74,1.0,307.509,291.442,1.0,296.946,301.782,1.0,285.186,313.626,1.0,270.784,323.415,1.0,262.481,331.048,1.0
4328,327.662,179.015,1.0,329.7,192.093,1.0,331.259,205.321,1.0,333.055,221.737,1.0,327.391,241.26,1.0,324.872,255.625,1.0,318.792,277.641,1.0,307.633,291.286,1.0,297.054,301.55,1.0,285.147,313.226,1.0,270.713,323.154,1.0,262.314,330.546,1.0
4329,327.686,179.046,1.0,329.784,192.157,1.0,331.157,205.339,1.0,333.104,221.718,1.0,327.412,241.309,1.0,324.94,255.588,1.0,318.712,277.656,1.0,307.763,291.569,1.0,297.184,301.684,1.0,285.683,313.643,1.0,270.984,323.569,1.0,263.24,331.558,1.0
4330,327.752,179.034,1.0,329.8,192.12,1.0,331.264,205.343,1.0,333.171,221.686,1.0,327.605,241.218,1.0,325.015,255.713,1.0,318.84,277.729,1.0,307.978,292.191,1.0,297.343,302.353,1.0,286.099,314.278,1.0,271.866,324.533,1.0,264.568,331.92,1.0
4331,327.765,178.98,1.0,329.803,192.074,1.0,331.249,205.45,1.0,333.405,221.797,1.0,327.701,241.208,1.0,325.668,255.324,1.0,319.739,277.317,1.0,308.818,292.419,1.0,297.779,302.494,1.0,286.491,314.108,1.0,272.2,324.352,1.0,264.857,332.023,1.0
4332,327.573,179.036,1.0,329.658,192.078,1.0,331.369,205.421,1.0,333.243,221.864,1.0,327.822,241.17,1.0,325.89,255.288,1.0,320.109,277.425,1.0,308.998,292.161,1.0,294.574,304.334,1.0,286.677,313.762,1.0,272.04,324.048,1.0,264.394,332.076,1.0
4333,327.673,178.998,1.0,329.717,192.034,1.0,331.461,205.349,1.0,333.163,221.857,1.0,327.427,241.194,1.0,324.801,255.517,1.0,318.906,277.758,1.0,307.853,292.116,1.0,297.445,302.043,1.0,285.878,313.998,1.0,271.097,323.844,1.0,263.098,330.884,1.0
4334,327.6,178.973,1.0,329.66,192.003,1.0,331.361,205.329,1.0,333.106,221.768,1.0,327.34,241.069,1.0,324.633,255.512,1.0,318.642,277.438,1.0,307.241,291.383,1.0,296.534,301.324,1.0,284.865,313.397,1.0,270.391,323.208,1.0,261.823,330.773,1.0
4335,327.661,179.027,1.0,329.702,192.084,1.0,331.436,205.44,1.0,333.068,221.896,1.0,327.235,241.292,1.0,324.742,255.654,1.0,318.341,277.416,1.0,306.484,291.154,1.0,295.774,301.141,1.0,283.647,313.204,1.0,274.392,322.067,1.0,261.3,329.328,1.0
4336,327.653,178.948,1.0,329.661,192.043,1.0,331.25,205.457,1.0,332.96,221.945,1.0,327.02,241.352,1.0,324.746,255.846,1.0,318.137,277.729,1.0,306.772,291.515,1.0,295.969,301.385,1.0,284.268,313.401,1.0,269.979,323.075,1.0,261.674,330.278,1.0
4337,327.6,178.989,1.0,329.668,192.056,1.0,331.234,205.494,1.0,333.106,222.014,1.0,327.194,241.477,1.0,325.219,255.854,1.0,318.681,277.739,1.0,307.425,291.836,1.0,296.573,301.564,1.0,285.235,313.388,1.0,270.585,322.88,1.0,262.173,330.258,1.0
4338,327.69,178.949,1.0,329.738,192.046,1.0,331.215,205.357,1.0,333.002,221.827,1.0,327.208,241.265,1.0,324.957,255.75,1.0,318.618,277.967,1.0,307.757,292.104,1.0,296.879,301.848,1.0,285.427,314.013,1.0,270.642,323.931,1.0,262.969,331.594,1.0
4339,327.767,179.022,1.0,329.802,192.132,1.0,331.303,205.433,1.0,333.059,221.875,1.0,327.408,241.191,1.0,325.277,255.736,1.0,319.135,277.729,1.0,308.226,291.701,1.0,297.383,301.645,1.0,285.787,313.545,1.0,271.14,323.653,1.0,263.241,331.601,1.0
4340,327.732,178.988,1.0,329.838,192.042,1.0,331.347,205.229,1.0,333.459,221.725,1.0,328.049,241.022,1.0,325.556,255.595,1.0,319.667,277.447,1.0,308.389,291.179,1.0,297.097,301.004,1.0,285.158,312.741,1.0,270.674,322.684,1.0,262.246,329.942,1.0
4341,327.728,178.926,1.0,329.698,192.02,1.0,331.239,205.296,1.0,333.044,221.685,1.0,327.282,241.185,1.0,324.855,255.559,1.0,318.29,277.636,1.0,307.105,291.693,1.0,296.189,301.722,1.0,284.197,313.334,1.0,269.895,323.075,1.0,261.838,330.364,1.0
4342,327.757,178.962,1.0,329.696,192.093,1.0,331.162,205.275,1.0,333.022,221.725,1.0,329.762,239.458,1.0,324.542,255.564,1.0,317.784,277.694,1.0,306.307,291.727,1.0,295.915,301.994,1.0,283.568,313.683,1.0,274.316,322.429,1.0,261.484,329.759,1.0
4343,327.654,178.944,1.0,329.686,192.018,1.0,331.291,205.212,1.0,333.188,221.639,1.0,327.415,241.094,1.0,324.795,255.67,1.0,318.145,277.869,1.0,306.704,292.014,1.0,295.957,301.861,1.0,284.057,313.556,1.0,269.864,323.103,1.0,261.795,329.882,1.0
4344,327.551,179.047,1.0,329.663,192.008,1.0,331.285,205.346,1.0,332.984,221.836,1.0,327.301,241.203,1.0,325.264,255.497,1.0,319.059,277.234,1.0,308.02,291.723,1.0,296.727,301.754,1.0,285.308,313.623,1.0,270.594,323.422,1.0,262.595,330.205,1.0
4345,327.566,179.044,1.0,329.728,192.007,1.0,331.289,205.361,1.0,333.175,221.796,1.0,327.361,241.125,1.0,325.36,255.392,1.0,319.124,277.281,1.0,308.362,291.832,1.0,297.291,301.91,1.0,286.039,313.785,1.0,271.432,323.985,1.0,263.59,331.416,1.0
4346,327.631,179.047,1.0,329.8,192.05,1.0,331.278,205.403,1.0,333.144,221.86,1.0,327.47,241.148,1.0,325.541,255.394,1.0,319.441,277.238,1.0,308.541,291.822,1.0,297.327,301.844,1.0,286.091,313.695,1.0,271.657,324.111,1.0,263.929,331.592,1.0
4347,327.628,179.071,1.0,329.788,192.096,1.0,331.244,205.452,1.0,333.139,221.883,1.0,327.446,241.169,1.0,325.496,255.268,1.0,319.672,277.166,1.0,308.526,291.726,1.0,297.423,301.708,1.0,285.929,313.401,1.0,271.345,323.444,1.0,263.429,330.756,1.0
4348,327.597,178.982,1.0,329.719,192.036,1.0,331.218,205.406,1.0,333.035,221.863,1.0,327.159,241.027,1.0,324.85,255.485,1.0,318.972,277.606,1.0,308.192,291.434,1.0,297.223,301.619,1.0,285.627,313.244,1.0,271.09,323.21,1.0,262.907,330.308,1.0
4349,327.504,178.933,1.0,329.639,191.968,1.0,331.161,205.237,1.0,332.914,221.732,1.0,329.723,239.839,1.0,324.511,255.464,1.0,318.171,277.597,1.0,307.228,291.243,1.0,296.976,301.83,1.0,285.501,313.89,1.0,270.895,323.861,1.0,262.833,331.402,1.0
4350,327.554,179.023,1.0,329.674,192.024,1.0,331.216,205.307,1.0,333.088,221.752,1.0,327.3,240.978,1.0,324.804,255.287,1.0,318.96,277.281,1.0,307.808,291.123,1.0,297.264,301.576,1.0,285.514,313.513,1.0,271.051,323.472,1.0,262.813,331.107,1.0
4351,327.582,179.13,1.0,329.716,192.138,1.0,331.187,205.441,1.0,333.217,221.86,1.0,327.414,241.018,1.0,324.97,255.264,1.0,319.118,277.067,1.0,308.053,291.493,1.0,297.235,301.592,1.0,285.628,313.736,1.0,271.044,323.578,1.0,262.859,330.466,1.0
4352,327.608,179.089,1.0,329.727,192.111,1.0,331.253,205.409,1.0,333.13,221.878,1.0,327.344,241.1,1.0,324.933,255.307,1.0,318.985,277.245,1.0,308.1,291.83,1.0,297.272,301.985,1.0,285.614,314.059,1.0,270.994,324.22,1.0,263.477,331.402,1.0
4353,327.559,179.103,1.0,329.688,192.092,1.0,331.206,205.413,1.0,333.189,221.881,1.0,327.44,241.123,1.0,325.257,255.333,1.0,319.284,277.219,1.0,308.259,291.275,1.0,297.149,301.323,1.0,285.808,313.526,1.0,270.963,323.717,1.0,263.254,331.5,1.0
4354,327.647,179.098,1.0,329.761,192.125,1.0,331.3,205.44,1.0,333.142,221.861,1.0,327.469,241.132,1.0,325.383,255.468,1.0,319.15,277.226,1.0,307.832,291.643,1.0,296.612,301.606,1.0,284.834,313.299,1.0,270.244,323.112,1.0,261.917,329.826,1.0
4355,327.636,179.072,1.0,329.71,192.075,1.0,331.332,205.391,1.0,333.089,221.821,1.0,327.502,241.087,1.0,325.202,255.375,1.0,318.979,277.401,1.0,307.489,291.665,1.0,296.394,301.65,1.0,283.638,313.104,1.0,273.812,321.349,1.0,260.965,329.292,1.0
4356,327.595,179.065,1.0,329.632,192.11,1.0,331.499,205.544,1.0,333.01,222.029,1.0,327.533,241.632,1.0,325.004,256.03,1.0,318.028,277.342,1.0,305.544,290.951,1.0,294.639,301.517,1.0,281.472,313.655,1.0,270.849,320.238,1.0,258.687,328.384,1.0
4357,327.636,179.122,1.0,329.636,192.194,1.0,331.571,205.555,1.0,332.931,222.004,1.0,327.546,241.485,1.0,325.013,256.099,1.0,317.399,277.215,1.0,302.028,290.66,1.0,292.6,304.125,1.0,281.019,310.359,1.0,266.211,318.252,1.0,259.447,327.622,1.0
4358,327.605,179.06,1.0,329.436,192.168,1.0,331.084,205.545,1.0,332.203,222.033,1.0,329.302,240.249,1.0,324.367,256.559,1.0,315.87,277.498,1.0,300.617,290.018,1.0,291.76,303.773,1.0,279.972,309.695,1.0,264.281,318.045,1.0,257.801,327.238,1.0
4359,327.661,179.067,1.0,329.495,192.216,1.0,331.239,205.556,1.0,332.361,222.052,1.0,329.465,240.197,1.0,324.56,256.131,1.0,316.472,277.104,1.0,300.525,290.002,1.0,291.677,303.762,1.0,279.782,309.793,1.0,263.892,318.112,1.0,257.446,327.176,1.0
4360,327.66,179.063,1.0,329.612,192.194,1.0,331.412,205.534,1.0,332.773,221.959,1.0,327.283,241.404,1.0,324.896,255.995,1.0,317.213,277.383,1.0,301.747,290.332,1.0,292.461,303.85,1.0,280.702,309.824,1.0,265.827,318.036,1.0,258.919,327.376,1.0
4361,327.615,179.074,1.0,329.593,192.193,1.0,331.412,205.543,1.0,332.875,221.977,1.0,327.318,241.365,1.0,325.013,255.607,1.0,317.943,277.241,1.0,303.642,291.024,1.0,292.767,301.892,1.0,282.298,311.098,1.0,268.542,319.111,1.0,255.95,329.808,1.0
4362,327.617,179.127,1.0,329.642,192.181,1.0,331.51,205.549,1.0,333.144,222.049,1.0,327.866,241.305,1.0,325.19,255.632,1.0,318.564,277.36,1.0,305.335,291.308,1.0,294.223,301.737,1.0,280.816,313.251,1.0,269.823,319.075,1.0,257.463,326.371,1.0
4363,327.614,179.084,1.0,329.658,192.093,1.0,331.613,205.516,1.0,333.506,221.903,1.0,328.168,241.194,1.0,325.537,255.601,1.0,318.609,277.212,1.0,304.251,291.159,1.0,293.164,301.775,1.0,282.501,310.448,1.0,268.505,318.33,1.0,255.706,328.833,1.0
4364,327.657,179.039,1.0,329.648,192.149,1.0,331.598,205.438,1.0,333.195,221.795,1.0,327.651,241.19,1.0,324.922,255.709,1.0,317.499,277.245,1.0,301.702,290.53,1.0,292.799,303.634,1.0,280.528,309.588,1.0,265.235,317.903,1.0,258.799,326.513,1.0
4365,327.63,178.983,1.0,329.512,192.145,1.0,331.347,205.405,1.0,332.733,221.856,1.0,329.659,239.783,1.0,324.404,255.998,1.0,316.191,277.202,1.0,304.777,290.593,1.0,290.83,303.37,1.0,278.279,309.722,1.0,263.072,318.444,1.0,255.555,325.824,1.0
4366,327.64,179.029,1.0,329.485,192.164,1.0,331.299,205.389,1.0,332.853,221.844,1.0,329.574,239.61,1.0,324.375,255.985,1.0,315.763,277.134,1.0,303.932,290.579,1.0,289.886,303.176,1.0,276.323,311.579,1.0,266.579,319.058,1.0,253.965,324.043,1.0
4367,327.686,179.024,1.0,329.579,192.171,1.0,331.572,205.382,1.0,332.967,221.78,1.0,327.306,241.327,1.0,324.567,255.988,1.0,316.18,277.267,1.0,304.561,290.593,1.0,290.506,303.162,1.0,277.287,311.793,1.0,262.714,317.81,1.0,255.009,323.922,1.0
4368,327.626,179.099,1.0,329.596,192.246,1.0,331.455,205.607,1.0,332.866,221.893,1.0,327.151,241.358,1.0,324.75,256.202,1.0,316.335,277.105,1.0,300.137,290.082,1.0,291.117,303.816,1.0,279.449,309.558,1.0,264.629,318.876,1.0,257.619,326.428,1.0
4369,327.475,179.058,1.0,329.545,192.048,1.0,331.738,205.406,1.0,333.338,221.595,1.0,328.163,240.919,1.0,325.23,255.493,1.0,317.757,277.157,1.0,301.782,290.66,1.0,292.437,303.742,1.0,280.679,309.472,1.0,265.786,317.319,1.0,259.288,325.918,1.0
4370,327.619,179.04,1.0,329.695,192.077,1.0,331.858,205.479,1.0,333.452,221.72,1.0,327.972,240.965,1.0,325.193,255.396,1.0,317.957,276.958,1.0,301.793,290.584,1.0,292.397,303.773,1.0,280.604,309.563,1.0,265.603,317.536,1.0,259.048,326.148,1.0
4371,327.64,179.067,1.0,329.728,192.14,1.0,331.746,205.483,1.0,333.168,221.796,1.0,327.945,241.039,1.0,325.072,255.807,1.0,317.355,277.256,1.0,300.817,290.489,1.0,291.549,303.618,1.0,279.645,309.156,1.0,264.745,318.546,1.0,257.548,325.657,1.0
4372,327.687,179.024,1.0,329.704,192.133,1.0,331.773,205.608,1.0,332.931,221.746,1.0,327.506,241.241,1.0,324.831,256.32,1.0,316.355,277.733,1.0,304.78,291.056,1.0,290.388,303.363,1.0,277.098,311.875,1.0,263.152,317.585,1.0,255.319,323.956,1.0
4373,327.681,179.031,1.0,329.68,192.17,1.0,331.738,205.615,1.0,332.878,221.834,1.0,327.306,241.272,1.0,324.615,256.498,1.0,315.781,277.725,1.0,303.584,291.033,1.0,289.355,302.974,1.0,274.923,310.492,1.0,266.072,317.93,1.0,253.362,322.483,1.0
4374,327.65,179.039,1.0,329.656,192.148,1.0,331.706,205.476,1.0,332.884,221.73,1.0,327.406,241.156,1.0,324.786,256.161,1.0,315.971,277.129,1.0,303.93,290.705,1.0,289.508,303.062,1.0,275.11,310.781,1.0,266.048,317.949,1.0,253.267,322.404,1.0
4375,327.672,179.073,1.0,329.723,192.198,1.0,331.669,205.603,1.0,332.826,221.912,1.0,327.493,241.415,1.0,325.055,256.606,1.0,316.332,277.679,1.0,304.07,290.932,1.0,289.607,303.031,1.0,275.45,310.784,1.0,266.658,317.992,1.0,254.185,322.38,1.0
4376,327.622,179.047,1.0,329.713,192.176,1.0,331.676,205.576,1.0,333.006,221.819,1.0,327.763,241.178,1.0,325.038,256.075,1.0,316.867,277.245,1.0,300.159,290.107,1.0,290.722,303.368,1.0,277.425,312.073,1.0,263.198,317.374,1.0,255.693,323.024,1.0
4377,327.659,179.019,1.0,329.773,192.099,1.0,331.69,205.488,1.0,333.131,221.739,1.0,327.771,241.218,1.0,324.995,256.127,1.0,316.922,277.63,1.0,300.183,290.824,1.0,290.938,304.021,1.0,279.129,309.65,1.0,264.221,318.294,1.0,257.338,324.902,1.0
4378,327.649,179.037,1.0,329.757,192.119,1.0,331.812,205.505,1.0,333.34,221.811,1.0,327.988,241.128,1.0,325.211,255.729,1.0,317.364,277.246,1.0,300.679,290.445,1.0,291.398,303.533,1.0,279.113,312.666,1.0,264.146,317.835,1.0,257.022,324.74,1.0
4379,327.624,179.034,1.0,329.722,192.139,1.0,331.855,205.505,1.0,333.084,221.688,1.0,327.986,241.062,1.0,325.086,255.904,1.0,316.915,277.445,1.0,300.022,290.067,1.0,290.869,303.187,1.0,277.662,311.577,1.0,263.254,317.368,1.0,255.756,323.275,1.0
4380,327.403,179.07,1.0,329.456,192.045,1.0,331.392,205.296,1.0,332.858,221.569,1.0,327.7,241.035,1.0,324.882,255.896,1.0,316.549,277.01,1.0,299.913,289.427,1.0,290.589,302.651,1.0,276.764,310.722,1.0,266.69,317.84,1.0,253.901,322.722,1.0
